vsg,vsb,vsd,total_fins,length,gm,cdd,vth,gds,id,cds,cgg,cgd,cgs,
220e-3,0,460e-3,20,14e-9,358.486e-6,292.172e-18,-259.326e-3,13.4396e-6,-14.8756e-6,-17.1568e-18,476.068e-18,122.207e-18,259.561e-18,
240e-3,0,460e-3,20,14e-9,510.377e-6,294.054e-18,-259.326e-3,19.4946e-6,-23.5167e-6,-25.7288e-18,507.401e-18,123.587e-18,289.514e-18,
260e-3,0,460e-3,20,14e-9,688.057e-6,296.113e-18,-259.326e-3,26.9195e-6,-35.4629e-6,-35.485e-18,539.702e-18,125.161e-18,320.24e-18,
280e-3,0,460e-3,20,14e-9,885.405e-6,298.34e-18,-259.326e-3,35.6576e-6,-51.1702e-6,-45.8966e-18,571.837e-18,126.941e-18,350.596e-18,
300e-3,0,460e-3,20,14e-9,1.0959e-3,300.732e-18,-259.326e-3,45.6429e-6,-70.9667e-6,-56.626e-18,603.317e-18,128.929e-18,380.088e-18,
320e-3,0,460e-3,20,14e-9,1.3131e-3,303.292e-18,-259.326e-3,56.8208e-6,-95.0514e-6,-67.5245e-18,634.087e-18,131.13e-18,408.657e-18,
340e-3,0,460e-3,20,14e-9,1.5313e-3,306.027e-18,-259.326e-3,69.1594e-6,-123.5e-6,-78.5685e-18,664.316e-18,133.553e-18,436.464e-18,
360e-3,0,460e-3,20,14e-9,1.7449e-3,308.954e-18,-259.326e-3,82.6588e-6,-156.274e-6,-89.7838e-18,694.23e-18,136.217e-18,463.712e-18,
380e-3,0,460e-3,20,14e-9,1.9494e-3,312.092e-18,-259.326e-3,97.3567e-6,-193.237e-6,-101.182e-18,723.985e-18,139.152e-18,490.534e-18,
400e-3,0,460e-3,20,14e-9,2.1412e-3,315.462e-18,-259.326e-3,113.329e-6,-234.168e-6,-112.724e-18,753.618e-18,142.386e-18,516.932e-18,
420e-3,0,460e-3,20,14e-9,2.3174e-3,319.086e-18,-259.326e-3,130.686e-6,-278.783e-6,-124.309e-18,783.039e-18,145.95e-18,542.789e-18,
440e-3,0,460e-3,20,14e-9,2.4765e-3,322.98e-18,-259.326e-3,149.559e-6,-326.752e-6,-135.801e-18,812.085e-18,149.866e-18,567.918e-18,
460e-3,0,460e-3,20,14e-9,2.6173e-3,327.151e-18,-259.326e-3,170.091e-6,-377.722e-6,-147.059e-18,840.578e-18,154.15e-18,592.128e-18,
480e-3,0,460e-3,20,14e-9,2.7398e-3,331.6e-18,-259.326e-3,192.424e-6,-431.325e-6,-157.96e-18,868.369e-18,158.804e-18,615.265e-18,
500e-3,0,460e-3,20,14e-9,2.8440e-3,336.32e-18,-259.326e-3,216.691e-6,-487.194e-6,-168.416e-18,895.357e-18,163.823e-18,637.234e-18,
520e-3,0,460e-3,20,14e-9,2.9304e-3,341.291e-18,-259.326e-3,243.01e-6,-544.968e-6,-178.367e-18,921.481e-18,169.189e-18,657.991e-18,
540e-3,0,460e-3,20,14e-9,2.9999e-3,346.488e-18,-259.326e-3,271.475e-6,-604.3e-6,-187.784e-18,946.713e-18,174.878e-18,677.535e-18,
560e-3,0,460e-3,20,14e-9,3.0533e-3,351.874e-18,-259.326e-3,302.16e-6,-664.859e-6,-196.655e-18,971.045e-18,180.854e-18,695.892e-18,
580e-3,0,460e-3,20,14e-9,3.0916e-3,357.409e-18,-259.326e-3,335.112e-6,-726.334e-6,-204.982e-18,994.478e-18,187.076e-18,713.102e-18,
600e-3,0,460e-3,20,14e-9,3.1159e-3,363.047e-18,-259.326e-3,370.353e-6,-788.432e-6,-212.776e-18,1.0170e-15,193.501e-18,729.217e-18,
620e-3,0,460e-3,20,14e-9,3.1271e-3,368.741e-18,-259.326e-3,407.876e-6,-850.883e-6,-220.054e-18,1.0386e-15,200.082e-18,744.29e-18,
640e-3,0,460e-3,20,14e-9,3.1264e-3,374.451e-18,-259.326e-3,447.65e-6,-913.438e-6,-226.833e-18,1.0594e-15,206.778e-18,758.374e-18,
660e-3,0,460e-3,20,14e-9,3.1148e-3,380.138e-18,-259.326e-3,489.616e-6,-975.868e-6,-233.134e-18,1.0793e-15,213.551e-18,771.523e-18,
680e-3,0,460e-3,20,14e-9,3.0933e-3,385.775e-18,-259.326e-3,533.691e-6,-1.0379e-3,-238.976e-18,1.0984e-15,220.372e-18,783.785e-18,
700e-3,0,460e-3,20,14e-9,3.0629e-3,391.343e-18,-259.326e-3,579.769e-6,-1.0995e-3,-244.379e-18,1.1167e-15,227.223e-18,795.207e-18,
720e-3,0,460e-3,20,14e-9,3.0246e-3,396.832e-18,-259.326e-3,627.721e-6,-1.1604e-3,-249.362e-18,1.1342e-15,234.092e-18,805.833e-18,
740e-3,0,460e-3,20,14e-9,2.9791e-3,402.242e-18,-259.326e-3,677.398e-6,-1.2204e-3,-253.943e-18,1.1509e-15,240.977e-18,815.705e-18,
760e-3,0,460e-3,20,14e-9,2.9273e-3,407.576e-18,-259.326e-3,728.635e-6,-1.2795e-3,-258.141e-18,1.1670e-15,247.881e-18,824.861e-18,
780e-3,0,460e-3,20,14e-9,2.8699e-3,412.846e-18,-259.326e-3,781.25e-6,-1.3375e-3,-261.974e-18,1.1824e-15,254.812e-18,833.339e-18,
800e-3,0,460e-3,20,14e-9,2.8078e-3,418.064e-18,-259.326e-3,835.048e-6,-1.3943e-3,-265.457e-18,1.1972e-15,261.779e-18,841.172e-18,
0,0,460e-3,40,14e-9,1.4785e-6,560.941e-18,-251.81e-3,57.377e-9,-45.6699e-9,6.1482e-21,705.709e-18,224.555e-18,292.554e-18,
20e-3,0,460e-3,40,14e-9,2.8227e-6,562.337e-18,-251.81e-3,108.818e-9,-87.2466e-9,1.5880e-21,713.062e-18,225.942e-18,298.52e-18,
40e-3,0,460e-3,40,14e-9,5.3829e-6,563.812e-18,-251.81e-3,206.151e-9,-166.578e-9,-16.8541e-21,720.994e-18,227.402e-18,304.992e-18,
60e-3,0,460e-3,40,14e-9,10.243e-6,565.38e-18,-251.81e-3,389.751e-9,-317.698e-9,-71.5108e-21,729.725e-18,228.938e-18,312.186e-18,
80e-3,0,460e-3,40,14e-9,19.412e-6,567.054e-18,-251.81e-3,734.088e-9,-604.673e-9,-215.167e-21,739.696e-18,230.554e-18,320.542e-18,
100e-3,0,460e-3,40,14e-9,36.5147e-6,568.86e-18,-251.81e-3,1.3731e-6,-1.1464e-6,-568.915e-21,751.755e-18,232.251e-18,330.904e-18,
120e-3,0,460e-3,40,14e-9,67.7754e-6,570.832e-18,-251.81e-3,2.5370e-6,-2.1588e-6,-1.3988e-18,767.397e-18,234.024e-18,344.773e-18,
140e-3,0,460e-3,40,14e-9,122.989e-6,573.017e-18,-251.81e-3,4.5914e-6,-4.0163e-6,-3.2432e-18,788.934e-18,235.869e-18,364.466e-18,
160e-3,0,460e-3,40,14e-9,215.467e-6,575.469e-18,-251.81e-3,8.0453e-6,-7.3265e-6,-7.0286e-18,819.183e-18,237.787e-18,392.796e-18,
180e-3,0,460e-3,40,14e-9,359.491e-6,578.239e-18,-251.81e-3,13.4812e-6,-12.9796e-6,-13.9486e-18,860.245e-18,239.806e-18,431.839e-18,
200e-3,0,460e-3,40,14e-9,565.398e-6,581.355e-18,-251.81e-3,21.4032e-6,-22.1206e-6,-24.904e-18,911.935e-18,241.996e-18,481.339e-18,
220e-3,0,460e-3,40,14e-9,835.527e-6,584.829e-18,-251.81e-3,32.1046e-6,-36.0255e-6,-39.8867e-18,971.502e-18,244.453e-18,538.449e-18,
240e-3,0,460e-3,40,14e-9,1.1641e-3,588.652e-18,-251.81e-3,45.6523e-6,-55.9328e-6,-58.0094e-18,1.0351e-15,247.257e-18,599.303e-18,
260e-3,0,460e-3,40,14e-9,1.5403e-3,592.812e-18,-251.81e-3,61.9647e-6,-82.9091e-6,-78.1033e-18,1.0998e-15,250.452e-18,660.757e-18,
280e-3,0,460e-3,40,14e-9,1.9511e-3,597.298e-18,-251.81e-3,80.9008e-6,-117.778e-6,-99.237e-18,1.1636e-15,254.053e-18,721.034e-18,
300e-3,0,460e-3,40,14e-9,2.3833e-3,602.106e-18,-251.81e-3,102.319e-6,-161.098e-6,-120.884e-18,1.2261e-15,258.065e-18,779.515e-18,
320e-3,0,460e-3,40,14e-9,2.8241e-3,607.246e-18,-251.81e-3,126.111e-6,-213.169e-6,-142.854e-18,1.2873e-15,262.499e-18,836.283e-18,
340e-3,0,460e-3,40,14e-9,3.2619e-3,612.74e-18,-251.81e-3,152.224e-6,-274.044e-6,-165.151e-18,1.3477e-15,267.384e-18,891.712e-18,
360e-3,0,460e-3,40,14e-9,3.6863e-3,618.624e-18,-251.81e-3,180.673e-6,-343.557e-6,-187.823e-18,1.4075e-15,272.764e-18,946.164e-18,
380e-3,0,460e-3,40,14e-9,4.0889e-3,624.939e-18,-251.81e-3,211.557e-6,-421.353e-6,-210.853e-18,1.4671e-15,278.698e-18,999.799e-18,
400e-3,0,460e-3,40,14e-9,4.4628e-3,631.731e-18,-251.81e-3,245.049e-6,-506.922e-6,-234.107e-18,1.5263e-15,285.249e-18,1.0525e-15,
420e-3,0,460e-3,40,14e-9,4.8035e-3,639.039e-18,-251.81e-3,281.384e-6,-599.644e-6,-257.344e-18,1.5850e-15,292.474e-18,1.1039e-15,
440e-3,0,460e-3,40,14e-9,5.1083e-3,646.893e-18,-251.81e-3,320.833e-6,-698.825e-6,-280.277e-18,1.6428e-15,300.415e-18,1.1538e-15,
460e-3,0,460e-3,40,14e-9,5.3760e-3,655.307e-18,-251.81e-3,363.684e-6,-803.732e-6,-302.631e-18,1.6993e-15,309.097e-18,1.2016e-15,
480e-3,0,460e-3,40,14e-9,5.6064e-3,664.28e-18,-251.81e-3,410.215e-6,-913.618e-6,-324.187e-18,1.7543e-15,318.523e-18,1.2472e-15,
500e-3,0,460e-3,40,14e-9,5.8003e-3,673.794e-18,-251.81e-3,460.68e-6,-1.0277e-3,-344.79e-18,1.8077e-15,328.679e-18,1.2904e-15,
520e-3,0,460e-3,40,14e-9,5.9591e-3,683.811e-18,-251.81e-3,515.298e-6,-1.1454e-3,-364.348e-18,1.8593e-15,339.529e-18,1.3312e-15,
540e-3,0,460e-3,40,14e-9,6.0843e-3,694.276e-18,-251.81e-3,574.247e-6,-1.2658e-3,-382.817e-18,1.9091e-15,351.021e-18,1.3695e-15,
560e-3,0,460e-3,40,14e-9,6.1781e-3,705.118e-18,-251.81e-3,637.655e-6,-1.3885e-3,-400.19e-18,1.9571e-15,363.085e-18,1.4054e-15,
580e-3,0,460e-3,40,14e-9,6.2423e-3,716.252e-18,-251.81e-3,705.602e-6,-1.5128e-3,-416.479e-18,2.0034e-15,375.639e-18,1.4391e-15,
600e-3,0,460e-3,40,14e-9,6.2792e-3,727.589e-18,-251.81e-3,778.112e-6,-1.6380e-3,-431.712e-18,2.0478e-15,388.592e-18,1.4707e-15,
620e-3,0,460e-3,40,14e-9,6.2910e-3,739.037e-18,-251.81e-3,855.159e-6,-1.7638e-3,-445.923e-18,2.0906e-15,401.854e-18,1.5001e-15,
640e-3,0,460e-3,40,14e-9,6.2797e-3,750.509e-18,-251.81e-3,936.663e-6,-1.8895e-3,-459.151e-18,2.1316e-15,415.34e-18,1.5277e-15,
660e-3,0,460e-3,40,14e-9,6.2475e-3,761.933e-18,-251.81e-3,1.0224e-3,-2.0148e-3,-471.437e-18,2.1710e-15,428.975e-18,1.5534e-15,
680e-3,0,460e-3,40,14e-9,6.1963e-3,773.254e-18,-251.81e-3,1.1124e-3,-2.1393e-3,-482.819e-18,2.2087e-15,442.704e-18,1.5774e-15,
700e-3,0,460e-3,40,14e-9,6.1280e-3,784.433e-18,-251.81e-3,1.2063e-3,-2.2626e-3,-493.339e-18,2.2448e-15,456.488e-18,1.5997e-15,
720e-3,0,460e-3,40,14e-9,6.0446e-3,795.453e-18,-251.81e-3,1.3039e-3,-2.3843e-3,-503.033e-18,2.2793e-15,470.304e-18,1.6204e-15,
740e-3,0,460e-3,40,14e-9,5.9476e-3,806.312e-18,-251.81e-3,1.4048e-3,-2.5043e-3,-511.939e-18,2.3125e-15,484.15e-18,1.6397e-15,
760e-3,0,460e-3,40,14e-9,5.8388e-3,817.02e-18,-251.81e-3,1.5087e-3,-2.6221e-3,-520.091e-18,2.3442e-15,498.03e-18,1.6576e-15,
780e-3,0,460e-3,40,14e-9,5.7194e-3,827.597e-18,-251.81e-3,1.6153e-3,-2.7377e-3,-527.525e-18,2.3747e-15,511.96e-18,1.6741e-15,
800e-3,0,460e-3,40,14e-9,5.5910e-3,838.068e-18,-251.81e-3,1.7241e-3,-2.8509e-3,-534.274e-18,2.4039e-15,525.958e-18,1.6894e-15,
0,0,480e-3,2,14e-9,35.2922e-9,28.9744e-18,-271.333e-3,1.2109e-9,-1.0900e-9,314.675e-24,35.1241e-18,11.1451e-18,14.5489e-18,
20e-3,0,480e-3,2,14e-9,67.4075e-9,29.0397e-18,-271.333e-3,2.2954e-9,-2.0827e-9,336.849e-24,35.4775e-18,11.2103e-18,14.8372e-18,
40e-3,0,480e-3,2,14e-9,128.669e-9,29.1086e-18,-271.333e-3,4.3484e-9,-3.9780e-9,129.651e-24,35.8536e-18,11.2788e-18,15.1448e-18,
60e-3,0,480e-3,2,14e-9,245.32e-9,29.1814e-18,-271.333e-3,8.2285e-9,-7.5938e-9,-758.535e-24,36.2574e-18,11.3509e-18,15.4765e-18,
80e-3,0,480e-3,2,14e-9,466.704e-9,29.2587e-18,-271.333e-3,15.5386e-9,-14.4801e-9,-3.4389e-21,36.6998e-18,11.4268e-18,15.843e-18,
100e-3,0,480e-3,2,14e-9,884.235e-9,29.3413e-18,-271.333e-3,29.2315e-9,-27.5537e-9,-10.549e-21,37.2033e-18,11.5068e-18,16.2665e-18,
120e-3,0,480e-3,2,14e-9,1.6627e-6,29.4305e-18,-271.333e-3,54.6103e-9,-52.2296e-9,-28.1585e-21,37.8109e-18,11.5911e-18,16.7898e-18,
140e-3,0,480e-3,2,14e-9,3.0846e-6,29.528e-18,-271.333e-3,100.774e-9,-98.3147e-9,-69.6338e-21,38.5992e-18,11.6798e-18,17.4894e-18,
160e-3,0,480e-3,2,14e-9,5.5939e-6,29.6363e-18,-271.333e-3,182.141e-9,-182.827e-9,-162.015e-21,39.6857e-18,11.7731e-18,18.4826e-18,
180e-3,0,480e-3,2,14e-9,9.7921e-6,29.7583e-18,-271.333e-3,318.781e-9,-333.32e-9,-351.718e-21,41.2117e-18,11.8716e-18,19.9101e-18,
200e-3,0,480e-3,2,14e-9,16.323e-6,29.8966e-18,-271.333e-3,533.689e-9,-590.104e-9,-698.089e-21,43.2797e-18,11.9772e-18,21.8724e-18,
220e-3,0,480e-3,2,14e-9,25.6534e-6,30.053e-18,-271.333e-3,847.019e-9,-1.0049e-6,-1.2450e-18,45.8742e-18,12.0935e-18,24.3507e-18,
240e-3,0,480e-3,2,14e-9,37.8963e-6,30.2277e-18,-271.333e-3,1.2710e-6,-1.6357e-6,-1.9909e-18,48.8521e-18,12.2245e-18,27.1975e-18,
260e-3,0,480e-3,2,14e-9,52.8114e-6,30.4202e-18,-271.333e-3,1.8098e-6,-2.5387e-6,-2.8901e-18,52.0219e-18,12.3736e-18,30.2183e-18,
280e-3,0,480e-3,2,14e-9,69.9354e-6,30.6296e-18,-271.333e-3,2.4617e-6,-3.7629e-6,-3.8838e-18,55.2286e-18,12.5421e-18,33.2565e-18,
300e-3,0,480e-3,2,14e-9,88.7155e-6,30.855e-18,-271.333e-3,3.2232e-6,-5.3471e-6,-4.9247e-18,58.3849e-18,12.7303e-18,36.2247e-18,
320e-3,0,480e-3,2,14e-9,108.587e-6,31.0961e-18,-271.333e-3,4.0907e-6,-7.3188e-6,-5.9859e-18,61.4603e-18,12.9381e-18,39.0922e-18,
340e-3,0,480e-3,2,14e-9,129.01e-6,31.3531e-18,-271.333e-3,5.0617e-6,-9.6943e-6,-7.0571e-18,64.4594e-18,13.1659e-18,41.8635e-18,
360e-3,0,480e-3,2,14e-9,149.478e-6,31.6271e-18,-271.333e-3,6.1356e-6,-12.4795e-6,-8.1384e-18,67.4029e-18,13.4149e-18,44.558e-18,
380e-3,0,480e-3,2,14e-9,169.535e-6,31.9197e-18,-271.333e-3,7.3145e-6,-15.6707e-6,-9.2332e-18,70.3138e-18,13.6872e-18,47.1966e-18,
400e-3,0,480e-3,2,14e-9,188.784e-6,32.2328e-18,-271.333e-3,8.6031e-6,-19.2555e-6,-10.3429e-18,73.2073e-18,13.9855e-18,49.7919e-18,
420e-3,0,480e-3,2,14e-9,206.904e-6,32.5686e-18,-271.333e-3,10.0095e-6,-23.2145e-6,-11.4637e-18,76.0867e-18,14.3127e-18,52.344e-18,
440e-3,0,480e-3,2,14e-9,223.651e-6,32.9291e-18,-271.333e-3,11.5435e-6,-27.5225e-6,-12.5869e-18,78.944e-18,14.6718e-18,54.8422e-18,
460e-3,0,480e-3,2,14e-9,238.86e-6,33.316e-18,-271.333e-3,13.2172e-6,-32.1503e-6,-13.7e-18,81.7647e-18,15.0649e-18,57.2698e-18,
480e-3,0,480e-3,2,14e-9,252.434e-6,33.7299e-18,-271.333e-3,15.0431e-6,-37.066e-6,-14.7904e-18,84.533e-18,15.4935e-18,59.6095e-18,
500e-3,0,480e-3,2,14e-9,264.329e-6,34.1712e-18,-271.333e-3,17.0332e-6,-42.2364e-6,-15.8471e-18,87.2357e-18,15.9579e-18,61.8477e-18,
520e-3,0,480e-3,2,14e-9,274.548e-6,34.6391e-18,-271.333e-3,19.1991e-6,-47.628e-6,-16.8618e-18,89.8634e-18,16.4577e-18,63.9757e-18,
540e-3,0,480e-3,2,14e-9,283.121e-6,35.1318e-18,-271.333e-3,21.5504e-6,-53.2074e-6,-17.8292e-18,92.411e-18,16.9914e-18,65.9896e-18,
560e-3,0,480e-3,2,14e-9,290.102e-6,35.647e-18,-271.333e-3,24.0952e-6,-58.9422e-6,-18.7463e-18,94.8755e-18,17.5565e-18,67.889e-18,
580e-3,0,480e-3,2,14e-9,295.559e-6,36.1813e-18,-271.333e-3,26.8391e-6,-64.8013e-6,-19.612e-18,97.256e-18,18.1498e-18,69.6763e-18,
600e-3,0,480e-3,2,14e-9,299.573e-6,36.7305e-18,-271.333e-3,29.7858e-6,-70.755e-6,-20.4264e-18,99.5523e-18,18.7673e-18,71.355e-18,
620e-3,0,480e-3,2,14e-9,302.232e-6,37.2903e-18,-271.333e-3,32.9363e-6,-76.7752e-6,-21.1905e-18,101.765e-18,19.4047e-18,72.9299e-18,
640e-3,0,480e-3,2,14e-9,303.627e-6,37.8559e-18,-271.333e-3,36.2894e-6,-82.8358e-6,-21.9054e-18,103.893e-18,20.0573e-18,74.4056e-18,
660e-3,0,480e-3,2,14e-9,303.851e-6,38.4232e-18,-271.333e-3,39.8413e-6,-88.9125e-6,-22.5729e-18,105.938e-18,20.721e-18,75.7871e-18,
680e-3,0,480e-3,2,14e-9,302.998e-6,38.9882e-18,-271.333e-3,43.586e-6,-94.9827e-6,-23.1947e-18,107.901e-18,21.3918e-18,77.0792e-18,
700e-3,0,480e-3,2,14e-9,301.161e-6,39.548e-18,-271.333e-3,47.5151e-6,-101.026e-6,-23.7727e-18,109.783e-18,22.0668e-18,78.2864e-18,
720e-3,0,480e-3,2,14e-9,298.429e-6,40.1004e-18,-271.333e-3,51.6183e-6,-107.023e-6,-24.3085e-18,111.587e-18,22.7439e-18,79.4131e-18,
740e-3,0,480e-3,2,14e-9,294.889e-6,40.6445e-18,-271.333e-3,55.8832e-6,-112.958e-6,-24.8039e-18,113.315e-18,23.4218e-18,80.4632e-18,
760e-3,0,480e-3,2,14e-9,290.625e-6,41.1798e-18,-271.333e-3,60.2956e-6,-118.814e-6,-25.2606e-18,114.971e-18,24.1002e-18,81.4407e-18,
780e-3,0,480e-3,2,14e-9,285.714e-6,41.707e-18,-271.333e-3,64.84e-6,-124.578e-6,-25.6803e-18,116.559e-18,24.7795e-18,82.3491e-18,
800e-3,0,480e-3,2,14e-9,280.23e-6,42.2269e-18,-271.333e-3,69.4992e-6,-130.239e-6,-26.0646e-18,118.082e-18,25.4603e-18,83.1918e-18,
0,0,480e-3,6,14e-9,104.681e-9,83.4662e-18,-272.78e-3,3.8358e-9,-3.2332e-9,885.432e-24,105.519e-18,33.463e-18,43.7657e-18,
20e-3,0,480e-3,6,14e-9,199.945e-9,83.6636e-18,-272.78e-3,7.2747e-9,-6.1775e-9,932.994e-24,106.585e-18,33.6599e-18,44.6352e-18,
40e-3,0,480e-3,6,14e-9,381.681e-9,83.8717e-18,-272.78e-3,13.7888e-9,-11.7997e-9,308.408e-24,107.718e-18,33.8668e-18,45.5611e-18,
60e-3,0,480e-3,6,14e-9,727.793e-9,84.0916e-18,-272.78e-3,26.1076e-9,-22.526e-9,-2.2946e-21,108.931e-18,34.0845e-18,46.5566e-18,
80e-3,0,480e-3,6,14e-9,1.3848e-6,84.3252e-18,-272.78e-3,49.3342e-9,-42.9576e-9,-10.0795e-21,110.256e-18,34.3138e-18,47.6518e-18,
100e-3,0,480e-3,6,14e-9,2.6248e-6,84.5747e-18,-272.78e-3,92.8841e-9,-81.7586e-9,-30.6277e-21,111.755e-18,34.5551e-18,48.9099e-18,
120e-3,0,480e-3,6,14e-9,4.9390e-6,84.8436e-18,-272.78e-3,173.711e-9,-155.033e-9,-81.3572e-21,113.554e-18,34.8088e-18,50.4548e-18,
140e-3,0,480e-3,6,14e-9,9.1740e-6,85.1372e-18,-272.78e-3,321.023e-9,-292.012e-9,-200.642e-21,115.873e-18,35.0748e-18,52.5085e-18,
160e-3,0,480e-3,6,14e-9,16.6697e-6,85.4626e-18,-272.78e-3,581.405e-9,-543.611e-9,-466.495e-21,119.059e-18,35.3528e-18,55.4167e-18,
180e-3,0,480e-3,6,14e-9,29.2652e-6,85.8281e-18,-272.78e-3,1.0203e-6,-992.75e-9,-1.0145e-18,123.537e-18,35.6437e-18,59.6032e-18,
200e-3,0,480e-3,6,14e-9,48.9679e-6,86.2415e-18,-272.78e-3,1.7135e-6,-1.7617e-6,-2.0223e-18,129.63e-18,35.9522e-18,65.3877e-18,
220e-3,0,480e-3,6,14e-9,77.2825e-6,86.708e-18,-272.78e-3,2.7283e-6,-3.0091e-6,-3.6286e-18,137.322e-18,36.2886e-18,72.743e-18,
240e-3,0,480e-3,6,14e-9,114.631e-6,87.2289e-18,-272.78e-3,4.1054e-6,-4.9135e-6,-5.8385e-18,146.203e-18,36.6667e-18,81.2464e-18,
260e-3,0,480e-3,6,14e-9,160.315e-6,87.8029e-18,-272.78e-3,5.8563e-6,-7.6501e-6,-8.5224e-18,155.7e-18,37.0976e-18,90.312e-18,
280e-3,0,480e-3,6,14e-9,212.903e-6,88.4276e-18,-272.78e-3,7.9733e-6,-11.3722e-6,-11.5034e-18,165.335e-18,37.587e-18,99.4581e-18,
300e-3,0,480e-3,6,14e-9,270.661e-6,89.1009e-18,-272.78e-3,10.4403e-6,-16.2007e-6,-14.6371e-18,174.835e-18,38.1366e-18,108.409e-18,
320e-3,0,480e-3,6,14e-9,331.807e-6,89.8217e-18,-272.78e-3,13.2407e-6,-22.2212e-6,-17.839e-18,184.102e-18,38.7461e-18,117.066e-18,
340e-3,0,480e-3,6,14e-9,394.628e-6,90.5908e-18,-272.78e-3,16.3614e-6,-29.4842e-6,-21.0767e-18,193.145e-18,39.4167e-18,125.438e-18,
360e-3,0,480e-3,6,14e-9,457.531e-6,91.4111e-18,-272.78e-3,19.7955e-6,-38.0069e-6,-24.3492e-18,202.026e-18,40.1515e-18,133.584e-18,
380e-3,0,480e-3,6,14e-9,519.079e-6,92.2871e-18,-272.78e-3,23.544e-6,-47.7763e-6,-27.6661e-18,210.812e-18,40.9562e-18,141.566e-18,
400e-3,0,480e-3,6,14e-9,578.037e-6,93.2245e-18,-272.78e-3,27.6176e-6,-58.7527e-6,-31.0306e-18,219.549e-18,41.8386e-18,149.42e-18,
420e-3,0,480e-3,6,14e-9,633.408e-6,94.2297e-18,-272.78e-3,32.0362e-6,-70.8738e-6,-34.4304e-18,228.242e-18,42.8073e-18,157.145e-18,
440e-3,0,480e-3,6,14e-9,684.456e-6,95.3083e-18,-272.78e-3,36.8283e-6,-84.0601e-6,-37.837e-18,236.867e-18,43.8706e-18,164.706e-18,
460e-3,0,480e-3,6,14e-9,730.688e-6,96.4649e-18,-272.78e-3,42.0275e-6,-98.2199e-6,-41.2122e-18,245.376e-18,45.0347e-18,172.051e-18,
480e-3,0,480e-3,6,14e-9,771.83e-6,97.7017e-18,-272.78e-3,47.6703e-6,-113.254e-6,-44.5168e-18,253.721e-18,46.3037e-18,179.128e-18,
500e-3,0,480e-3,6,14e-9,807.779e-6,99.0189e-18,-272.78e-3,53.7931e-6,-129.058e-6,-47.7172e-18,261.862e-18,47.6784e-18,185.894e-18,
520e-3,0,480e-3,6,14e-9,838.558e-6,100.414e-18,-272.78e-3,60.4298e-6,-145.53e-6,-50.7889e-18,269.771e-18,49.157e-18,192.324e-18,
540e-3,0,480e-3,6,14e-9,864.285e-6,101.882e-18,-272.78e-3,67.6103e-6,-162.567e-6,-53.7159e-18,277.431e-18,50.7347e-18,198.407e-18,
560e-3,0,480e-3,6,14e-9,885.144e-6,103.414e-18,-272.78e-3,75.359e-6,-180.069e-6,-56.4899e-18,284.836e-18,52.4038e-18,204.142e-18,
580e-3,0,480e-3,6,14e-9,901.362e-6,105e-18,-272.78e-3,83.6945e-6,-197.942e-6,-59.1076e-18,291.983e-18,54.1543e-18,209.538e-18,
600e-3,0,480e-3,6,14e-9,913.199e-6,106.629e-18,-272.78e-3,92.6289e-6,-216.095e-6,-61.5699e-18,298.87e-18,55.9742e-18,214.606e-18,
620e-3,0,480e-3,6,14e-9,920.932e-6,108.286e-18,-272.78e-3,102.167e-6,-234.442e-6,-63.8797e-18,305.5e-18,57.8501e-18,219.36e-18,
640e-3,0,480e-3,6,14e-9,924.848e-6,109.958e-18,-272.78e-3,112.308e-6,-252.906e-6,-66.0413e-18,311.874e-18,59.7686e-18,223.816e-18,
660e-3,0,480e-3,6,14e-9,925.239e-6,111.631e-18,-272.78e-3,123.041e-6,-271.413e-6,-68.0599e-18,317.994e-18,61.7169e-18,227.988e-18,
680e-3,0,480e-3,6,14e-9,922.394e-6,113.296e-18,-272.78e-3,134.351e-6,-289.894e-6,-69.9409e-18,323.864e-18,63.6843e-18,231.89e-18,
700e-3,0,480e-3,6,14e-9,916.596e-6,114.943e-18,-272.78e-3,146.216e-6,-308.289e-6,-71.6898e-18,329.49e-18,65.6621e-18,235.538e-18,
720e-3,0,480e-3,6,14e-9,908.121e-6,116.567e-18,-272.78e-3,158.607e-6,-326.54e-6,-73.3122e-18,334.878e-18,67.6446e-18,238.943e-18,
740e-3,0,480e-3,6,14e-9,897.232e-6,118.165e-18,-272.78e-3,171.49e-6,-344.598e-6,-74.8133e-18,340.038e-18,69.6289e-18,242.119e-18,
760e-3,0,480e-3,6,14e-9,884.179e-6,119.736e-18,-272.78e-3,184.823e-6,-362.415e-6,-76.1983e-18,344.981e-18,71.6143e-18,245.077e-18,
780e-3,0,480e-3,6,14e-9,869.199e-6,121.283e-18,-272.78e-3,198.564e-6,-379.952e-6,-77.4722e-18,349.719e-18,73.6021e-18,247.827e-18,
800e-3,0,480e-3,6,14e-9,852.514e-6,122.809e-18,-272.78e-3,212.662e-6,-397.172e-6,-78.64e-18,354.266e-18,75.595e-18,250.381e-18,
0,0,480e-3,10,14e-9,197.663e-9,139.148e-18,-268.9e-3,7.5972e-9,-6.1054e-9,1.6464e-21,176.067e-18,55.8089e-18,73.1083e-18,
20e-3,0,480e-3,10,14e-9,377.512e-9,139.479e-18,-268.9e-3,14.4122e-9,-11.6648e-9,1.7056e-21,177.858e-18,56.1387e-18,74.5697e-18,
