vsg,vsb,vsd,total_fins,length,gm,cdd,vth,gds,id,cds,cgg,cgd,cgs,
380e-3,0,100e-3,40,14e-9,2.1516e-3,963.081e-18,-262.892e-3,1.5015e-3,-258.22e-6,-222.882e-18,1.8274e-15,650.026e-18,988.777e-18,
400e-3,0,100e-3,40,14e-9,2.2215e-3,994.198e-18,-262.892e-3,1.8710e-3,-301.997e-6,-235.015e-18,1.9082e-15,695.189e-18,1.0244e-15,
420e-3,0,100e-3,40,14e-9,2.2662e-3,1.0233e-15,-262.892e-3,2.2657e-3,-346.914e-6,-245.719e-18,1.9825e-15,737.456e-18,1.0564e-15,
440e-3,0,100e-3,40,14e-9,2.2899e-3,1.0504e-15,-262.892e-3,2.6792e-3,-392.508e-6,-255.243e-18,2.0509e-15,776.774e-18,1.0855e-15,
460e-3,0,100e-3,40,14e-9,2.2961e-3,1.0756e-15,-262.892e-3,3.106e-3,-438.396e-6,-263.79e-18,2.1139e-15,813.255e-18,1.1120e-15,
480e-3,0,100e-3,40,14e-9,2.2878e-3,1.0990e-15,-262.892e-3,3.5411e-3,-484.258e-6,-271.526e-18,2.1720e-15,847.085e-18,1.1363e-15,
500e-3,0,100e-3,40,14e-9,2.2677e-3,1.1207e-15,-262.892e-3,3.9806e-3,-529.832e-6,-278.581e-18,2.2258e-15,878.478e-18,1.1588e-15,
520e-3,0,100e-3,40,14e-9,2.2377e-3,1.1408e-15,-262.892e-3,4.4212e-3,-574.901e-6,-285.06e-18,2.2758e-15,907.647e-18,1.1795e-15,
540e-3,0,100e-3,40,14e-9,2.1998e-3,1.1595e-15,-262.892e-3,4.8600e-3,-619.289e-6,-291.044e-18,2.3223e-15,934.798e-18,1.1989e-15,
560e-3,0,100e-3,40,14e-9,2.1556e-3,1.1770e-15,-262.892e-3,5.2948e-3,-662.854e-6,-296.601e-18,2.3657e-15,960.119e-18,1.2169e-15,
580e-3,0,100e-3,40,14e-9,2.1063e-3,1.1933e-15,-262.892e-3,5.7237e-3,-705.482e-6,-301.786e-18,2.4062e-15,983.782e-18,1.2339e-15,
600e-3,0,100e-3,40,14e-9,2.0531e-3,1.2086e-15,-262.892e-3,6.1451e-3,-747.082e-6,-306.643e-18,2.4443e-15,1.0059e-15,1.2498e-15,
620e-3,0,100e-3,40,14e-9,1.9968e-3,1.2229e-15,-262.892e-3,6.5579e-3,-787.587e-6,-311.208e-18,2.4801e-15,1.0267e-15,1.2648e-15,
640e-3,0,100e-3,40,14e-9,1.9384e-3,1.2364e-15,-262.892e-3,6.9612e-3,-826.943e-6,-315.514e-18,2.5139e-15,1.0462e-15,1.2790e-15,
660e-3,0,100e-3,40,14e-9,1.8784e-3,1.2490e-15,-262.892e-3,7.3541e-3,-865.113e-6,-319.585e-18,2.5458e-15,1.0647e-15,1.2925e-15,
680e-3,0,100e-3,40,14e-9,1.8174e-3,1.2610e-15,-262.892e-3,7.7361e-3,-902.073e-6,-323.446e-18,2.5759e-15,1.0820e-15,1.3052e-15,
700e-3,0,100e-3,40,14e-9,1.7558e-3,1.2723e-15,-262.892e-3,8.1069e-3,-937.806e-6,-327.114e-18,2.6045e-15,1.0985e-15,1.3174e-15,
720e-3,0,100e-3,40,14e-9,1.6942e-3,1.2830e-15,-262.892e-3,8.4660e-3,-972.308e-6,-330.606e-18,2.6317e-15,1.1141e-15,1.3290e-15,
740e-3,0,100e-3,40,14e-9,1.6327e-3,1.2932e-15,-262.892e-3,8.8134e-3,-1.0055e-3,-333.937e-18,2.6575e-15,1.1288e-15,1.3400e-15,
760e-3,0,100e-3,40,14e-9,1.5717e-3,1.3029e-15,-262.892e-3,9.1490e-3,-1.0376e-3,-337.119e-18,2.6821e-15,1.1429e-15,1.3506e-15,
780e-3,0,100e-3,40,14e-9,1.5114e-3,1.3120e-15,-262.892e-3,9.4728e-3,-1.0684e-3,-340.165e-18,2.7056e-15,1.1562e-15,1.3608e-15,
800e-3,0,100e-3,40,14e-9,1.4519e-3,1.3208e-15,-262.892e-3,9.7847e-3,-1.0980e-3,-343.083e-18,2.7281e-15,1.1690e-15,1.3705e-15,
0,0,120e-3,2,14e-9,21.7033e-9,34.4461e-18,-281.046e-3,1.2765e-9,-667.294e-12,-1.6902e-21,37.1329e-18,13.1542e-18,14.5487e-18,
20e-3,0,120e-3,2,14e-9,41.581e-9,34.6421e-18,-281.046e-3,2.4377e-9,-1.2787e-9,-3.4546e-21,37.6168e-18,13.3501e-18,14.8367e-18,
40e-3,0,120e-3,2,14e-9,79.6287e-9,34.8519e-18,-281.046e-3,4.6536e-9,-2.45e-9,-7.0360e-21,38.1334e-18,13.5598e-18,15.1436e-18,
60e-3,0,120e-3,2,14e-9,152.362e-9,35.0763e-18,-281.046e-3,8.8792e-9,-4.6920e-9,-14.2778e-21,38.6878e-18,13.7839e-18,15.4739e-18,
80e-3,0,120e-3,2,14e-9,291.06e-9,35.3161e-18,-281.046e-3,16.9251e-9,-8.9784e-9,-28.848e-21,39.2905e-18,14.0231e-18,15.8375e-18,
100e-3,0,120e-3,2,14e-9,554.325e-9,35.5719e-18,-281.046e-3,32.203e-9,-17.1543e-9,-57.9427e-21,39.9629e-18,14.2778e-18,16.2551e-18,
120e-3,0,120e-3,2,14e-9,1.0497e-6,35.8448e-18,-281.046e-3,61.0652e-9,-32.6809e-9,-115.312e-21,40.7465e-18,14.5487e-18,16.7678e-18,
140e-3,0,120e-3,2,14e-9,1.9673e-6,36.1362e-18,-281.046e-3,115.091e-9,-61.9306e-9,-225.965e-21,41.7172e-18,14.8366e-18,17.4505e-18,
160e-3,0,120e-3,2,14e-9,3.6209e-6,36.449e-18,-281.046e-3,214.643e-9,-116.248e-9,-431.399e-21,42.998e-18,15.1438e-18,18.4242e-18,
180e-3,0,120e-3,2,14e-9,6.4697e-6,36.7883e-18,-281.046e-3,393.627e-9,-214.714e-9,-789.702e-21,44.7528e-18,15.4754e-18,19.8474e-18,
200e-3,0,120e-3,2,14e-9,11.0634e-6,37.1629e-18,-281.046e-3,704.785e-9,-386.689e-9,-1.3597e-18,47.1316e-18,15.8433e-18,21.8583e-18,
220e-3,0,120e-3,2,14e-9,17.8664e-6,37.5869e-18,-281.046e-3,1.2257e-6,-672.052e-9,-2.1675e-18,50.1764e-18,16.2703e-18,24.4761e-18,
240e-3,0,120e-3,2,14e-9,27.0347e-6,38.0817e-18,-281.046e-3,2.0700e-6,-1.1172e-6,-3.1810e-18,53.7808e-18,16.7949e-18,27.556e-18,
260e-3,0,120e-3,2,14e-9,38.3009e-6,38.6788e-18,-281.046e-3,3.4101e-6,-1.7675e-6,-4.3263e-18,57.7706e-18,17.4753e-18,30.8652e-18,
280e-3,0,120e-3,2,14e-9,51.0255e-6,39.4216e-18,-281.046e-3,5.5086e-6,-2.6590e-6,-5.5267e-18,62.0205e-18,18.3902e-18,34.2004e-18,
300e-3,0,120e-3,2,14e-9,64.3354e-6,40.3578e-18,-281.046e-3,8.7347e-6,-3.8124e-6,-6.7246e-18,66.4875e-18,19.6238e-18,37.4337e-18,
320e-3,0,120e-3,2,14e-9,77.3008e-6,41.5179e-18,-281.046e-3,13.5231e-6,-5.2301e-6,-7.8794e-18,71.1514e-18,21.2283e-18,40.4931e-18,
340e-3,0,120e-3,2,14e-9,89.1317e-6,42.8893e-18,-281.046e-3,20.263e-6,-6.8968e-6,-8.9579e-18,75.9417e-18,23.1814e-18,43.3303e-18,
360e-3,0,120e-3,2,14e-9,99.3272e-6,44.4138e-18,-281.046e-3,29.1757e-6,-8.7844e-6,-9.9352e-18,80.7273e-18,25.3846e-18,45.9128e-18,
380e-3,0,120e-3,2,14e-9,107.698e-6,46.0131e-18,-281.046e-3,40.2685e-6,-10.8577e-6,-10.7991e-18,85.3686e-18,27.7091e-18,48.2295e-18,
400e-3,0,120e-3,2,14e-9,114.284e-6,47.6173e-18,-281.046e-3,53.3766e-6,-13.0804e-6,-11.5514e-18,89.7656e-18,30.0438e-18,50.2918e-18,
420e-3,0,120e-3,2,14e-9,119.243e-6,49.1782e-18,-281.046e-3,68.2388e-6,-15.4182e-6,-12.2031e-18,93.8697e-18,32.3146e-18,52.1252e-18,
440e-3,0,120e-3,2,14e-9,122.774e-6,50.6682e-18,-281.046e-3,84.5609e-6,-17.8406e-6,-12.7686e-18,97.6705e-18,34.4803e-18,53.7603e-18,
460e-3,0,120e-3,2,14e-9,125.077e-6,52.0743e-18,-281.046e-3,102.053e-6,-20.321e-6,-13.2624e-18,101.179e-18,36.5224e-18,55.2267e-18,
480e-3,0,120e-3,2,14e-9,126.338e-6,53.3924e-18,-281.046e-3,120.446e-6,-22.8367e-6,-13.6973e-18,104.417e-18,38.4361e-18,56.5508e-18,
500e-3,0,120e-3,2,14e-9,126.717e-6,54.6238e-18,-281.046e-3,139.504e-6,-25.3686e-6,-14.0838e-18,107.408e-18,40.2238e-18,57.7544e-18,
520e-3,0,120e-3,2,14e-9,126.358e-6,55.7725e-18,-281.046e-3,159.016e-6,-27.9005e-6,-14.4306e-18,110.177e-18,41.8917e-18,58.8557e-18,
540e-3,0,120e-3,2,14e-9,125.38e-6,56.8438e-18,-281.046e-3,178.805e-6,-30.4188e-6,-14.7444e-18,112.747e-18,43.4478e-18,59.8694e-18,
560e-3,0,120e-3,2,14e-9,123.889e-6,57.8435e-18,-281.046e-3,198.718e-6,-32.9123e-6,-15.0307e-18,115.138e-18,44.9004e-18,60.8076e-18,
580e-3,0,120e-3,2,14e-9,121.974e-6,58.7773e-18,-281.046e-3,218.627e-6,-35.3715e-6,-15.2937e-18,117.368e-18,46.258e-18,61.6802e-18,
600e-3,0,120e-3,2,14e-9,119.712e-6,59.6508e-18,-281.046e-3,238.422e-6,-37.7889e-6,-15.537e-18,119.454e-18,47.5286e-18,62.4953e-18,
620e-3,0,120e-3,2,14e-9,117.169e-6,60.4692e-18,-281.046e-3,258.015e-6,-40.1582e-6,-15.7632e-18,121.409e-18,48.7195e-18,63.2596e-18,
640e-3,0,120e-3,2,14e-9,114.402e-6,61.2371e-18,-281.046e-3,277.33e-6,-42.4742e-6,-15.9746e-18,123.246e-18,49.8376e-18,63.9787e-18,
660e-3,0,120e-3,2,14e-9,111.458e-6,61.959e-18,-281.046e-3,296.307e-6,-44.7331e-6,-16.1731e-18,124.977e-18,50.8891e-18,64.6576e-18,
680e-3,0,120e-3,2,14e-9,108.378e-6,62.6389e-18,-281.046e-3,314.897e-6,-46.9316e-6,-16.3602e-18,126.61e-18,51.8797e-18,65.3e-18,
700e-3,0,120e-3,2,14e-9,105.199e-6,63.2802e-18,-281.046e-3,333.06e-6,-49.0675e-6,-16.537e-18,128.154e-18,52.8144e-18,65.9096e-18,
720e-3,0,120e-3,2,14e-9,101.949e-6,63.8862e-18,-281.046e-3,350.765e-6,-51.1391e-6,-16.7047e-18,129.617e-18,53.6979e-18,66.4894e-18,
740e-3,0,120e-3,2,14e-9,98.6539e-6,64.4598e-18,-281.046e-3,367.988e-6,-53.1452e-6,-16.8642e-18,131.006e-18,54.5343e-18,67.0418e-18,
760e-3,0,120e-3,2,14e-9,95.335e-6,65.0036e-18,-281.046e-3,384.711e-6,-55.0851e-6,-17.0162e-18,132.326e-18,55.3272e-18,67.5691e-18,
780e-3,0,120e-3,2,14e-9,92.0105e-6,65.5199e-18,-281.046e-3,400.922e-6,-56.9585e-6,-17.1614e-18,133.584e-18,56.0802e-18,68.0735e-18,
800e-3,0,120e-3,2,14e-9,88.6954e-6,66.0109e-18,-281.046e-3,416.611e-6,-58.7656e-6,-17.3003e-18,134.783e-18,56.7963e-18,68.5565e-18,
0,0,120e-3,6,14e-9,62.6683e-9,99.5167e-18,-283.279e-3,3.8219e-9,-1.9267e-9,-4.7439e-21,111.6e-18,39.5453e-18,43.7645e-18,
20e-3,0,120e-3,6,14e-9,120.069e-9,100.11e-18,-283.279e-3,7.2991e-9,-3.6924e-9,-9.6954e-21,113.061e-18,40.1387e-18,44.6326e-18,
40e-3,0,120e-3,6,14e-9,229.95e-9,100.746e-18,-283.279e-3,13.9363e-9,-7.0745e-9,-19.746e-21,114.619e-18,40.7737e-18,45.5556e-18,
60e-3,0,120e-3,6,14e-9,440.04e-9,101.425e-18,-283.279e-3,26.5954e-9,-13.5494e-9,-40.0713e-21,116.287e-18,41.4521e-18,46.545e-18,
80e-3,0,120e-3,6,14e-9,840.812e-9,102.15e-18,-283.279e-3,50.7065e-9,-25.9305e-9,-80.979e-21,118.093e-18,42.1755e-18,47.6277e-18,
100e-3,0,120e-3,6,14e-9,1.6020e-6,102.924e-18,-283.279e-3,96.5084e-9,-49.5541e-9,-162.724e-21,120.097e-18,42.9453e-18,48.8615e-18,
120e-3,0,120e-3,6,14e-9,3.0362e-6,103.747e-18,-283.279e-3,183.09e-9,-94.4449e-9,-324.142e-21,122.414e-18,43.7623e-18,50.3615e-18,
140e-3,0,120e-3,6,14e-9,5.6986e-6,104.624e-18,-283.279e-3,345.322e-9,-179.108e-9,-636.335e-21,125.259e-18,44.6285e-18,52.3402e-18,
160e-3,0,120e-3,6,14e-9,10.5144e-6,105.563e-18,-283.279e-3,644.719e-9,-336.64e-9,-1.2187e-18,128.985e-18,45.5484e-18,55.1469e-18,
180e-3,0,120e-3,6,14e-9,18.8598e-6,106.576e-18,-283.279e-3,1.1840e-6,-623.132e-9,-2.2424e-18,134.078e-18,46.5353e-18,59.2529e-18,
200e-3,0,120e-3,6,14e-9,32.4271e-6,107.688e-18,-283.279e-3,2.1236e-6,-1.1258e-6,-3.8889e-18,141.006e-18,47.6205e-18,65.096e-18,
220e-3,0,120e-3,6,14e-9,52.7175e-6,108.939e-18,-283.279e-3,3.6980e-6,-1.9652e-6,-6.2518e-18,149.943e-18,48.8674e-18,72.7856e-18,
240e-3,0,120e-3,6,14e-9,80.3368e-6,110.39e-18,-283.279e-3,6.2463e-6,-3.2837e-6,-9.2533e-18,160.609e-18,50.3864e-18,81.933e-18,
260e-3,0,120e-3,6,14e-9,114.586e-6,112.132e-18,-283.279e-3,10.2766e-6,-5.2231e-6,-12.6781e-18,172.484e-18,52.3462e-18,91.8474e-18,
280e-3,0,120e-3,6,14e-9,153.571e-6,114.29e-18,-283.279e-3,16.5624e-6,-7.8989e-6,-16.2911e-18,185.162e-18,54.9769e-18,101.895e-18,
300e-3,0,120e-3,6,14e-9,194.622e-6,117.01e-18,-283.279e-3,26.2033e-6,-11.3799e-6,-19.9133e-18,198.492e-18,58.5334e-18,111.668e-18,
320e-3,0,120e-3,6,14e-9,234.835e-6,120.392e-18,-283.279e-3,40.5224e-6,-15.6781e-6,-23.418e-18,212.417e-18,63.1886e-18,120.938e-18,
340e-3,0,120e-3,6,14e-9,271.687e-6,124.414e-18,-283.279e-3,60.7427e-6,-20.7506e-6,-26.7036e-18,226.746e-18,68.9024e-18,129.553e-18,
360e-3,0,120e-3,6,14e-9,303.527e-6,128.915e-18,-283.279e-3,87.6013e-6,-26.512e-6,-29.6903e-18,241.1e-18,75.4007e-18,137.409e-18,
380e-3,0,120e-3,6,14e-9,329.691e-6,133.663e-18,-283.279e-3,121.176e-6,-32.8537e-6,-32.3363e-18,255.056e-18,82.302e-18,144.464e-18,
400e-3,0,120e-3,6,14e-9,350.254e-6,138.447e-18,-283.279e-3,160.995e-6,-39.6622e-6,-34.6426e-18,268.301e-18,89.2662e-18,150.745e-18,
420e-3,0,120e-3,6,14e-9,365.696e-6,143.116e-18,-283.279e-3,206.267e-6,-46.8297e-6,-36.6398e-18,280.676e-18,96.0604e-18,156.326e-18,
440e-3,0,120e-3,6,14e-9,376.643e-6,147.582e-18,-283.279e-3,256.082e-6,-54.2601e-6,-38.3712e-18,292.142e-18,102.553e-18,161.298e-18,
460e-3,0,120e-3,6,14e-9,383.728e-6,151.801e-18,-283.279e-3,309.539e-6,-61.8697e-6,-39.8809e-18,302.728e-18,108.684e-18,165.753e-18,
480e-3,0,120e-3,6,14e-9,387.538e-6,155.761e-18,-283.279e-3,365.799e-6,-69.5874e-6,-41.2083e-18,312.496e-18,114.434e-18,169.771e-18,
500e-3,0,120e-3,6,14e-9,388.59e-6,159.463e-18,-283.279e-3,424.119e-6,-77.3528e-6,-42.3862e-18,321.52e-18,119.81e-18,173.42e-18,
520e-3,0,120e-3,6,14e-9,387.333e-6,162.917e-18,-283.279e-3,483.846e-6,-85.1156e-6,-43.4412e-18,329.872e-18,124.827e-18,176.755e-18,
540e-3,0,120e-3,6,14e-9,384.156e-6,166.141e-18,-283.279e-3,544.423e-6,-92.8334e-6,-44.3946e-18,337.622e-18,129.509e-18,179.823e-18,
560e-3,0,120e-3,6,14e-9,379.388e-6,169.149e-18,-283.279e-3,605.373e-6,-100.471e-6,-45.2632e-18,344.832e-18,133.882e-18,182.66e-18,
580e-3,0,120e-3,6,14e-9,373.315e-6,171.96e-18,-283.279e-3,666.296e-6,-108e-6,-46.0603e-18,351.556e-18,137.969e-18,185.297e-18,
600e-3,0,120e-3,6,14e-9,366.179e-6,174.59e-18,-283.279e-3,726.855e-6,-115.397e-6,-46.7968e-18,357.843e-18,141.794e-18,187.759e-18,
620e-3,0,120e-3,6,14e-9,358.187e-6,177.054e-18,-283.279e-3,786.774e-6,-122.642e-6,-47.4811e-18,363.737e-18,145.38e-18,190.067e-18,
640e-3,0,120e-3,6,14e-9,349.517e-6,179.367e-18,-283.279e-3,845.821e-6,-129.72e-6,-48.1203e-18,369.274e-18,148.746e-18,192.237e-18,
660e-3,0,120e-3,6,14e-9,340.32e-6,181.541e-18,-283.279e-3,903.811e-6,-136.619e-6,-48.7199e-18,374.488e-18,151.913e-18,194.286e-18,
680e-3,0,120e-3,6,14e-9,330.722e-6,183.588e-18,-283.279e-3,960.592e-6,-143.33e-6,-49.2847e-18,379.409e-18,154.895e-18,196.224e-18,
700e-3,0,120e-3,6,14e-9,320.834e-6,185.519e-18,-283.279e-3,1.0160e-3,-149.846e-6,-49.8185e-18,384.062e-18,157.71e-18,198.062e-18,
720e-3,0,120e-3,6,14e-9,310.748e-6,187.344e-18,-283.279e-3,1.0700e-3,-156.162e-6,-50.3247e-18,388.47e-18,160.37e-18,199.81e-18,
740e-3,0,120e-3,6,14e-9,300.541e-6,189.071e-18,-283.279e-3,1.1226e-3,-162.275e-6,-50.8058e-18,392.654e-18,162.888e-18,201.476e-18,
760e-3,0,120e-3,6,14e-9,290.278e-6,190.709e-18,-283.279e-3,1.1736e-3,-168.183e-6,-51.2643e-18,396.631e-18,165.275e-18,203.066e-18,
780e-3,0,120e-3,6,14e-9,280.015e-6,192.263e-18,-283.279e-3,1.2230e-3,-173.886e-6,-51.7021e-18,400.418e-18,167.541e-18,204.586e-18,
800e-3,0,120e-3,6,14e-9,269.798e-6,193.741e-18,-283.279e-3,1.2708e-3,-179.384e-6,-52.121e-18,404.029e-18,169.697e-18,206.042e-18,
0,0,120e-3,10,14e-9,116.008e-9,165.972e-18,-280.029e-3,7.2381e-9,-3.5668e-9,-8.8299e-21,186.275e-18,66.02e-18,73.1053e-18,
20e-3,0,120e-3,10,14e-9,222.253e-9,166.97e-18,-280.029e-3,13.824e-9,-6.8352e-9,-18.0435e-21,188.73e-18,67.0169e-18,74.5633e-18,
40e-3,0,120e-3,10,14e-9,425.607e-9,168.037e-18,-280.029e-3,26.3945e-9,-13.0955e-9,-36.7409e-21,191.348e-18,68.0833e-18,76.1151e-18,
60e-3,0,120e-3,10,14e-9,814.307e-9,169.178e-18,-280.029e-3,50.3676e-9,-25.0784e-9,-74.5391e-21,194.156e-18,69.2224e-18,77.7832e-18,
80e-3,0,120e-3,10,14e-9,1.5554e-6,170.396e-18,-280.029e-3,96.0144e-9,-47.9859e-9,-150.563e-21,197.206e-18,70.4368e-18,79.6187e-18,
100e-3,0,120e-3,10,14e-9,2.9616e-6,171.695e-18,-280.029e-3,182.672e-9,-91.6725e-9,-302.295e-21,200.608e-18,71.7283e-18,81.7295e-18,
120e-3,0,120e-3,10,14e-9,5.6061e-6,173.077e-18,-280.029e-3,346.288e-9,-174.61e-9,-601.214e-21,204.577e-18,73.0984e-18,84.3288e-18,
140e-3,0,120e-3,10,14e-9,10.4992e-6,174.551e-18,-280.029e-3,652.186e-9,-330.761e-9,-1.1768e-18,209.504e-18,74.5501e-18,87.8037e-18,
160e-3,0,120e-3,10,14e-9,19.2995e-6,176.129e-18,-280.029e-3,1.2145e-6,-620.448e-9,-2.2427e-18,216.017e-18,76.0921e-18,92.7747e-18,
180e-3,0,120e-3,10,14e-9,34.4152e-6,177.837e-18,-280.029e-3,2.2219e-6,-1.1447e-6,-4.0942e-18,224.943e-18,77.7487e-18,100.044e-18,
200e-3,0,120e-3,10,14e-9,58.6867e-6,179.717e-18,-280.029e-3,3.9630e-6,-2.0582e-6,-7.0233e-18,237.017e-18,79.578e-18,110.289e-18,
220e-3,0,120e-3,10,14e-9,94.4493e-6,181.841e-18,-280.029e-3,6.8560e-6,-3.5691e-6,-11.1467e-18,252.41e-18,81.6967e-18,123.564e-18,
240e-3,0,120e-3,10,14e-9,142.383e-6,184.317e-18,-280.029e-3,11.5031e-6,-5.9178e-6,-16.2894e-18,270.558e-18,84.3037e-18,139.104e-18,
260e-3,0,120e-3,10,14e-9,200.967e-6,187.308e-18,-280.029e-3,18.8084e-6,-9.3359e-6,-22.0748e-18,290.587e-18,87.6982e-18,155.739e-18,
280e-3,0,120e-3,10,14e-9,266.785e-6,191.031e-18,-280.029e-3,30.1417e-6,-14.005e-6,-28.1221e-18,311.893e-18,92.2774e-18,172.466e-18,
300e-3,0,120e-3,10,14e-9,335.26e-6,195.723e-18,-280.029e-3,47.4097e-6,-20.0251e-6,-34.1496e-18,334.275e-18,98.4596e-18,188.665e-18,
320e-3,0,120e-3,10,14e-9,401.589e-6,201.528e-18,-280.029e-3,72.8274e-6,-27.4009e-6,-39.9554e-18,357.623e-18,106.489e-18,203.984e-18,
340e-3,0,120e-3,10,14e-9,461.764e-6,208.37e-18,-280.029e-3,108.334e-6,-36.0473e-6,-45.374e-18,381.564e-18,116.231e-18,218.183e-18,
360e-3,0,120e-3,10,14e-9,513.307e-6,215.952e-18,-280.029e-3,154.983e-6,-45.8135e-6,-50.28e-18,405.433e-18,127.184e-18,231.1e-18,
380e-3,0,120e-3,10,14e-9,555.35e-6,223.886e-18,-280.029e-3,212.731e-6,-56.516e-6,-54.6147e-18,428.541e-18,138.71e-18,242.681e-18,
400e-3,0,120e-3,10,14e-9,588.164e-6,231.832e-18,-280.029e-3,280.679e-6,-67.9659e-6,-58.3888e-18,450.406e-18,150.268e-18,252.988e-18,
420e-3,0,120e-3,10,14e-9,612.609e-6,239.557e-18,-280.029e-3,357.46e-6,-79.9867e-6,-61.6578e-18,470.801e-18,161.5e-18,262.15e-18,
440e-3,0,120e-3,10,14e-9,629.741e-6,246.929e-18,-280.029e-3,441.552e-6,-92.4215e-6,-64.495e-18,489.681e-18,172.21e-18,270.322e-18,
460e-3,0,120e-3,10,14e-9,640.607e-6,253.885e-18,-280.029e-3,531.465e-6,-105.135e-6,-66.9729e-18,507.11e-18,182.309e-18,277.651e-18,
480e-3,0,120e-3,10,14e-9,646.165e-6,260.407e-18,-280.029e-3,625.832e-6,-118.01e-6,-69.1553e-18,523.195e-18,191.776e-18,284.269e-18,
500e-3,0,120e-3,10,14e-9,647.258e-6,266.503e-18,-280.029e-3,723.437e-6,-130.951e-6,-71.0954e-18,538.057e-18,200.622e-18,290.285e-18,
520e-3,0,120e-3,10,14e-9,644.617e-6,272.191e-18,-280.029e-3,823.223e-6,-143.876e-6,-72.836e-18,551.82e-18,208.879e-18,295.791e-18,
540e-3,0,120e-3,10,14e-9,638.871e-6,277.498e-18,-280.029e-3,924.282e-6,-156.715e-6,-74.4113e-18,564.594e-18,216.584e-18,300.86e-18,
560e-3,0,120e-3,10,14e-9,630.557e-6,282.452e-18,-280.029e-3,1.0258e-3,-169.414e-6,-75.8484e-18,576.482e-18,223.781e-18,305.551e-18,
580e-3,0,120e-3,10,14e-9,620.138e-6,287.081e-18,-280.029e-3,1.1272e-3,-181.924e-6,-77.1689e-18,587.574e-18,230.509e-18,309.915e-18,
600e-3,0,120e-3,10,14e-9,608.007e-6,291.413e-18,-280.029e-3,1.228e-3,-194.208e-6,-78.3901e-18,597.949e-18,236.807e-18,313.992e-18,
620e-3,0,120e-3,10,14e-9,594.501e-6,295.473e-18,-280.029e-3,1.3275e-3,-206.235e-6,-79.5258e-18,607.678e-18,242.713e-18,317.815e-18,
640e-3,0,120e-3,10,14e-9,579.907e-6,299.284e-18,-280.029e-3,1.4256e-3,-217.98e-6,-80.5874e-18,616.822e-18,248.259e-18,321.413e-18,
660e-3,0,120e-3,10,14e-9,564.47e-6,302.868e-18,-280.029e-3,1.5219e-3,-229.425e-6,-81.5841e-18,625.436e-18,253.476e-18,324.81e-18,
680e-3,0,120e-3,10,14e-9,548.398e-6,306.244e-18,-280.029e-3,1.6162e-3,-240.555e-6,-82.5233e-18,633.567e-18,258.392e-18,328.025e-18,
700e-3,0,120e-3,10,14e-9,531.868e-6,309.429e-18,-280.029e-3,1.7081e-3,-251.358e-6,-83.4115e-18,641.258e-18,263.031e-18,331.076e-18,
720e-3,0,120e-3,10,14e-9,515.029e-6,312.439e-18,-280.029e-3,1.7978e-3,-261.828e-6,-84.2539e-18,648.546e-18,267.417e-18,333.978e-18,
740e-3,0,120e-3,10,14e-9,498.007e-6,315.289e-18,-280.029e-3,1.8849e-3,-271.958e-6,-85.055e-18,655.464e-18,271.57e-18,336.744e-18,
760e-3,0,120e-3,10,14e-9,480.908e-6,317.992e-18,-280.029e-3,1.9694e-3,-281.748e-6,-85.8186e-18,662.043e-18,275.508e-18,339.385e-18,
780e-3,0,120e-3,10,14e-9,463.821e-6,320.558e-18,-280.029e-3,2.0512e-3,-291.195e-6,-86.548e-18,668.308e-18,279.248e-18,341.91e-18,
800e-3,0,120e-3,10,14e-9,446.819e-6,322.999e-18,-280.029e-3,2.1304e-3,-300.301e-6,-87.2461e-18,674.284e-18,282.804e-18,344.33e-18,
0,0,120e-3,20,14e-9,346.293e-9,331.862e-18,-269.642e-3,21.6019e-9,-10.6485e-9,-24.7126e-21,372.376e-18,131.957e-18,146.119e-18,
20e-3,0,120e-3,20,14e-9,663.309e-9,333.852e-18,-269.642e-3,41.252e-9,-20.4038e-9,-50.4916e-21,377.303e-18,133.945e-18,149.058e-18,
40e-3,0,120e-3,20,14e-9,1.2697e-6,335.982e-18,-269.642e-3,78.7448e-9,-39.0838e-9,-102.777e-21,382.586e-18,136.073e-18,152.213e-18,
60e-3,0,120e-3,20,14e-9,2.4275e-6,338.261e-18,-269.642e-3,150.198e-9,-74.8194e-9,-208.355e-21,388.303e-18,138.347e-18,155.657e-18,
80e-3,0,120e-3,20,14e-9,4.6303e-6,340.697e-18,-269.642e-3,286.076e-9,-143.061e-9,-420.208e-21,394.613e-18,140.772e-18,159.54e-18,
100e-3,0,120e-3,20,14e-9,8.7933e-6,343.298e-18,-269.642e-3,543.414e-9,-272.942e-9,-841.085e-21,401.828e-18,143.356e-18,164.172e-18,
120e-3,0,120e-3,20,14e-9,16.5651e-6,346.079e-18,-269.642e-3,1.0271e-6,-518.595e-9,-1.6629e-18,410.537e-18,146.104e-18,170.132e-18,
140e-3,0,120e-3,20,14e-9,30.7592e-6,349.062e-18,-269.642e-3,1.9248e-6,-978.003e-9,-3.2204e-18,421.747e-18,149.031e-18,178.416e-18,
160e-3,0,120e-3,20,14e-9,55.742e-6,352.286e-18,-269.642e-3,3.5552e-6,-1.8205e-6,-6.0259e-18,436.944e-18,152.17e-18,190.474e-18,
180e-3,0,120e-3,20,14e-9,97.2713e-6,355.823e-18,-269.642e-3,6.4255e-6,-3.3179e-6,-10.6978e-18,457.784e-18,155.603e-18,207.882e-18,
