vgs,vsb,vds,total_fins,length,gm,cdd,vth,gds,id,cds,cgg,cgd,cgs,
120e-3,0,500e-3,40,14e-9,34.2639e-6,192.514e-18,293.941e-3,1.6464e-6,1.1438e-6,-2.4652e-18,777.76e-18,122.098e-18,235.662e-18,
140e-3,0,500e-3,40,14e-9,61.6769e-6,194.758e-18,293.941e-3,2.9533e-6,2.0773e-6,-4.4266e-18,790.297e-18,124.185e-18,246.112e-18,
160e-3,0,500e-3,40,14e-9,109.534e-6,197.113e-18,293.941e-3,5.2308e-6,3.7462e-6,-7.8048e-18,807.213e-18,126.274e-18,260.939e-18,
180e-3,0,500e-3,40,14e-9,190.335e-6,199.574e-18,293.941e-3,9.0775e-6,6.6774e-6,-13.3631e-18,830.843e-18,128.312e-18,282.531e-18,
200e-3,0,500e-3,40,14e-9,320.161e-6,202.145e-18,293.941e-3,15.2792e-6,11.6863e-6,-21.9064e-18,863.403e-18,130.258e-18,313.145e-18,
220e-3,0,500e-3,40,14e-9,515.483e-6,204.842e-18,293.941e-3,24.679e-6,19.9216e-6,-33.912e-18,905.732e-18,132.126e-18,353.607e-18,
240e-3,0,500e-3,40,14e-9,787.717e-6,207.704e-18,293.941e-3,37.9417e-6,32.8206e-6,-49.1664e-18,956.317e-18,134.007e-18,402.309e-18,
260e-3,0,500e-3,40,14e-9,1.1386e-3,210.788e-18,293.941e-3,55.344e-6,51.9575e-6,-66.8308e-18,1.0118e-15,136.052e-18,455.825e-18,
280e-3,0,500e-3,40,14e-9,1.5597e-3,214.149e-18,293.941e-3,76.7256e-6,78.8367e-6,-85.9707e-18,1.0691e-15,138.396e-18,510.793e-18,
300e-3,0,500e-3,40,14e-9,2.0344e-3,217.822e-18,293.941e-3,101.589e-6,114.706e-6,-106.063e-18,1.1264e-15,141.123e-18,565.33e-18,
320e-3,0,500e-3,40,14e-9,2.542e-3,221.827e-18,293.941e-3,129.251e-6,160.434e-6,-127.12e-18,1.1834e-15,144.265e-18,619.152e-18,
340e-3,0,500e-3,40,14e-9,3.0606e-3,226.168e-18,293.941e-3,158.986e-6,216.46e-6,-149.494e-18,1.2407e-15,147.821e-18,672.951e-18,
360e-3,0,500e-3,40,14e-9,3.5704e-3,230.85e-18,293.941e-3,190.135e-6,282.8e-6,-173.586e-18,1.2994e-15,151.786e-18,727.684e-18,
380e-3,0,500e-3,40,14e-9,4.0556e-3,235.876e-18,293.941e-3,222.188e-6,359.113e-6,-199.578e-18,1.3601e-15,156.157e-18,784.026e-18,
400e-3,0,500e-3,40,14e-9,4.5049e-3,241.249e-18,293.941e-3,254.822e-6,444.787e-6,-227.279e-18,1.4230e-15,160.936e-18,842.07e-18,
420e-3,0,500e-3,40,14e-9,4.9113e-3,246.962e-18,293.941e-3,287.895e-6,539.026e-6,-256.16e-18,1.4874e-15,166.121e-18,901.315e-18,
440e-3,0,500e-3,40,14e-9,5.2711e-3,252.997e-18,293.941e-3,321.42e-6,640.929e-6,-285.541e-18,1.5526e-15,171.698e-18,960.906e-18,
460e-3,0,500e-3,40,14e-9,5.5833e-3,259.315e-18,293.941e-3,355.505e-6,749.553e-6,-314.792e-18,1.6175e-15,177.638e-18,1.0199e-15,
480e-3,0,500e-3,40,14e-9,5.8492e-3,265.863e-18,293.941e-3,390.313e-6,863.954e-6,-343.446e-18,1.6816e-15,183.889e-18,1.0777e-15,
500e-3,0,500e-3,40,14e-9,6.0712e-3,272.571e-18,293.941e-3,426.013e-6,983.23e-6,-371.206e-18,1.7441e-15,190.385e-18,1.1337e-15,
520e-3,0,500e-3,40,14e-9,6.2531e-3,279.36e-18,293.941e-3,462.76e-6,1.1065e-3,-397.904e-18,1.8047e-15,197.051e-18,1.1876e-15,
540e-3,0,500e-3,40,14e-9,6.3987e-3,286.15e-18,293.941e-3,500.684e-6,1.2331e-3,-423.459e-18,1.8631e-15,203.804e-18,1.2393e-15,
560e-3,0,500e-3,40,14e-9,6.5118e-3,292.862e-18,293.941e-3,539.881e-6,1.3622e-3,-447.838e-18,1.9193e-15,210.567e-18,1.2887e-15,
580e-3,0,500e-3,40,14e-9,6.5962e-3,299.427e-18,293.941e-3,580.418e-6,1.4934e-3,-471.038e-18,1.9730e-15,217.27e-18,1.3357e-15,
600e-3,0,500e-3,40,14e-9,6.6551e-3,305.786e-18,293.941e-3,622.336e-6,1.6259e-3,-493.072e-18,2.0243e-15,223.854e-18,1.3804e-15,
620e-3,0,500e-3,40,14e-9,6.6914e-3,311.901e-18,293.941e-3,665.65e-6,1.7594e-3,-513.959e-18,2.0731e-15,230.279e-18,1.4228e-15,
640e-3,0,500e-3,40,14e-9,6.7076e-3,317.746e-18,293.941e-3,710.35e-6,1.8934e-3,-533.725e-18,2.1195e-15,236.519e-18,1.4629e-15,
660e-3,0,500e-3,40,14e-9,6.7059e-3,323.314e-18,293.941e-3,756.408e-6,2.0276e-3,-552.4e-18,2.1634e-15,242.564e-18,1.5009e-15,
680e-3,0,500e-3,40,14e-9,6.6884e-3,328.61e-18,293.941e-3,803.776e-6,2.1616e-3,-570.015e-18,2.2051e-15,248.418e-18,1.5367e-15,
700e-3,0,500e-3,40,14e-9,6.6565e-3,333.648e-18,293.941e-3,852.389e-6,2.2950e-3,-586.602e-18,2.2445e-15,254.093e-18,1.5704e-15,
720e-3,0,500e-3,40,14e-9,6.6118e-3,338.452e-18,293.941e-3,902.168e-6,2.4277e-3,-602.196e-18,2.2817e-15,259.612e-18,1.6021e-15,
740e-3,0,500e-3,40,14e-9,6.5555e-3,343.049e-18,293.941e-3,953.017e-6,2.5594e-3,-616.832e-18,2.3169e-15,264.998e-18,1.6319e-15,
760e-3,0,500e-3,40,14e-9,6.4887e-3,347.467e-18,293.941e-3,1.0048e-3,2.6899e-3,-630.547e-18,2.3501e-15,270.278e-18,1.6598e-15,
780e-3,0,500e-3,40,14e-9,6.4125e-3,351.734e-18,293.941e-3,1.0574e-3,2.8189e-3,-643.376e-18,2.3815e-15,275.479e-18,1.6860e-15,
800e-3,0,500e-3,40,14e-9,6.3276e-3,355.878e-18,293.941e-3,1.1108e-3,2.9463e-3,-655.357e-18,2.4111e-15,280.625e-18,1.7105e-15,
0,0,520e-3,2,14e-9,61.4412e-9,12.6568e-18,286.167e-3,2.5800e-9,2.0296e-9,-4.1010e-21,36.395e-18,5.4738e-18,9.9211e-18,
20e-3,0,520e-3,2,14e-9,112.526e-9,12.7347e-18,286.167e-3,4.7001e-9,3.7181e-9,-7.5362e-21,36.7545e-18,5.5514e-18,10.203e-18,
40e-3,0,520e-3,2,14e-9,205.977e-9,12.8165e-18,286.167e-3,8.5577e-9,6.8097e-9,-13.8395e-21,37.1206e-18,5.6329e-18,10.4877e-18,
60e-3,0,520e-3,2,14e-9,376.668e-9,12.9027e-18,286.167e-3,15.5671e-9,12.4661e-9,-25.3828e-21,37.4983e-18,5.7183e-18,10.7799e-18,
80e-3,0,520e-3,2,14e-9,687.591e-9,12.9936e-18,286.167e-3,28.2702e-9,22.8007e-9,-46.4458e-21,37.8993e-18,5.8077e-18,11.0916e-18,
100e-3,0,520e-3,2,14e-9,1.2511e-6,13.0892e-18,286.167e-3,51.1867e-9,41.6359e-9,-84.628e-21,38.3472e-18,5.9008e-18,11.4464e-18,
120e-3,0,520e-3,2,14e-9,2.2638e-6,13.19e-18,286.167e-3,92.192e-9,75.812e-9,-153.036e-21,38.8846e-18,5.9971e-18,11.8875e-18,
140e-3,0,520e-3,2,14e-9,4.0559e-6,13.2959e-18,286.167e-3,164.534e-9,137.343e-9,-273.112e-21,39.581e-18,6.0953e-18,12.4857e-18,
160e-3,0,520e-3,2,14e-9,7.1483e-6,13.4071e-18,286.167e-3,289.188e-9,246.669e-9,-476.773e-21,40.5379e-18,6.1936e-18,13.3442e-18,
180e-3,0,520e-3,2,14e-9,12.2772e-6,13.5237e-18,286.167e-3,496.216e-9,436.818e-9,-804.084e-21,41.8749e-18,6.2903e-18,14.5846e-18,
200e-3,0,520e-3,2,14e-9,20.3176e-6,13.646e-18,286.167e-3,822.469e-9,757.185e-9,-1.2912e-18,43.6842e-18,6.3846e-18,16.2996e-18,
220e-3,0,520e-3,2,14e-9,32.0562e-6,13.7754e-18,286.167e-3,1.3036e-6,1.2742e-6,-1.9505e-18,45.9647e-18,6.4784e-18,18.4863e-18,
240e-3,0,520e-3,2,14e-9,47.8989e-6,13.914e-18,286.167e-3,1.9634e-6,2.0669e-6,-2.7582e-18,48.5998e-18,6.5769e-18,21.0228e-18,
260e-3,0,520e-3,2,14e-9,67.6983e-6,14.0643e-18,286.167e-3,2.8063e-6,3.2167e-6,-3.6690e-18,51.4177e-18,6.6863e-18,23.7313e-18,
280e-3,0,520e-3,2,14e-9,90.7935e-6,14.2283e-18,286.167e-3,3.8186e-6,4.7969e-6,-4.6444e-18,54.2836e-18,6.8115e-18,26.472e-18,
300e-3,0,520e-3,2,14e-9,116.18e-6,14.4075e-18,286.167e-3,4.9740e-6,6.8637e-6,-5.6713e-18,57.1428e-18,6.9549e-18,29.1878e-18,
320e-3,0,520e-3,2,14e-9,142.706e-6,14.6024e-18,286.167e-3,6.2408e-6,9.4516e-6,-6.7595e-18,60.007e-18,7.1175e-18,31.8894e-18,
340e-3,0,520e-3,2,14e-9,169.253e-6,14.8136e-18,286.167e-3,7.5874e-6,12.5721e-6,-7.9289e-18,62.9193e-18,7.2994e-18,34.6199e-18,
360e-3,0,520e-3,2,14e-9,194.874e-6,15.0415e-18,286.167e-3,8.9873e-6,16.2156e-6,-9.1942e-18,65.921e-18,7.5007e-18,37.4202e-18,
380e-3,0,520e-3,2,14e-9,218.867e-6,15.2868e-18,286.167e-3,10.4217e-6,20.3561e-6,-10.5533e-18,69.0296e-18,7.7218e-18,40.3077e-18,
400e-3,0,520e-3,2,14e-9,240.78e-6,15.5499e-18,286.167e-3,11.8802e-6,24.9563e-6,-11.9851e-18,72.2313e-18,7.9634e-18,43.2679e-18,
420e-3,0,520e-3,2,14e-9,260.361e-6,15.8307e-18,286.167e-3,13.3603e-6,29.9717e-6,-13.4564e-18,75.4885e-18,8.2255e-18,46.263e-18,
440e-3,0,520e-3,2,14e-9,277.512e-6,16.1286e-18,286.167e-3,14.8651e-6,35.3545e-6,-14.933e-18,78.7549e-18,8.5077e-18,49.2472e-18,
460e-3,0,520e-3,2,14e-9,292.256e-6,16.442e-18,286.167e-3,16.4008e-6,41.0562e-6,-16.3878e-18,81.989e-18,8.8087e-18,52.1802e-18,
480e-3,0,520e-3,2,14e-9,304.703e-6,16.7686e-18,286.167e-3,17.9751e-6,47.0294e-6,-17.8026e-18,85.1594e-18,9.1264e-18,55.033e-18,
500e-3,0,520e-3,2,14e-9,315.022e-6,17.1053e-18,286.167e-3,19.595e-6,53.2301e-6,-19.167e-18,88.2448e-18,9.4578e-18,57.787e-18,
520e-3,0,520e-3,2,14e-9,323.413e-6,17.4486e-18,286.167e-3,21.2669e-6,59.6175e-6,-20.4756e-18,91.2309e-18,9.7993e-18,60.4316e-18,
540e-3,0,520e-3,2,14e-9,330.077e-6,17.7946e-18,286.167e-3,22.9955e-6,66.1551e-6,-21.726e-18,94.1088e-18,10.147e-18,62.9617e-18,
560e-3,0,520e-3,2,14e-9,335.208e-6,18.1391e-18,286.167e-3,24.7846e-6,72.8103e-6,-22.9179e-18,96.8722e-18,10.4969e-18,65.3753e-18,
580e-3,0,520e-3,2,14e-9,338.982e-6,18.4782e-18,286.167e-3,26.6363e-6,79.5544e-6,-24.0516e-18,99.5173e-18,10.8449e-18,67.6724e-18,
600e-3,0,520e-3,2,14e-9,341.556e-6,18.8085e-18,286.167e-3,28.5521e-6,86.3616e-6,-25.1282e-18,102.042e-18,11.1877e-18,69.8542e-18,
620e-3,0,520e-3,2,14e-9,343.065e-6,19.1272e-18,286.167e-3,30.5322e-6,93.2095e-6,-26.1487e-18,104.445e-18,11.5224e-18,71.923e-18,
640e-3,0,520e-3,2,14e-9,343.629e-6,19.4323e-18,286.167e-3,32.5758e-6,100.078e-6,-27.1147e-18,106.728e-18,11.847e-18,73.8811e-18,
660e-3,0,520e-3,2,14e-9,343.35e-6,19.7227e-18,286.167e-3,34.6816e-6,106.949e-6,-28.0276e-18,108.892e-18,12.1603e-18,75.7317e-18,
680e-3,0,520e-3,2,14e-9,342.316e-6,19.998e-18,286.167e-3,36.8475e-6,113.807e-6,-28.889e-18,110.94e-18,12.4618e-18,77.4781e-18,
700e-3,0,520e-3,2,14e-9,340.604e-6,20.2585e-18,286.167e-3,39.0704e-6,120.637e-6,-29.7006e-18,112.875e-18,12.7518e-18,79.1236e-18,
720e-3,0,520e-3,2,14e-9,338.279e-6,20.505e-18,286.167e-3,41.3469e-6,127.427e-6,-30.464e-18,114.703e-18,13.031e-18,80.672e-18,
740e-3,0,520e-3,2,14e-9,335.4e-6,20.7388e-18,286.167e-3,43.6728e-6,134.165e-6,-31.1812e-18,116.428e-18,13.3006e-18,82.127e-18,
760e-3,0,520e-3,2,14e-9,332.017e-6,20.9612e-18,286.167e-3,46.0436e-6,140.84e-6,-31.8538e-18,118.054e-18,13.5618e-18,83.4924e-18,
780e-3,0,520e-3,2,14e-9,328.175e-6,21.1736e-18,286.167e-3,48.454e-6,147.442e-6,-32.4836e-18,119.588e-18,13.8161e-18,84.7722e-18,
800e-3,0,520e-3,2,14e-9,323.916e-6,21.3776e-18,286.167e-3,50.8985e-6,153.964e-6,-33.0726e-18,121.035e-18,14.0648e-18,85.9702e-18,
0,0,520e-3,6,14e-9,183.034e-9,26.9239e-18,286.301e-3,8.3547e-9,6.0464e-9,-12.2965e-21,109.185e-18,16.4215e-18,29.7634e-18,
20e-3,0,520e-3,6,14e-9,335.219e-9,27.1573e-18,286.301e-3,15.2264e-9,11.0765e-9,-22.5966e-21,110.263e-18,16.6541e-18,30.6091e-18,
40e-3,0,520e-3,6,14e-9,613.611e-9,27.4029e-18,286.301e-3,27.7356e-9,20.2864e-9,-41.4965e-21,111.361e-18,16.8982e-18,31.463e-18,
60e-3,0,520e-3,6,14e-9,1.1221e-6,27.6614e-18,286.301e-3,50.4747e-9,37.1369e-9,-76.1089e-21,112.494e-18,17.154e-18,32.3397e-18,
80e-3,0,520e-3,6,14e-9,2.0484e-6,27.9336e-18,286.301e-3,91.7035e-9,67.9244e-9,-139.268e-21,113.696e-18,17.4215e-18,33.2745e-18,
100e-3,0,520e-3,6,14e-9,3.7274e-6,28.2202e-18,286.301e-3,166.112e-9,124.037e-9,-253.767e-21,115.038e-18,17.6995e-18,34.3388e-18,
120e-3,0,520e-3,6,14e-9,6.7447e-6,28.5218e-18,286.301e-3,299.31e-9,225.857e-9,-458.926e-21,116.648e-18,17.9858e-18,35.6618e-18,
140e-3,0,520e-3,6,14e-9,12.0852e-6,28.8384e-18,286.301e-3,534.389e-9,409.186e-9,-819.104e-21,118.733e-18,18.2762e-18,37.4564e-18,
160e-3,0,520e-3,6,14e-9,21.3022e-6,29.1698e-18,286.301e-3,939.59e-9,734.956e-9,-1.4301e-18,121.597e-18,18.5642e-18,40.0324e-18,
180e-3,0,520e-3,6,14e-9,36.5941e-6,29.5159e-18,286.301e-3,1.6126e-6,1.3016e-6,-2.4126e-18,125.599e-18,18.8429e-18,43.7559e-18,
200e-3,0,520e-3,6,14e-9,60.5772e-6,29.8778e-18,286.301e-3,2.6734e-6,2.2567e-6,-3.8758e-18,131.016e-18,19.1092e-18,48.9072e-18,
220e-3,0,520e-3,6,14e-9,95.6109e-6,30.2589e-18,286.301e-3,4.2373e-6,3.7986e-6,-5.8569e-18,137.849e-18,19.3689e-18,55.48e-18,
240e-3,0,520e-3,6,14e-9,142.921e-6,30.6661e-18,286.301e-3,6.3800e-6,6.1633e-6,-8.2856e-18,145.748e-18,19.6387e-18,63.1088e-18,
260e-3,0,520e-3,6,14e-9,202.082e-6,31.1072e-18,286.301e-3,9.1143e-6,9.5948e-6,-11.0248e-18,154.197e-18,19.9392e-18,71.2581e-18,
280e-3,0,520e-3,6,14e-9,271.134e-6,31.5889e-18,286.301e-3,12.3924e-6,14.3128e-6,-13.9581e-18,162.791e-18,20.2864e-18,79.5049e-18,
300e-3,0,520e-3,6,14e-9,347.081e-6,32.1153e-18,286.301e-3,16.1254e-6,20.4863e-6,-17.0447e-18,171.363e-18,20.6887e-18,87.6745e-18,
320e-3,0,520e-3,6,14e-9,426.489e-6,32.6884e-18,286.301e-3,20.2058e-6,28.2191e-6,-20.3139e-18,179.947e-18,21.1486e-18,95.7985e-18,
340e-3,0,520e-3,6,14e-9,506.011e-6,33.3094e-18,286.301e-3,24.5274e-6,37.5465e-6,-23.8257e-18,188.672e-18,21.6659e-18,104.006e-18,
360e-3,0,520e-3,6,14e-9,582.806e-6,33.9798e-18,286.301e-3,29.0004e-6,48.4412e-6,-27.6248e-18,197.662e-18,22.2409e-18,112.421e-18,
380e-3,0,520e-3,6,14e-9,654.762e-6,34.7012e-18,286.301e-3,33.5605e-6,60.8263e-6,-31.7066e-18,206.973e-18,22.8744e-18,121.099e-18,
400e-3,0,520e-3,6,14e-9,720.512e-6,35.4751e-18,286.301e-3,38.1716e-6,74.5902e-6,-36.009e-18,216.566e-18,23.5683e-18,129.997e-18,
420e-3,0,520e-3,6,14e-9,779.292e-6,36.3018e-18,286.301e-3,42.8231e-6,89.6002e-6,-40.4326e-18,226.328e-18,24.3234e-18,139.004e-18,
440e-3,0,520e-3,6,14e-9,830.801e-6,37.1797e-18,286.301e-3,47.5227e-6,105.713e-6,-44.8748e-18,236.121e-18,25.1391e-18,147.982e-18,
460e-3,0,520e-3,6,14e-9,875.093e-6,38.1043e-18,286.301e-3,52.2897e-6,122.784e-6,-49.2531e-18,245.821e-18,26.0117e-18,156.81e-18,
480e-3,0,520e-3,6,14e-9,912.498e-6,39.069e-18,286.301e-3,57.1476e-6,140.671e-6,-53.5126e-18,255.332e-18,26.9351e-18,165.397e-18,
500e-3,0,520e-3,6,14e-9,943.519e-6,40.0648e-18,286.301e-3,62.12e-6,159.241e-6,-57.6209e-18,264.59e-18,27.9007e-18,173.689e-18,
520e-3,0,520e-3,6,14e-9,968.747e-6,41.0809e-18,286.301e-3,67.2275e-6,178.373e-6,-61.5617e-18,273.551e-18,28.8978e-18,181.653e-18,
540e-3,0,520e-3,6,14e-9,988.788e-6,42.1055e-18,286.301e-3,72.4871e-6,197.957e-6,-65.328e-18,282.187e-18,29.9149e-18,189.272e-18,
560e-3,0,520e-3,6,14e-9,1.0042e-3,43.1264e-18,286.301e-3,77.9116e-6,217.894e-6,-68.9181e-18,290.481e-18,30.9395e-18,196.542e-18,
580e-3,0,520e-3,6,14e-9,1.0155e-3,44.1318e-18,286.301e-3,83.5101e-6,238.098e-6,-72.3333e-18,298.42e-18,31.9601e-18,203.46e-18,
600e-3,0,520e-3,6,14e-9,1.0233e-3,45.1114e-18,286.301e-3,89.2879e-6,258.493e-6,-75.5764e-18,305.999e-18,32.9661e-18,210.032e-18,
620e-3,0,520e-3,6,14e-9,1.0278e-3,46.0569e-18,286.301e-3,95.2472e-6,279.01e-6,-78.6509e-18,313.213e-18,33.949e-18,216.264e-18,
640e-3,0,520e-3,6,14e-9,1.0295e-3,46.9623e-18,286.301e-3,101.387e-6,299.589e-6,-81.5611e-18,320.066e-18,34.9028e-18,222.163e-18,
660e-3,0,520e-3,6,14e-9,1.0287e-3,47.824e-18,286.301e-3,107.705e-6,320.176e-6,-84.3115e-18,326.561e-18,35.8237e-18,227.738e-18,
680e-3,0,520e-3,6,14e-9,1.0256e-3,48.641e-18,286.301e-3,114.195e-6,340.724e-6,-86.907e-18,332.709e-18,36.7105e-18,232.999e-18,
700e-3,0,520e-3,6,14e-9,1.0205e-3,49.4142e-18,286.301e-3,120.849e-6,361.189e-6,-89.3523e-18,338.52e-18,37.5639e-18,237.956e-18,
720e-3,0,520e-3,6,14e-9,1.0135e-3,50.146e-18,286.301e-3,127.656e-6,381.532e-6,-91.6529e-18,344.007e-18,38.386e-18,242.621e-18,
740e-3,0,520e-3,6,14e-9,1.0048e-3,50.8399e-18,286.301e-3,134.606e-6,401.719e-6,-93.814e-18,349.185e-18,39.1801e-18,247.005e-18,
760e-3,0,520e-3,6,14e-9,994.73e-6,51.5002e-18,286.301e-3,141.685e-6,421.718e-6,-95.8409e-18,354.07e-18,39.9501e-18,251.12e-18,
780e-3,0,520e-3,6,14e-9,983.193e-6,52.1311e-18,286.301e-3,148.878e-6,441.499e-6,-97.7391e-18,358.676e-18,40.7001e-18,254.976e-18,
800e-3,0,520e-3,6,14e-9,970.401e-6,52.7371e-18,286.301e-3,156.167e-6,461.037e-6,-99.5142e-18,363.02e-18,41.4343e-18,258.586e-18,
0,0,520e-3,10,14e-9,317.054e-9,44.873e-18,285.026e-3,15.3916e-9,10.4738e-9,-21.3599e-21,181.978e-18,27.3688e-18,49.6087e-18,
20e-3,0,520e-3,10,14e-9,580.657e-9,45.262e-18,285.026e-3,28.0587e-9,19.1869e-9,-39.2506e-21,183.777e-18,27.7563e-18,51.0207e-18,
40e-3,0,520e-3,10,14e-9,1.0628e-6,45.6712e-18,285.026e-3,51.123e-9,35.1397e-9,-72.0759e-21,185.611e-18,28.1627e-18,52.4486e-18,
60e-3,0,520e-3,10,14e-9,1.9434e-6,46.1018e-18,285.026e-3,93.0564e-9,64.3251e-9,-132.18e-21,187.506e-18,28.5883e-18,53.918e-18,
80e-3,0,520e-3,10,14e-9,3.5472e-6,46.5551e-18,285.026e-3,169.092e-9,117.643e-9,-241.821e-21,189.524e-18,29.0325e-18,55.4912e-18,
100e-3,0,520e-3,10,14e-9,6.4530e-6,47.0321e-18,285.026e-3,306.301e-9,214.8e-9,-440.473e-21,191.785e-18,29.4933e-18,57.2921e-18,
120e-3,0,520e-3,10,14e-9,11.671e-6,47.5335e-18,285.026e-3,551.804e-9,391.029e-9,-796.063e-21,194.51e-18,29.9659e-18,59.5439e-18,
140e-3,0,520e-3,10,14e-9,20.8949e-6,48.0589e-18,285.026e-3,984.652e-9,708.129e-9,-1.4192e-18,198.054e-18,30.4419e-18,62.6124e-18,
160e-3,0,520e-3,10,14e-9,36.7817e-6,48.6077e-18,285.026e-3,1.7293e-6,1.2709e-6,-2.4736e-18,202.933e-18,30.9091e-18,67.0244e-18,
180e-3,0,520e-3,10,14e-9,63.0585e-6,49.1791e-18,285.026e-3,2.9627e-6,2.2485e-6,-4.1618e-18,209.746e-18,31.3543e-18,73.3914e-18,
200e-3,0,520e-3,10,14e-9,104.1e-6,49.7744e-18,285.026e-3,4.8983e-6,3.8918e-6,-6.6619e-18,218.933e-18,31.7715e-18,82.1613e-18,
220e-3,0,520e-3,10,14e-9,163.759e-6,50.3997e-18,285.026e-3,7.7374e-6,6.5370e-6,-10.0255e-18,230.456e-18,32.1722e-18,93.284e-18,
240e-3,0,520e-3,10,14e-9,243.919e-6,51.0669e-18,285.026e-3,11.6056e-6,10.5795e-6,-14.1243e-18,243.704e-18,32.5866e-18,106.118e-18,
260e-3,0,520e-3,10,14e-9,343.693e-6,51.7898e-18,285.026e-3,16.5146e-6,16.4252e-6,-18.7271e-18,257.817e-18,33.0514e-18,119.766e-18,
280e-3,0,520e-3,10,14e-9,459.672e-6,52.5798e-18,285.026e-3,22.3693e-6,24.4357e-6,-23.646e-18,272.14e-18,33.5947e-18,133.545e-18,
300e-3,0,520e-3,10,14e-9,586.793e-6,53.4436e-18,285.026e-3,29.0038e-6,34.8865e-6,-28.8212e-18,286.421e-18,34.2302e-18,147.191e-18,
320e-3,0,520e-3,10,14e-9,719.312e-6,54.3843e-18,285.026e-3,36.2214e-6,47.9433e-6,-34.3075e-18,300.732e-18,34.9616e-18,160.77e-18,
340e-3,0,520e-3,10,14e-9,851.689e-6,55.4036e-18,285.026e-3,43.83e-6,63.6578e-6,-40.2056e-18,315.292e-18,35.7881e-18,174.504e-18,
360e-3,0,520e-3,10,14e-9,979.257e-6,56.5038e-18,285.026e-3,51.6687e-6,81.9785e-6,-46.5862e-18,330.305e-18,36.7093e-18,188.596e-18,
380e-3,0,520e-3,10,14e-9,1.0985e-3,57.6879e-18,285.026e-3,59.6233e-6,102.773e-6,-53.4356e-18,345.853e-18,37.7271e-18,203.126e-18,
400e-3,0,520e-3,10,14e-9,1.2074e-3,58.9586e-18,285.026e-3,67.6302e-6,125.852e-6,-60.6443e-18,361.86e-18,38.8444e-18,218.016e-18,
420e-3,0,520e-3,10,14e-9,1.3046e-3,60.3169e-18,285.026e-3,75.6703e-6,150.993e-6,-68.0445e-18,378.137e-18,40.0636e-18,233.073e-18,
440e-3,0,520e-3,10,14e-9,1.3897e-3,61.7603e-18,285.026e-3,83.757e-6,177.957e-6,-75.4657e-18,394.452e-18,41.3838e-18,248.068e-18,
460e-3,0,520e-3,10,14e-9,1.4628e-3,63.2821e-18,285.026e-3,91.9234e-6,206.502e-6,-82.7732e-18,410.599e-18,42.7998e-18,262.8e-18,
480e-3,0,520e-3,10,14e-9,1.5244e-3,64.8712e-18,285.026e-3,100.211e-6,236.393e-6,-89.8777e-18,426.426e-18,44.3015e-18,277.124e-18,
500e-3,0,520e-3,10,14e-9,1.5754e-3,66.5126e-18,285.026e-3,108.66e-6,267.409e-6,-96.7275e-18,441.824e-18,45.8746e-18,290.95e-18,
520e-3,0,520e-3,10,14e-9,1.6169e-3,68.1886e-18,285.026e-3,117.309e-6,299.348e-6,-103.296e-18,456.727e-18,47.5019e-18,304.225e-18,
540e-3,0,520e-3,10,14e-9,1.6498e-3,69.8795e-18,285.026e-3,126.188e-6,332.03e-6,-109.573e-18,471.088e-18,49.1636e-18,316.924e-18,
560e-3,0,520e-3,10,14e-9,1.6751e-3,71.5649e-18,285.026e-3,135.32e-6,365.291e-6,-115.556e-18,484.877e-18,50.8395e-18,329.038e-18,
580e-3,0,520e-3,10,14e-9,1.6936e-3,73.2252e-18,285.026e-3,144.724e-6,398.989e-6,-121.246e-18,498.076e-18,52.5101e-18,340.566e-18,
600e-3,0,520e-3,10,14e-9,1.7061e-3,74.8433e-18,285.026e-3,154.409e-6,432.996e-6,-126.65e-18,510.673e-18,54.1578e-18,351.516e-18,
620e-3,0,520e-3,10,14e-9,1.7134e-3,76.4051e-18,285.026e-3,164.382e-6,467.201e-6,-131.772e-18,522.666e-18,55.7686e-18,361.897e-18,
640e-3,0,520e-3,10,14e-9,1.716e-3,77.9007e-18,285.026e-3,174.642e-6,501.502e-6,-136.62e-18,534.055e-18,57.3321e-18,371.723e-18,
660e-3,0,520e-3,10,14e-9,1.7143e-3,79.3243e-18,285.026e-3,185.186e-6,535.813e-6,-141.202e-18,544.852e-18,58.8422e-18,381.009e-18,
680e-3,0,520e-3,10,14e-9,1.7089e-3,80.6739e-18,285.026e-3,196.004e-6,570.052e-6,-145.525e-18,555.069e-18,60.2968e-18,389.772e-18,
700e-3,0,520e-3,10,14e-9,1.7002e-3,81.9512e-18,285.026e-3,207.085e-6,604.149e-6,-149.598e-18,564.726e-18,61.6968e-18,398.029e-18,
720e-3,0,520e-3,10,14e-9,1.6883e-3,83.16e-18,285.026e-3,218.412e-6,638.04e-6,-153.43e-18,573.844e-18,63.0459e-18,405.798e-18,
740e-3,0,520e-3,10,14e-9,1.6738e-3,84.3064e-18,285.026e-3,229.968e-6,671.666e-6,-157.029e-18,582.448e-18,64.3496e-18,413.099e-18,
760e-3,0,520e-3,10,14e-9,1.6567e-3,85.3972e-18,285.026e-3,241.729e-6,704.975e-6,-160.405e-18,590.564e-18,65.6142e-18,419.95e-18,
780e-3,0,520e-3,10,14e-9,1.6373e-3,86.4396e-18,285.026e-3,253.671e-6,737.92e-6,-163.566e-18,598.218e-18,66.8466e-18,426.371e-18,
