vgs,vsb,vds,total_fins,length,gm,cdd,vth,gds,id,cds,cgg,cgd,cgs,
360e-3,0,40e-3,6,14e-9,172.696e-6,78.2539e-18,301.043e-3,321.81e-6,16.4833e-6,-23.8056e-18,247.647e-18,81.5804e-18,103.066e-18,
380e-3,0,40e-3,6,14e-9,183.59e-6,82.2498e-18,301.043e-3,402.664e-6,20.0511e-6,-25.9411e-18,259.627e-18,87.7582e-18,108.869e-18,
400e-3,0,40e-3,6,14e-9,191.663e-6,86.0202e-18,301.043e-3,489.46e-6,23.8081e-6,-27.9613e-18,270.971e-18,93.6308e-18,114.341e-18,
420e-3,0,40e-3,6,14e-9,197.266e-6,89.5801e-18,301.043e-3,580.777e-6,27.7012e-6,-29.8818e-18,281.734e-18,99.2062e-18,119.528e-18,
440e-3,0,40e-3,6,14e-9,200.761e-6,92.9468e-18,301.043e-3,675.356e-6,31.6847e-6,-31.7113e-18,291.959e-18,104.499e-18,124.461e-18,
460e-3,0,40e-3,6,14e-9,202.49e-6,96.1355e-18,301.043e-3,772.115e-6,35.7198e-6,-33.4542e-18,301.679e-18,109.523e-18,129.156e-18,
480e-3,0,40e-3,6,14e-9,202.765e-6,99.1586e-18,301.043e-3,870.139e-6,39.7746e-6,-35.1127e-18,310.915e-18,114.292e-18,133.624e-18,
500e-3,0,40e-3,6,14e-9,201.861e-6,102.026e-18,301.043e-3,968.669e-6,43.8226e-6,-36.6874e-18,319.687e-18,118.815e-18,137.872e-18,
520e-3,0,40e-3,6,14e-9,200.015e-6,104.746e-18,301.043e-3,1.0670e-3,47.8427e-6,-38.1787e-18,328.006e-18,123.102e-18,141.905e-18,
540e-3,0,40e-3,6,14e-9,197.429e-6,107.326e-18,301.043e-3,1.1648e-3,51.8183e-6,-39.5871e-18,335.887e-18,127.16e-18,145.726e-18,
560e-3,0,40e-3,6,14e-9,194.272e-6,109.77e-18,301.043e-3,1.2616e-3,55.7361e-6,-40.9136e-18,343.34e-18,130.998e-18,149.342e-18,
580e-3,0,40e-3,6,14e-9,190.684e-6,112.086e-18,301.043e-3,1.3571e-3,59.5863e-6,-42.1596e-18,350.38e-18,134.624e-18,152.756e-18,
600e-3,0,40e-3,6,14e-9,186.78e-6,114.278e-18,301.043e-3,1.4510e-3,63.3614e-6,-43.3268e-18,357.019e-18,138.045e-18,155.975e-18,
620e-3,0,40e-3,6,14e-9,182.654e-6,116.351e-18,301.043e-3,1.5431e-3,67.056e-6,-44.4178e-18,363.273e-18,141.269e-18,159.004e-18,
640e-3,0,40e-3,6,14e-9,178.38e-6,118.311e-18,301.043e-3,1.6334e-3,70.6665e-6,-45.4351e-18,369.156e-18,144.304e-18,161.852e-18,
660e-3,0,40e-3,6,14e-9,174.019e-6,120.163e-18,301.043e-3,1.7216e-3,74.1906e-6,-46.3819e-18,374.686e-18,147.16e-18,164.526e-18,
680e-3,0,40e-3,6,14e-9,169.621e-6,121.912e-18,301.043e-3,1.8079e-3,77.6271e-6,-47.2613e-18,379.877e-18,149.845e-18,167.033e-18,
700e-3,0,40e-3,6,14e-9,165.222e-6,123.562e-18,301.043e-3,1.8920e-3,80.9755e-6,-48.0768e-18,384.748e-18,152.366e-18,169.381e-18,
720e-3,0,40e-3,6,14e-9,160.853e-6,125.12e-18,301.043e-3,1.9741e-3,84.2361e-6,-48.8317e-18,389.314e-18,154.734e-18,171.58e-18,
740e-3,0,40e-3,6,14e-9,156.536e-6,126.59e-18,301.043e-3,2.0540e-3,87.4099e-6,-49.5295e-18,393.592e-18,156.955e-18,173.637e-18,
760e-3,0,40e-3,6,14e-9,152.289e-6,127.976e-18,301.043e-3,2.1319e-3,90.498e-6,-50.1738e-18,397.599e-18,159.039e-18,175.56e-18,
780e-3,0,40e-3,6,14e-9,148.125e-6,129.284e-18,301.043e-3,2.2077e-3,93.502e-6,-50.7678e-18,401.351e-18,160.994e-18,177.357e-18,
800e-3,0,40e-3,6,14e-9,144.055e-6,130.518e-18,301.043e-3,2.2815e-3,96.4237e-6,-51.3148e-18,404.863e-18,162.827e-18,179.036e-18,
0,0,40e-3,10,14e-9,105.092e-9,65.9606e-18,301.02e-3,45.4686e-9,3.454e-9,-16.1057e-21,201.393e-18,46.811e-18,49.5823e-18,
20e-3,0,40e-3,10,14e-9,193.073e-9,67.336e-18,301.02e-3,83.546e-9,6.3470e-9,-29.7314e-21,204.162e-18,48.1898e-18,50.9725e-18,
40e-3,0,40e-3,10,14e-9,354.569e-9,68.7173e-18,301.02e-3,153.496e-9,11.6611e-9,-54.8642e-21,206.938e-18,49.5773e-18,52.3607e-18,
60e-3,0,40e-3,10,14e-9,650.678e-9,70.092e-18,301.02e-3,281.958e-9,21.4166e-9,-101.163e-21,209.722e-18,50.9633e-18,53.7586e-18,
80e-3,0,40e-3,10,14e-9,1.1925e-6,71.4516e-18,301.02e-3,517.751e-9,39.3072e-9,-186.243e-21,212.547e-18,52.344e-18,55.2031e-18,
100e-3,0,40e-3,10,14e-9,2.1802e-6,72.7967e-18,301.02e-3,950.131e-9,72.0562e-9,-341.88e-21,215.504e-18,53.7277e-18,56.7761e-18,
120e-3,0,40e-3,10,14e-9,3.9689e-6,74.144e-18,301.02e-3,1.7415e-6,131.802e-9,-624.233e-21,218.78e-18,55.1461e-18,58.6341e-18,
140e-3,0,40e-3,10,14e-9,7.1696e-6,75.5385e-18,301.02e-3,3.1856e-6,240.142e-9,-1.1289e-18,222.721e-18,56.6703e-18,61.0507e-18,
160e-3,0,40e-3,10,14e-9,12.7786e-6,77.0702e-18,301.02e-3,5.8052e-6,434.53e-9,-2.0079e-18,227.897e-18,58.4357e-18,64.4613e-18,
180e-3,0,40e-3,10,14e-9,22.2715e-6,78.8961e-18,301.02e-3,10.5095e-6,777.086e-9,-3.4748e-18,235.14e-18,60.6743e-18,69.4657e-18,
200e-3,0,40e-3,10,14e-9,37.48e-6,81.2574e-18,301.02e-3,18.813e-6,1.3635e-6,-5.7657e-18,245.439e-18,63.7409e-18,76.6982e-18,
220e-3,0,40e-3,10,14e-9,59.9966e-6,84.4657e-18,301.02e-3,33.0664e-6,2.3253e-6,-9.0284e-18,259.593e-18,68.0941e-18,86.4987e-18,
240e-3,0,40e-3,10,14e-9,90.1281e-6,88.8161e-18,301.02e-3,56.5263e-6,3.8146e-6,-13.1847e-18,277.73e-18,74.1762e-18,98.5537e-18,
260e-3,0,40e-3,10,14e-9,126.13e-6,94.4273e-18,301.02e-3,92.9878e-6,5.9699e-6,-17.9076e-18,299.095e-18,82.1845e-18,111.91e-18,
280e-3,0,40e-3,10,14e-9,164.633e-6,101.114e-18,301.02e-3,145.875e-6,8.8765e-6,-22.7805e-18,322.345e-18,91.8857e-18,125.459e-18,
300e-3,0,40e-3,10,14e-9,202.058e-6,108.445e-18,301.02e-3,217.218e-6,12.5478e-6,-27.4894e-18,346.106e-18,102.681e-18,138.424e-18,
320e-3,0,40e-3,10,14e-9,235.798e-6,115.954e-18,301.02e-3,307.205e-6,16.934e-6,-31.8925e-18,369.382e-18,113.896e-18,150.486e-18,
340e-3,0,40e-3,10,14e-9,264.517e-6,123.307e-18,301.02e-3,414.487e-6,21.9461e-6,-35.9746e-18,391.657e-18,125.023e-18,161.634e-18,
360e-3,0,40e-3,10,14e-9,287.851e-6,130.335e-18,301.02e-3,536.815e-6,27.4787e-6,-39.7758e-18,412.767e-18,135.781e-18,171.985e-18,
380e-3,0,40e-3,10,14e-9,306.002e-6,136.984e-18,301.02e-3,671.604e-6,33.4255e-6,-43.3453e-18,432.732e-18,146.056e-18,181.676e-18,
400e-3,0,40e-3,10,14e-9,319.452e-6,143.257e-18,301.02e-3,816.29e-6,39.6874e-6,-46.7223e-18,451.639e-18,155.824e-18,190.815e-18,
420e-3,0,40e-3,10,14e-9,328.786e-6,149.18e-18,301.02e-3,968.502e-6,46.1761e-6,-49.9323e-18,469.576e-18,165.097e-18,199.48e-18,
440e-3,0,40e-3,10,14e-9,334.606e-6,154.782e-18,301.02e-3,1.1261e-3,52.8154e-6,-52.9903e-18,486.617e-18,173.899e-18,207.718e-18,
460e-3,0,40e-3,10,14e-9,337.485e-6,160.088e-18,301.02e-3,1.2874e-3,59.5408e-6,-55.9037e-18,502.815e-18,182.256e-18,215.559e-18,
480e-3,0,40e-3,10,14e-9,337.941e-6,165.118e-18,301.02e-3,1.4507e-3,66.2987e-6,-58.6758e-18,518.209e-18,190.187e-18,223.022e-18,
500e-3,0,40e-3,10,14e-9,336.432e-6,169.889e-18,301.02e-3,1.6150e-3,73.0453e-6,-61.3078e-18,532.826e-18,197.71e-18,230.116e-18,
520e-3,0,40e-3,10,14e-9,333.354e-6,174.415e-18,301.02e-3,1.7790e-3,79.7455e-6,-63.8005e-18,546.691e-18,204.84e-18,236.852e-18,
540e-3,0,40e-3,10,14e-9,329.043e-6,178.707e-18,301.02e-3,1.9420e-3,86.3713e-6,-66.1547e-18,559.825e-18,211.59e-18,243.235e-18,
560e-3,0,40e-3,10,14e-9,323.781e-6,182.775e-18,301.02e-3,2.1033e-3,92.9009e-6,-68.3719e-18,572.247e-18,217.974e-18,249.273e-18,
580e-3,0,40e-3,10,14e-9,317.8e-6,186.628e-18,301.02e-3,2.2624e-3,99.3177e-6,-70.4545e-18,583.979e-18,224.003e-18,254.975e-18,
600e-3,0,40e-3,10,14e-9,311.293e-6,190.275e-18,301.02e-3,2.4188e-3,105.609e-6,-72.4057e-18,595.044e-18,229.693e-18,260.351e-18,
620e-3,0,40e-3,10,14e-9,304.415e-6,193.724e-18,301.02e-3,2.5724e-3,111.767e-6,-74.2293e-18,605.466e-18,235.055e-18,265.411e-18,
640e-3,0,40e-3,10,14e-9,297.291e-6,196.986e-18,301.02e-3,2.7228e-3,117.784e-6,-75.9299e-18,615.271e-18,240.104e-18,270.167e-18,
660e-3,0,40e-3,10,14e-9,290.024e-6,200.067e-18,301.02e-3,2.8699e-3,123.658e-6,-77.5126e-18,624.486e-18,244.854e-18,274.632e-18,
680e-3,0,40e-3,10,14e-9,282.693e-6,202.977e-18,301.02e-3,3.0136e-3,129.385e-6,-78.9828e-18,633.138e-18,249.318e-18,278.82e-18,
700e-3,0,40e-3,10,14e-9,275.362e-6,205.724e-18,301.02e-3,3.1538e-3,134.965e-6,-80.346e-18,641.254e-18,253.512e-18,282.742e-18,
720e-3,0,40e-3,10,14e-9,268.079e-6,208.316e-18,301.02e-3,3.2906e-3,140.4e-6,-81.6081e-18,648.864e-18,257.45e-18,286.415e-18,
740e-3,0,40e-3,10,14e-9,260.885e-6,210.761e-18,301.02e-3,3.4239e-3,145.689e-6,-82.7749e-18,655.995e-18,261.145e-18,289.85e-18,
760e-3,0,40e-3,10,14e-9,253.807e-6,213.068e-18,301.02e-3,3.5536e-3,150.836e-6,-83.8521e-18,662.673e-18,264.611e-18,293.062e-18,
780e-3,0,40e-3,10,14e-9,246.868e-6,215.244e-18,301.02e-3,3.6800e-3,155.842e-6,-84.8453e-18,668.925e-18,267.862e-18,296.063e-18,
800e-3,0,40e-3,10,14e-9,240.084e-6,217.297e-18,301.02e-3,3.8030e-3,160.712e-6,-85.76e-18,674.778e-18,270.91e-18,298.868e-18,
0,0,40e-3,20,14e-9,178.51e-9,139.643e-18,306.104e-3,77.1657e-9,5.8667e-9,-27.5755e-21,402.769e-18,93.6184e-18,99.1506e-18,
20e-3,0,40e-3,20,14e-9,327.977e-9,142.391e-18,306.104e-3,141.79e-9,10.7811e-9,-50.9092e-21,408.292e-18,96.3729e-18,101.919e-18,
40e-3,0,40e-3,20,14e-9,602.387e-9,145.15e-18,306.104e-3,260.514e-9,19.8087e-9,-93.9588e-21,413.817e-18,99.1423e-18,104.674e-18,
60e-3,0,40e-3,20,14e-9,1.1057e-6,147.892e-18,306.104e-3,478.57e-9,36.3844e-9,-173.297e-21,419.335e-18,101.904e-18,107.431e-18,
80e-3,0,40e-3,20,14e-9,2.0272e-6,150.598e-18,306.104e-3,878.883e-9,66.7926e-9,-319.21e-21,424.894e-18,104.646e-18,110.248e-18,
100e-3,0,40e-3,20,14e-9,3.7092e-6,153.265e-18,306.104e-3,1.6131e-6,122.487e-9,-586.517e-21,430.643e-18,107.379e-18,113.264e-18,
120e-3,0,40e-3,20,14e-9,6.7615e-6,155.916e-18,306.104e-3,2.9580e-6,224.201e-9,-1.0727e-18,436.901e-18,110.153e-18,116.749e-18,
140e-3,0,40e-3,20,14e-9,12.2434e-6,158.626e-18,306.104e-3,5.4143e-6,408.992e-9,-1.9457e-18,444.271e-18,113.087e-18,121.183e-18,
160e-3,0,40e-3,20,14e-9,21.9119e-6,161.552e-18,306.104e-3,9.8783e-6,741.637e-9,-3.4785e-18,453.77e-18,116.418e-18,127.352e-18,
180e-3,0,40e-3,20,14e-9,38.4486e-6,164.972e-18,306.104e-3,17.9201e-6,1.3310e-6,-6.0694e-18,466.94e-18,120.558e-18,136.383e-18,
200e-3,0,40e-3,20,14e-9,65.3732e-6,169.326e-18,306.104e-3,32.1906e-6,2.3488e-6,-10.1943e-18,485.728e-18,126.154e-18,149.574e-18,
220e-3,0,40e-3,20,14e-9,106.139e-6,175.213e-18,306.104e-3,56.8942e-6,4.0386e-6,-16.2216e-18,511.922e-18,134.087e-18,167.835e-18,
240e-3,0,40e-3,20,14e-9,162.209e-6,183.262e-18,306.104e-3,98.058e-6,6.6973e-6,-24.1274e-18,546.2e-18,145.29e-18,190.91e-18,
260e-3,0,40e-3,20,14e-9,231.192e-6,193.831e-18,306.104e-3,163.074e-6,10.614e-6,-33.3654e-18,587.482e-18,160.331e-18,217.151e-18,
280e-3,0,40e-3,20,14e-9,307.006e-6,206.713e-18,306.104e-3,259.138e-6,15.9908e-6,-43.1055e-18,633.277e-18,178.972e-18,244.305e-18,
300e-3,0,40e-3,20,14e-9,382.379e-6,221.133e-18,306.104e-3,391.137e-6,22.891e-6,-52.6425e-18,680.749e-18,200.153e-18,270.595e-18,
320e-3,0,40e-3,20,14e-9,451.524e-6,236.133e-18,306.104e-3,560.378e-6,31.2439e-6,-61.6081e-18,727.668e-18,222.501e-18,295.166e-18,
340e-3,0,40e-3,20,14e-9,511.177e-6,250.96e-18,306.104e-3,764.855e-6,40.8882e-6,-69.9223e-18,772.764e-18,244.887e-18,317.878e-18,
360e-3,0,40e-3,20,14e-9,560.204e-6,265.196e-18,306.104e-3,1.0004e-3,51.6198e-6,-77.6491e-18,815.565e-18,266.637e-18,338.928e-18,
380e-3,0,40e-3,20,14e-9,598.784e-6,278.686e-18,306.104e-3,1.2621e-3,63.2265e-6,-84.888e-18,856.045e-18,287.454e-18,358.591e-18,
400e-3,0,40e-3,20,14e-9,627.769e-6,291.418e-18,306.104e-3,1.5447e-3,75.5071e-6,-91.724e-18,894.358e-18,307.256e-18,377.102e-18,
420e-3,0,40e-3,20,14e-9,648.287e-6,303.434e-18,306.104e-3,1.8434e-3,88.2808e-6,-98.2155e-18,930.688e-18,326.056e-18,394.632e-18,
440e-3,0,40e-3,20,14e-9,661.535e-6,314.793e-18,306.104e-3,2.1539e-3,101.39e-6,-104.397e-18,965.191e-18,343.902e-18,411.289e-18,
460e-3,0,40e-3,20,14e-9,668.666e-6,325.548e-18,306.104e-3,2.4724e-3,114.701e-6,-110.286e-18,997.984e-18,360.842e-18,427.143e-18,
480e-3,0,40e-3,20,14e-9,670.738e-6,335.742e-18,306.104e-3,2.7959e-3,128.103e-6,-115.892e-18,1.0291e-15,376.919e-18,442.232e-18,
500e-3,0,40e-3,20,14e-9,668.691e-6,345.411e-18,306.104e-3,3.1217e-3,141.504e-6,-121.218e-18,1.0587e-15,392.171e-18,456.583e-18,
520e-3,0,40e-3,20,14e-9,663.341e-6,354.582e-18,306.104e-3,3.4476e-3,154.829e-6,-126.265e-18,1.0868e-15,406.629e-18,470.212e-18,
540e-3,0,40e-3,20,14e-9,655.383e-6,363.28e-18,306.104e-3,3.7718e-3,168.02e-6,-131.035e-18,1.1134e-15,420.32e-18,483.134e-18,
560e-3,0,40e-3,20,14e-9,645.402e-6,371.525e-18,306.104e-3,4.0930e-3,181.031e-6,-135.531e-18,1.1386e-15,433.272e-18,495.364e-18,
580e-3,0,40e-3,20,14e-9,633.884e-6,379.336e-18,306.104e-3,4.4100e-3,193.826e-6,-139.756e-18,1.1624e-15,445.508e-18,506.919e-18,
600e-3,0,40e-3,20,14e-9,621.229e-6,386.731e-18,306.104e-3,4.7220e-3,206.378e-6,-143.717e-18,1.1848e-15,457.057e-18,517.817e-18,
620e-3,0,40e-3,20,14e-9,607.763e-6,393.727e-18,306.104e-3,5.0284e-3,218.669e-6,-147.422e-18,1.2060e-15,467.944e-18,528.079e-18,
640e-3,0,40e-3,20,14e-9,593.751e-6,400.341e-18,306.104e-3,5.3287e-3,230.685e-6,-150.878e-18,1.2259e-15,478.198e-18,537.728e-18,
660e-3,0,40e-3,20,14e-9,579.403e-6,406.592e-18,306.104e-3,5.6224e-3,242.417e-6,-154.097e-18,1.2446e-15,487.845e-18,546.79e-18,
680e-3,0,40e-3,20,14e-9,564.891e-6,412.495e-18,306.104e-3,5.9095e-3,253.86e-6,-157.088e-18,1.2622e-15,496.915e-18,555.29e-18,
700e-3,0,40e-3,20,14e-9,550.346e-6,418.068e-18,306.104e-3,6.1897e-3,265.013e-6,-159.863e-18,1.2786e-15,505.436e-18,563.256e-18,
720e-3,0,40e-3,20,14e-9,535.875e-6,423.328e-18,306.104e-3,6.463e-3,275.875e-6,-162.433e-18,1.2941e-15,513.438e-18,570.714e-18,
740e-3,0,40e-3,20,14e-9,521.559e-6,428.29e-18,306.104e-3,6.7293e-3,286.449e-6,-164.809e-18,1.3086e-15,520.947e-18,577.692e-18,
760e-3,0,40e-3,20,14e-9,507.46e-6,432.971e-18,306.104e-3,6.9888e-3,296.738e-6,-167.004e-18,1.3222e-15,527.992e-18,584.218e-18,
780e-3,0,40e-3,20,14e-9,493.625e-6,437.387e-18,306.104e-3,7.2414e-3,306.749e-6,-169.029e-18,1.3349e-15,534.599e-18,590.317e-18,
800e-3,0,40e-3,20,14e-9,480.09e-6,441.553e-18,306.104e-3,7.4873e-3,316.485e-6,-170.894e-18,1.3468e-15,540.795e-18,596.015e-18,
0,0,40e-3,40,14e-9,315.139e-9,263.834e-18,309.27e-3,136.398e-9,10.3568e-9,-50.0998e-21,805.519e-18,187.233e-18,198.286e-18,
20e-3,0,40e-3,40,14e-9,579.026e-9,269.33e-18,309.27e-3,250.63e-9,19.0327e-9,-92.4972e-21,816.549e-18,192.738e-18,203.811e-18,
40e-3,0,40e-3,40,14e-9,1.0635e-6,274.843e-18,309.27e-3,460.496e-9,34.971e-9,-170.729e-21,827.568e-18,198.271e-18,209.298e-18,
60e-3,0,40e-3,40,14e-9,1.9524e-6,280.319e-18,309.27e-3,845.967e-9,64.2384e-9,-314.94e-21,838.55e-18,203.783e-18,214.767e-18,
80e-3,0,40e-3,40,14e-9,3.5805e-6,285.717e-18,309.27e-3,1.5536e-6,117.939e-9,-580.279e-21,849.568e-18,209.246e-18,220.323e-18,
100e-3,0,40e-3,40,14e-9,6.5540e-6,291.022e-18,309.27e-3,2.8520e-6,216.327e-9,-1.0667e-18,860.884e-18,214.672e-18,226.212e-18,
120e-3,0,40e-3,40,14e-9,11.9561e-6,296.275e-18,309.27e-3,5.2307e-6,396.115e-9,-1.9528e-18,873.075e-18,220.147e-18,232.928e-18,
140e-3,0,40e-3,40,14e-9,21.6782e-6,301.609e-18,309.27e-3,9.5777e-6,723.09e-9,-3.5481e-18,887.243e-18,225.887e-18,241.356e-18,
160e-3,0,40e-3,40,14e-9,38.8869e-6,307.306e-18,309.27e-3,17.4854e-6,1.3127e-6,-6.3612e-18,905.281e-18,232.321e-18,252.96e-18,
180e-3,0,40e-3,40,14e-9,68.496e-6,313.88e-18,309.27e-3,31.7555e-6,2.3608e-6,-11.151e-18,930.108e-18,240.21e-18,269.899e-18,
200e-3,0,40e-3,40,14e-9,117.156e-6,322.161e-18,309.27e-3,57.152e-6,4.1794e-6,-18.862e-18,965.544e-18,250.772e-18,294.772e-18,
220e-3,0,40e-3,40,14e-9,191.812e-6,333.308e-18,309.27e-3,101.323e-6,7.2210e-6,-30.3017e-18,1.0153e-15,265.711e-18,329.627e-18,
240e-3,0,40e-3,40,14e-9,296.222e-6,348.602e-18,309.27e-3,175.446e-6,12.052e-6,-45.5787e-18,1.0813e-15,286.924e-18,374.399e-18,
260e-3,0,40e-3,40,14e-9,427.059e-6,368.897e-18,309.27e-3,293.643e-6,19.2479e-6,-63.7503e-18,1.1619e-15,315.734e-18,426.171e-18,
280e-3,0,40e-3,40,14e-9,573.416e-6,393.979e-18,309.27e-3,470.273e-6,29.2385e-6,-83.1878e-18,1.2524e-15,351.958e-18,480.463e-18,
300e-3,0,40e-3,40,14e-9,721.133e-6,422.444e-18,309.27e-3,715.839e-6,42.193e-6,-102.396e-18,1.3471e-15,393.689e-18,533.466e-18,
320e-3,0,40e-3,40,14e-9,858.266e-6,452.367e-18,309.27e-3,1.0340e-3,58.0121e-6,-120.529e-18,1.4413e-15,438.188e-18,583.181e-18,
340e-3,0,40e-3,40,14e-9,977.684e-6,482.139e-18,309.27e-3,1.4219e-3,76.4046e-6,-137.356e-18,1.5322e-15,483.063e-18,629.156e-18,
360e-3,0,40e-3,40,14e-9,1.0766e-3,510.822e-18,309.27e-3,1.8720e-3,96.9823e-6,-152.978e-18,1.6185e-15,526.822e-18,671.726e-18,
380e-3,0,40e-3,40,14e-9,1.1550e-3,538.038e-18,309.27e-3,2.3747e-3,119.332e-6,-167.594e-18,1.7002e-15,568.769e-18,711.438e-18,
400e-3,0,40e-3,40,14e-9,1.2145e-3,563.727e-18,309.27e-3,2.9198e-3,143.058e-6,-181.381e-18,1.7774e-15,608.688e-18,748.784e-18,
420e-3,0,40e-3,40,14e-9,1.2572e-3,587.967e-18,309.27e-3,3.4978e-3,167.802e-6,-194.466e-18,1.8507e-15,646.589e-18,784.125e-18,
440e-3,0,40e-3,40,14e-9,1.2853e-3,610.872e-18,309.27e-3,4.1002e-3,193.25e-6,-206.923e-18,1.9202e-15,682.559e-18,817.697e-18,
460e-3,0,40e-3,40,14e-9,1.3012e-3,632.551e-18,309.27e-3,4.7195e-3,219.135e-6,-218.794e-18,1.9863e-15,716.699e-18,849.646e-18,
480e-3,0,40e-3,40,14e-9,1.3069e-3,653.095e-18,309.27e-3,5.3494e-3,245.231e-6,-230.097e-18,2.0491e-15,749.098e-18,880.06e-18,
500e-3,0,40e-3,40,14e-9,1.3043e-3,672.577e-18,309.27e-3,5.9846e-3,271.356e-6,-240.84e-18,2.1088e-15,779.833e-18,908.993e-18,
520e-3,0,40e-3,40,14e-9,1.2950e-3,691.056e-18,309.27e-3,6.6206e-3,297.359e-6,-251.027e-18,2.1654e-15,808.968e-18,936.48e-18,
540e-3,0,40e-3,40,14e-9,1.2804e-3,708.581e-18,309.27e-3,7.2540e-3,323.122e-6,-260.659e-18,2.2191e-15,836.56e-18,962.551e-18,
560e-3,0,40e-3,40,14e-9,1.2617e-3,725.193e-18,309.27e-3,7.8819e-3,348.55e-6,-269.743e-18,2.2699e-15,862.663e-18,987.235e-18,
580e-3,0,40e-3,40,14e-9,1.2398e-3,740.931e-18,309.27e-3,8.5021e-3,373.57e-6,-278.286e-18,2.3178e-15,887.328e-18,1.0105e-15,
600e-3,0,40e-3,40,14e-9,1.2156e-3,755.831e-18,309.27e-3,9.1128e-3,398.129e-6,-286.298e-18,2.3631e-15,910.608e-18,1.0325e-15,
620e-3,0,40e-3,40,14e-9,1.1897e-3,769.928e-18,309.27e-3,9.7126e-3,422.185e-6,-293.795e-18,2.4058e-15,932.557e-18,1.0533e-15,
640e-3,0,40e-3,40,14e-9,1.1627e-3,783.257e-18,309.27e-3,10.3007e-3,445.712e-6,-300.794e-18,2.4460e-15,953.229e-18,1.0728e-15,
660e-3,0,40e-3,40,14e-9,1.1349e-3,795.853e-18,309.27e-3,10.8762e-3,468.69e-6,-307.313e-18,2.4838e-15,972.68e-18,1.0911e-15,
680e-3,0,40e-3,40,14e-9,1.1068e-3,807.749e-18,309.27e-3,11.4387e-3,491.108e-6,-313.374e-18,2.5192e-15,990.969e-18,1.1083e-15,
700e-3,0,40e-3,40,14e-9,1.0785e-3,818.981e-18,309.27e-3,11.9879e-3,512.962e-6,-318.999e-18,2.5525e-15,1.0081e-15,1.1244e-15,
720e-3,0,40e-3,40,14e-9,1.0504e-3,829.58e-18,309.27e-3,12.5237e-3,534.251e-6,-324.211e-18,2.5838e-15,1.0242e-15,1.1395e-15,
740e-3,0,40e-3,40,14e-9,1.0225e-3,839.581e-18,309.27e-3,13.0459e-3,554.979e-6,-329.032e-18,2.6130e-15,1.0394e-15,1.1536e-15,
760e-3,0,40e-3,40,14e-9,995.017e-6,849.015e-18,309.27e-3,13.5547e-3,575.154e-6,-333.487e-18,2.6404e-15,1.0536e-15,1.1668e-15,
780e-3,0,40e-3,40,14e-9,968.022e-6,857.914e-18,309.27e-3,14.0501e-3,594.783e-6,-337.597e-18,2.6661e-15,1.0669e-15,1.1791e-15,
800e-3,0,40e-3,40,14e-9,941.592e-6,866.308e-18,309.27e-3,14.5324e-3,613.878e-6,-341.384e-18,2.6901e-15,1.0794e-15,1.1907e-15,
0,0,60e-3,2,14e-9,26.6676e-9,16.7538e-18,299.029e-3,5.6564e-9,876.547e-12,-3.4046e-21,40.0077e-18,9.0906e-18,9.9170e-18,
20e-3,0,60e-3,2,14e-9,48.9909e-9,17.0251e-18,299.029e-3,10.3892e-9,1.6106e-9,-6.2839e-21,40.5578e-18,9.3621e-18,10.1956e-18,
40e-3,0,60e-3,2,14e-9,89.9671e-9,17.3002e-18,299.029e-3,19.08e-9,2.9590e-9,-11.5937e-21,41.1121e-18,9.6379e-18,10.4742e-18,
60e-3,0,60e-3,2,14e-9,165.102e-9,17.5766e-18,299.029e-3,35.0353e-9,5.4343e-9,-21.3731e-21,41.6709e-18,9.9154e-18,10.7554e-18,
80e-3,0,60e-3,2,14e-9,302.603e-9,17.8517e-18,299.029e-3,64.3135e-9,9.9740e-9,-39.3391e-21,42.2401e-18,10.1927e-18,11.0474e-18,
100e-3,0,60e-3,2,14e-9,553.349e-9,18.124e-18,299.029e-3,117.994e-9,18.2849e-9,-72.1926e-21,42.8364e-18,10.4688e-18,11.3676e-18,
120e-3,0,60e-3,2,14e-9,1.0076e-6,18.3937e-18,299.029e-3,216.266e-9,33.451e-9,-131.763e-21,43.4947e-18,10.7455e-18,11.7492e-18,
140e-3,0,60e-3,2,14e-9,1.8216e-6,18.6643e-18,299.029e-3,395.68e-9,60.9676e-9,-238.153e-21,44.2789e-18,11.0292e-18,12.2497e-18,
160e-3,0,60e-3,2,14e-9,3.2512e-6,18.9452e-18,299.029e-3,721.658e-9,110.391e-9,-423.251e-21,45.2944e-18,11.3339e-18,12.9605e-18,
180e-3,0,60e-3,2,14e-9,5.6812e-6,19.2544e-18,299.029e-3,1.3090e-6,197.661e-9,-731.662e-21,46.6921e-18,11.6863e-18,14.0057e-18,
200e-3,0,60e-3,2,14e-9,9.6051e-6,19.623e-18,299.029e-3,2.3532e-6,347.602e-9,-1.2126e-18,48.6463e-18,12.1316e-18,15.5147e-18,
220e-3,0,60e-3,2,14e-9,15.4949e-6,20.0971e-18,299.029e-3,4.1702e-6,595.032e-9,-1.8978e-18,51.2908e-18,12.7371e-18,17.5537e-18,
240e-3,0,60e-3,2,14e-9,23.5503e-6,20.7335e-18,299.029e-3,7.2323e-6,981.954e-9,-2.7736e-18,54.6439e-18,13.5869e-18,20.0569e-18,
260e-3,0,60e-3,2,14e-9,33.4695e-6,21.5825e-18,299.029e-3,12.1664e-6,1.5495e-6,-3.7773e-18,58.5914e-18,14.7586e-18,22.8329e-18,
