Vd0,Vd1,Id0,Id1,Rout,Cout
0.2526,0.5053,-2.682e-06,-3.725e-06,-237191.6508538899,2.162915676618858e-16
0.2526,0.5474,-2.682e-06,-3.903e-06,-237304.22401518747,2.0976621499511808e-16
0.2526,0.5895,-2.682e-06,-4.08e-06,-237812.1284185493,2.0403663704380985e-16
0.2526,0.6316,-2.682e-06,-4.257e-06,-238663.4844868735,1.9894367886486918e-16
0.2526,0.6737,-2.682e-06,-4.433e-06,-239923.22456813825,1.943281855152042e-16
0.2526,0.7158,-2.682e-06,-4.608e-06,-241487.56339048542,1.901901569948149e-16
0.2526,0.7579,-2.682e-06,-4.781e-06,-243427.45861733204,1.8652959330370132e-16
0.2526,0.8,-2.682e-06,-4.954e-06,-245760.6291472106,1.8302818455567964e-16
0.2947,0.0,0.0,0.0,-4244.482173174873,4.3528876935633367e-16
0.2947,0.04211,-1.034e-05,-5.816e-06,-14413.375612568465,3.7544651075378105e-16
0.2947,0.08421,-1.034e-05,-7.493e-06,-45977.011494252874,3.4823101548506693e-16
0.2947,0.1263,-1.034e-05,-8.165e-06,-77279.75270479135,3.3279298600515314e-16
0.2947,0.1684,-1.034e-05,-8.688e-06,-81103.00081103001,3.191056608992501e-16
0.2947,0.2105,-1.034e-05,-9.218e-06,-77639.75155279502,3.0494087096407157e-16
0.2947,0.2526,-1.034e-05,-9.772e-06,-74682.59895444362,2.9061692608580086e-16
0.2947,0.2947,-1.034e-05,-1.034e-05,-72833.21194464674,2.766112910937141e-16
0.2947,0.3368,-1.034e-05,-1.093e-05,-71684.58781362008,2.635605857601786e-16
0.2947,0.3789,-1.034e-05,-1.152e-05,-71073.20540156361,2.516239650282865e-16
0.2947,0.4211,-1.034e-05,-1.211e-05,-70721.35785007071,2.409605838411296e-16
0.2947,0.4632,-1.034e-05,-1.271e-05,-70571.63020465772,2.3157044219870774e-16
0.2947,0.5053,-1.034e-05,-1.33e-05,-70571.63020465772,2.232943851579292e-16
0.2947,0.5474,-1.034e-05,-1.39e-05,-70671.3780918728,2.1597325777570195e-16
0.2947,0.5895,-1.034e-05,-1.449e-05,-70921.98581560283,2.0960706005202615e-16
0.2947,0.6316,-1.034e-05,-1.509e-05,-71225.07122507122,2.0387748210071796e-16
0.2947,0.6737,-1.034e-05,-1.568e-05,-71633.23782234956,1.9878452392177734e-16
0.2947,0.7158,-1.034e-05,-1.626e-05,-72098.05335255947,1.941690305721124e-16
0.2947,0.7579,-1.034e-05,-1.684e-05,-72674.41860465116,1.90031002051723e-16
0.2947,0.8,-1.034e-05,-1.742e-05,-73367.57153338223,1.8637043836060949e-16
0.3368,0.0,0.0,0.0,-1602.0506247997434,5.182084947072113e-16
0.3368,0.04211,-3.308e-05,-1.713e-05,-4288.164665523156,4.28763416689566e-16
0.3368,0.08421,-3.308e-05,-2.303e-05,-12753.475322025253,3.7417327120904587e-16
0.3368,0.1263,-3.308e-05,-2.535e-05,-24003.84061449832,3.495042550298022e-16
0.3368,0.1684,-3.308e-05,-2.695e-05,-27816.411682892904,3.3406622554988837e-16
0.3368,0.2105,-3.308e-05,-2.845e-05,-27886.224205242615,3.199014356147096e-16
0.3368,0.2526,-3.308e-05,-2.998e-05,-27434.842249657064,3.055774907364391e-16
0.3368,0.2947,-3.308e-05,-3.152e-05,-27100.271002710026,2.9109439091507654e-16
0.3368,0.3368,-3.308e-05,-3.308e-05,-26917.9004037685,2.7692960097989794e-16
0.3368,0.3789,-3.308e-05,-3.465e-05,-26845.637583892618,2.6387889564636246e-16
0.3368,0.4211,-3.308e-05,-3.622e-05,-26845.637583892614,2.5178311997137845e-16
