"TE_stack2 (fins=4,vds=0.1) X","TE_stack2 (fins=4,vds=0.1) Y","TE_stack2 (fins=4,vds=0.2) X","TE_stack2 (fins=4,vds=0.2) Y","TE_stack2 (fins=4,vds=0.3) X","TE_stack2 (fins=4,vds=0.3) Y","TE_stack2 (fins=4,vds=0.4) X","TE_stack2 (fins=4,vds=0.4) Y","TE_stack2 (fins=4,vds=0.5) X","TE_stack2 (fins=4,vds=0.5) Y","TE_stack2 (fins=4,vds=0.6) X","TE_stack2 (fins=4,vds=0.6) Y","TE_stack2 (fins=4,vds=0.7) X","TE_stack2 (fins=4,vds=0.7) Y","TE_stack2 (fins=10,vds=0.1) X","TE_stack2 (fins=10,vds=0.1) Y","TE_stack2 (fins=10,vds=0.2) X","TE_stack2 (fins=10,vds=0.2) Y","TE_stack2 (fins=10,vds=0.3) X","TE_stack2 (fins=10,vds=0.3) Y","TE_stack2 (fins=10,vds=0.4) X","TE_stack2 (fins=10,vds=0.4) Y","TE_stack2 (fins=10,vds=0.5) X","TE_stack2 (fins=10,vds=0.5) Y","TE_stack2 (fins=10,vds=0.6) X","TE_stack2 (fins=10,vds=0.6) Y","TE_stack2 (fins=10,vds=0.7) X","TE_stack2 (fins=10,vds=0.7) Y","TE_stack2 (fins=20,vds=0.1) X","TE_stack2 (fins=20,vds=0.1) Y","TE_stack2 (fins=20,vds=0.2) X","TE_stack2 (fins=20,vds=0.2) Y","TE_stack2 (fins=20,vds=0.3) X","TE_stack2 (fins=20,vds=0.3) Y","TE_stack2 (fins=20,vds=0.4) X","TE_stack2 (fins=20,vds=0.4) Y","TE_stack2 (fins=20,vds=0.5) X","TE_stack2 (fins=20,vds=0.5) Y","TE_stack2 (fins=20,vds=0.6) X","TE_stack2 (fins=20,vds=0.6) Y","TE_stack2 (fins=20,vds=0.7) X","TE_stack2 (fins=20,vds=0.7) Y","TE_stack2 (fins=30,vds=0.1) X","TE_stack2 (fins=30,vds=0.1) Y","TE_stack2 (fins=30,vds=0.2) X","TE_stack2 (fins=30,vds=0.2) Y","TE_stack2 (fins=30,vds=0.3) X","TE_stack2 (fins=30,vds=0.3) Y","TE_stack2 (fins=30,vds=0.4) X","TE_stack2 (fins=30,vds=0.4) Y","TE_stack2 (fins=30,vds=0.5) X","TE_stack2 (fins=30,vds=0.5) Y","TE_stack2 (fins=30,vds=0.6) X","TE_stack2 (fins=30,vds=0.6) Y","TE_stack2 (fins=30,vds=0.7) X","TE_stack2 (fins=30,vds=0.7) Y","TE_stack2 (fins=40,vds=0.1) X","TE_stack2 (fins=40,vds=0.1) Y","TE_stack2 (fins=40,vds=0.2) X","TE_stack2 (fins=40,vds=0.2) Y","TE_stack2 (fins=40,vds=0.3) X","TE_stack2 (fins=40,vds=0.3) Y","TE_stack2 (fins=40,vds=0.4) X","TE_stack2 (fins=40,vds=0.4) Y","TE_stack2 (fins=40,vds=0.5) X","TE_stack2 (fins=40,vds=0.5) Y","TE_stack2 (fins=40,vds=0.6) X","TE_stack2 (fins=40,vds=0.6) Y","TE_stack2 (fins=40,vds=0.7) X","TE_stack2 (fins=40,vds=0.7) Y"
0.08000000000000002,29.23952383113378,0.08000000000000002,29.23067508983643,0.08000000000000002,29.22038420416964,0.08000000000000002,29.2078199682237,0.08000000000000002,29.1915129677345,0.08000000000000002,29.16953350124219,0.08000000000000002,29.13853889543096,0.08000000000000002,29.24501504880624,0.08000000000000002,29.24012921842253,0.08000000000000002,29.23340751527587,0.08000000000000002,29.2241173994175,0.08000000000000002,29.21095000610792,0.08000000000000002,29.1920976008223,0.08000000000000002,29.16434102156422,0.08000000000000002,29.24684382069771,0.08000000000000002,29.24326689241902,0.08000000000000002,29.23771354755642,0.08000000000000002,29.22948777187127,0.08000000000000002,29.21733572401802,0.08000000000000002,29.19949043944179,0.08000000000000002,29.17277280595037,0.08000000000000002,29.24745323213028,0.08000000000000002,29.24431127934195,0.08000000000000002,29.2391450646236,0.08000000000000002,29.23127116037699,0.08000000000000002,29.21945424713841,0.08000000000000002,29.2019409832878,0.08000000000000002,29.17556546559882,0.08000000000000002,29.24775790742969,0.08000000000000002,29.24483318910662,0.08000000000000002,29.23986010733666,0.08000000000000002,29.2321616067993,0.08000000000000002,29.22051165019619,0.08000000000000002,29.203163711296,0.08000000000000002,29.1769584837505
0.08800000000000002,29.24062657203789,0.08800000000000002,29.23398964555509,0.08800000000000002,29.22623475764463,0.08800000000000002,29.21681348065981,0.08800000000000002,29.20462629335437,0.08800000000000002,29.1882274684694,0.08800000000000002,29.16525605726362,0.08800000000000002,29.24483066125201,0.08800000000000002,29.24122616967348,0.08800000000000002,29.23620271919316,0.08800000000000002,29.22928744187241,0.08800000000000002,29.21950343455778,0.08800000000000002,29.2054980860844,0.08800000000000002,29.18500239622345,0.08800000000000002,29.24623069003873,0.08800000000000002,29.24362761268809,0.08800000000000002,29.23949809498405,0.08800000000000002,29.23339724296439,0.08800000000000002,29.22439019588893,0.08800000000000002,29.21115546481222,0.08800000000000002,29.19145387031725,0.08800000000000002,29.246697217902,0.08800000000000002,29.24442691757443,0.08800000000000002,29.24059357617206,0.08800000000000002,29.23476195576037,0.08800000000000002,29.22601133747423,0.08800000000000002,29.21303062461048,0.08800000000000002,29.19359049279699,0.08800000000000002,29.24693045284812,0.08800000000000002,29.24482634644182,0.08800000000000002,29.24114075996492,0.08800000000000002,29.23544333712656,0.08800000000000002,29.22682046600044,0.08800000000000002,29.21396623749773,0.08800000000000002,29.1946562439765
0.09600000000000003,29.2407692048825,0.09600000000000003,29.23580570136489,0.09600000000000003,29.22994249931372,0.09600000000000003,29.2228656030433,0.09600000000000003,29.21375238423507,0.09600000000000003,29.20151786174268,0.09600000000000003,29.18447477412857,0.09600000000000003,29.24398645124949,0.09600000000000003,29.24134130314756,0.09600000000000003,29.23756672046071,0.09600000000000003,29.23240656273439,0.09600000000000003,29.22513161291482,0.09600000000000003,29.21472765243434,0.09600000000000003,29.19957589017995,0.09600000000000003,29.24505779341512,0.09600000000000003,29.24317816485624,0.09600000000000003,29.24008702996524,0.09600000000000003,29.23554969281466,0.09600000000000003,29.22886896569355,0.09600000000000003,29.21905428789522,0.09600000000000003,29.20450907179494,0.09600000000000003,29.24541478849997,0.09600000000000003,29.24378953041147,0.09600000000000003,29.24092482799504,0.09600000000000003,29.23659337293255,0.09600000000000003,29.23010875277177,0.09600000000000003,29.22048830927786,0.09600000000000003,29.20614279565436,0.09600000000000003,29.24559326316371,0.09600000000000003,29.24409504619156,0.09600000000000003,29.24134329718282,0.09600000000000003,29.23711446238831,0.09600000000000003,29.23072753338762,0.09600000000000003,29.22120380680267,0.09600000000000003,29.20695768622466
0.104,29.2399849358572,0.104,29.23629234857239,0.104,29.23183454948859,0.104,29.22650247344203,0.104,29.21968055931271,0.104,29.21055184691737,0.104,29.19789683074855,0.104,29.24244517974769,0.104,29.24052247804698,0.104,29.23765977916054,0.104,29.23379237923426,0.104,29.22837564289435,0.104,29.22064610420471,0.104,29.20943517882852,0.104,29.24326441129624,0.104,29.24192607586659,0.104,29.2395852884551,0.104,29.23619379369678,0.104,29.23123127171915,0.104,29.22395214220651,0.104,29.21320433701093,0.104,29.24353739420232,0.104,29.2423932325634,0.104,29.24022535307489,0.104,29.23699116943494,0.104,29.23217854864042,0.104,29.22504788065504,0.104,29.21445255247049,0.104,29.2436738693089,0.104,29.24262667720573,0.104,29.24054505618463,0.104,29.23738928249374,0.104,29.23265133488751,0.104,29.22559458815337,0.104,29.21507515415453
0.112,29.23823418844146,0.112,29.23551306238274,0.112,29.23209196337905,0.112,29.22805356572089,0.112,29.22293700375485,0.112,29.21612343007198,0.112,29.20672135295116,0.112,29.24011324111237,0.112,29.23874002634593,0.112,29.236534664709,0.112,29.23361394304806,0.112,29.22957057325616,0.112,29.22382585001974,0.112,29.21552601953295,0.112,29.24073892705096,0.112,29.23981072898444,0.112,29.23800315097706,0.112,29.23544561150937,0.112,29.23174919649926,0.112,29.22634861882797,0.112,29.21840236105803,0.112,29.24094741483875,0.112,29.24016708635548,0.112,29.23849129157445,0.112,29.23605380560974,0.112,29.232471900686,0.112,29.22718476555326,0.112,29.21935492786247,0.112,29.24105164491239,0.112,29.24034516249767,0.112,29.23873510838677,0.112,29.23635746443196,0.112,29.23283260211215,0.112,29.22760195424277,0.112,29.21983006330022
0.1200000000000001,29.23540407853974,0.1200000000000001,29.23343349330822,0.1200000000000001,29.23076732108312,0.1200000000000001,29.22768173098182,0.1200000000000001,29.2238312930389,0.1200000000000001,29.2187423387351,0.1200000000000001,29.21175499230984,0.1200000000000001,29.23683623030683,0.1200000000000001,29.23588796570039,0.1200000000000001,29.23414525414383,0.1200000000000001,29.23191062379084,0.1200000000000001,29.22887879422653,0.1200000000000001,29.2246058702471,0.1200000000000001,29.21845972380831,0.1200000000000001,29.23731309997449,0.1200000000000001,29.23670235321146,0.1200000000000001,29.235261814633,0.1200000000000001,29.23330376926769,0.1200000000000001,29.23053669945977,0.1200000000000001,29.22652665451781,0.1200000000000001,29.22065048996392,0.1200000000000001,29.23747199997256,0.1200000000000001,29.23697339992784,0.1200000000000001,29.23563297289563,0.1200000000000001,29.23376636445491,0.1200000000000001,29.23108668899588,0.1200000000000001,29.22716331216894,0.1200000000000001,29.22137606140627,0.1200000000000001,29.23755143865371,0.1200000000000001,29.23710884727589,0.1200000000000001,29.23581836125569,0.1200000000000001,29.23399732958928,0.1200000000000001,29.23136119320624,0.1200000000000001,29.22748097449922,0.1200000000000001,29.22173798196004
0.1280000000000001,29.23130212062755,0.1280000000000001,29.22992160606245,0.1280000000000001,29.22779214438188,0.1280000000000001,29.22539993438897,0.1280000000000001,29.22248554172483,0.1280000000000001,29.21868008287539,0.1280000000000001,29.213487563684,0.1280000000000001,29.23238973983903,0.1280000000000001,29.23177908644413,0.1280000000000001,29.23034699505838,0.1280000000000001,29.22860022116975,0.1280000000000001,29.22630899500591,0.1280000000000001,29.22312606874594,0.1280000000000001,29.21857553981726,0.1280000000000001,29.23275188741749,0.1280000000000001,29.23239540545891,0.1280000000000001,29.23119155722365,0.1280000000000001,29.22965468068499,0.1280000000000001,29.22756516912226,0.1280000000000001,29.22458298719406,0.1280000000000001,29.22023872450672,0.1280000000000001,29.23287255996282,0.1280000000000001,29.23260053349625,0.1280000000000001,29.2314723081901,0.1280000000000001,29.23000483461849,0.1280000000000001,29.22798192464341,0.1280000000000001,29.22506594898691,0.1280000000000001,29.22078963830633,0.1280000000000001,29.23293288816701,0.1280000000000001,29.23270303868262,0.1280000000000001,29.23161253992659,0.1280000000000001,29.2301796644444,0.1280000000000001,29.22818993815082,0.1280000000000001,29.22530693512441,0.1280000000000001,29.22106445345312
0.1360000000000001,29.22564416781285,0.1360000000000001,29.22474051153722,0.1360000000000001,29.22297511216328,0.1360000000000001,29.22107640825157,0.1360000000000001,29.2188488690402,0.1360000000000001,29.21599713021455,0.1360000000000001,29.21214049659888,0.1360000000000001,29.22646500567842,0.1360000000000001,29.22613384547953,0.1360000000000001,29.22488973648032,0.1360000000000001,29.22347738973759,0.1360000000000001,29.22172264587779,0.1360000000000001,29.21934527940655,0.1360000000000001,29.21597870859126,0.1360000000000001,29.22673832382484,0.1360000000000001,29.22659618834276,0.1360000000000001,29.22552276870133,0.1360000000000001,29.22426874826665,0.1360000000000001,29.22266727667196,0.1360000000000001,29.22044315506976,0.1360000000000001,29.21723433445021,0.1360000000000001,29.22682939711686,0.1360000000000001,29.22675007100642,0.1360000000000001,29.22573321492947,0.1360000000000001,29.22453156386994,0.1360000000000001,29.2229807253895,0.1360000000000001,29.22080717406587,0.1360000000000001,29.21765035552025,0.1360000000000001,29.22687492785054,0.1360000000000001,29.22682696981569,0.1360000000000001,29.2258383328654,0.1360000000000001,29.2246627910814,0.1360000000000001,29.22313718474204,0.1360000000000001,29.22098882487839,0.1360000000000001,29.21785790051548
0.1440000000000001,29.21803588427624,0.1440000000000001,29.21753381673928,0.1440000000000001,29.21599130928563,0.1440000000000001,29.21442900965518,0.1440000000000001,29.21269869498924,0.1440000000000001,29.21055376067633,0.1440000000000001,29.20769307379161,0.1440000000000001,29.21864863833467,0.1440000000000001,29.21856269272384,0.1440000000000001,29.21740280250188,0.1440000000000001,29.2162028036633,0.1440000000000001,29.21482913424331,0.1440000000000001,29.21304499900029,0.1440000000000001,29.21055857614229,0.1440000000000001,29.21885267493093,0.1440000000000001,29.21890414594397,0.1440000000000001,29.21786964635082,0.1440000000000001,29.21678780987356,0.1440000000000001,29.21553007085196,0.1440000000000001,29.21386285848793,0.1440000000000001,29.21149730645241,0.1440000000000001,29.21892066335718,0.1440000000000001,29.21901779874516,0.1440000000000001,29.21802486307768,0.1440000000000001,29.21698213527505,0.1440000000000001,29.21576272798768,0.1440000000000001,29.21413414078247,0.1440000000000001,29.21180847582481,0.1440000000000001,29.21895465306854,0.1440000000000001,29.21907459363844,0.1440000000000001,29.21810239702461,0.1440000000000001,29.21707917233584,0.1440000000000001,29.21587887377804,0.1440000000000001,29.21426953460215,0.1440000000000001,29.21196373935543
0.1520000000000001,29.20794669748831,0.1520000000000001,29.20780274855386,0.1520000000000001,29.20636218451337,0.1520000000000001,29.20500895001683,0.1520000000000001,29.20362963563603,0.1520000000000001,29.20200610999474,0.1520000000000001,29.19988965493125,0.1520000000000001,29.20839521203285,0.1520000000000001,29.20854085148071,0.1520000000000001,29.20737171569451,0.1520000000000001,29.20628283055945,0.1520000000000001,29.20516983908775,0.1520000000000001,29.20381985659465,0.1520000000000001,29.20198946825346,0.1520000000000001,29.20854456781061,0.1520000000000001,29.20878587282435,0.1520000000000001,29.20770583887393,0.1520000000000001,29.20670346878963,0.1520000000000001,29.20567746440058,0.1520000000000001,29.20441661464766,0.1520000000000001,29.20267913210044,0.1520000000000001,29.20859433660429,0.1520000000000001,29.20886743539046,0.1520000000000001,29.20781695346631,0.1520000000000001,29.20684325182568,0.1520000000000001,29.2058460556004,0.1520000000000001,29.20461470299044,0.1520000000000001,29.2029079343461,0.1520000000000001,29.20861921794768,0.1520000000000001,29.20890819583755,0.1520000000000001,29.20787246277511,0.1520000000000001,29.20691306373811,0.1520000000000001,29.20593023648787,0.1520000000000001,29.20471359385591,0.1520000000000001,29.20302213541654
0.1600000000000001,29.19467553662212,0.1600000000000001,29.19487402522726,0.1600000000000001,29.19342528224486,0.1600000000000001,29.19217326815544,0.1600000000000001,29.19102985967094,0.1600000000000001,29.1897879071007,0.1600000000000001,29.18822960311388,0.1600000000000001,29.19499194516932,0.1600000000000001,29.19537433243256,0.1600000000000001,29.19410539231412,0.1600000000000001,29.19303885474238,0.1600000000000001,29.19209073949542,0.1600000000000001,29.1910550236371,0.1600000000000001,29.18971567304092,0.1600000000000001,29.19509732132419,0.1600000000000001,29.19554051014602,0.1600000000000001,29.19433080648006,0.1600000000000001,29.19332538186773,0.1600000000000001,29.19244161055788,0.1600000000000001,29.19147373669904,0.1600000000000001,29.19020617124777,0.1600000000000001,29.19513243641505,0.1600000000000001,29.19559583774285,0.1600000000000001,29.19440580515928,0.1600000000000001,29.19342067748481,0.1600000000000001,29.19255827659287,0.1600000000000001,29.19161292337562,0.1600000000000001,29.19036916159495,0.1600000000000001,29.19514999185216,0.1600000000000001,29.19562348963478,0.1600000000000001,29.19444327851459,0.1600000000000001,29.19346828541762,0.1600000000000001,29.19261655619053,0.1600000000000001,29.19168244595872,0.1600000000000001,29.19045056303135
