"TE_stack3 (fins=4,vds=0.1) X","TE_stack3 (fins=4,vds=0.1) Y","TE_stack3 (fins=4,vds=0.2) X","TE_stack3 (fins=4,vds=0.2) Y","TE_stack3 (fins=4,vds=0.3) X","TE_stack3 (fins=4,vds=0.3) Y","TE_stack3 (fins=4,vds=0.4) X","TE_stack3 (fins=4,vds=0.4) Y","TE_stack3 (fins=4,vds=0.5) X","TE_stack3 (fins=4,vds=0.5) Y","TE_stack3 (fins=4,vds=0.6) X","TE_stack3 (fins=4,vds=0.6) Y","TE_stack3 (fins=4,vds=0.7) X","TE_stack3 (fins=4,vds=0.7) Y","TE_stack3 (fins=10,vds=0.1) X","TE_stack3 (fins=10,vds=0.1) Y","TE_stack3 (fins=10,vds=0.2) X","TE_stack3 (fins=10,vds=0.2) Y","TE_stack3 (fins=10,vds=0.3) X","TE_stack3 (fins=10,vds=0.3) Y","TE_stack3 (fins=10,vds=0.4) X","TE_stack3 (fins=10,vds=0.4) Y","TE_stack3 (fins=10,vds=0.5) X","TE_stack3 (fins=10,vds=0.5) Y","TE_stack3 (fins=10,vds=0.6) X","TE_stack3 (fins=10,vds=0.6) Y","TE_stack3 (fins=10,vds=0.7) X","TE_stack3 (fins=10,vds=0.7) Y","TE_stack3 (fins=20,vds=0.1) X","TE_stack3 (fins=20,vds=0.1) Y","TE_stack3 (fins=20,vds=0.2) X","TE_stack3 (fins=20,vds=0.2) Y","TE_stack3 (fins=20,vds=0.3) X","TE_stack3 (fins=20,vds=0.3) Y","TE_stack3 (fins=20,vds=0.4) X","TE_stack3 (fins=20,vds=0.4) Y","TE_stack3 (fins=20,vds=0.5) X","TE_stack3 (fins=20,vds=0.5) Y","TE_stack3 (fins=20,vds=0.6) X","TE_stack3 (fins=20,vds=0.6) Y","TE_stack3 (fins=20,vds=0.7) X","TE_stack3 (fins=20,vds=0.7) Y","TE_stack3 (fins=30,vds=0.1) X","TE_stack3 (fins=30,vds=0.1) Y","TE_stack3 (fins=30,vds=0.2) X","TE_stack3 (fins=30,vds=0.2) Y","TE_stack3 (fins=30,vds=0.3) X","TE_stack3 (fins=30,vds=0.3) Y","TE_stack3 (fins=30,vds=0.4) X","TE_stack3 (fins=30,vds=0.4) Y","TE_stack3 (fins=30,vds=0.5) X","TE_stack3 (fins=30,vds=0.5) Y","TE_stack3 (fins=30,vds=0.6) X","TE_stack3 (fins=30,vds=0.6) Y","TE_stack3 (fins=30,vds=0.7) X","TE_stack3 (fins=30,vds=0.7) Y","TE_stack3 (fins=40,vds=0.1) X","TE_stack3 (fins=40,vds=0.1) Y","TE_stack3 (fins=40,vds=0.2) X","TE_stack3 (fins=40,vds=0.2) Y","TE_stack3 (fins=40,vds=0.3) X","TE_stack3 (fins=40,vds=0.3) Y","TE_stack3 (fins=40,vds=0.4) X","TE_stack3 (fins=40,vds=0.4) Y","TE_stack3 (fins=40,vds=0.5) X","TE_stack3 (fins=40,vds=0.5) Y","TE_stack3 (fins=40,vds=0.6) X","TE_stack3 (fins=40,vds=0.6) Y","TE_stack3 (fins=40,vds=0.7) X","TE_stack3 (fins=40,vds=0.7) Y"
0.08000000000000002,29.23163484477482,0.08000000000000002,29.21754760795186,0.08000000000000002,29.20062464056559,0.08000000000000002,29.17943861828125,0.08000000000000002,29.15155459706007,0.08000000000000002,29.1136561030319,0.08000000000000002,29.05995517238306,0.08000000000000002,29.24189402906694,0.08000000000000002,29.23414580200487,0.08000000000000002,29.22320110952452,0.08000000000000002,29.2076649761072,0.08000000000000002,29.18525273763503,0.08000000000000002,29.15276274319481,0.08000000000000002,29.10451559110588,0.08000000000000002,29.24531532684557,0.08000000000000002,29.2396749148763,0.08000000000000002,29.23070949622362,0.08000000000000002,29.21703821641954,0.08000000000000002,29.19642798205325,0.08000000000000002,29.16571555829104,0.08000000000000002,29.11925671076492,0.08000000000000002,29.24645593915371,0.08000000000000002,29.24151755934305,0.08000000000000002,29.23321044637674,0.08000000000000002,29.2201588277407,0.08000000000000002,29.20014696934434,0.08000000000000002,29.17002446608726,0.08000000000000002,29.12415870102707,0.08000000000000002,29.24702627107392,0.08000000000000002,29.24243880950175,0.08000000000000002,29.23446057998953,0.08000000000000002,29.22171843343418,0.08000000000000002,29.20200533907986,0.08000000000000002,29.17217732300035,0.08000000000000002,29.12660755133519
0.08800000000000002,29.23469096495434,0.08800000000000002,29.22412437936429,0.08800000000000002,29.21140768050643,0.08800000000000002,29.19553968927172,0.08800000000000002,29.17469796824421,0.08800000000000002,29.14639909273471,0.08800000000000002,29.10654135129521,0.08800000000000002,29.24254995758912,0.08800000000000002,29.23684017024108,0.08800000000000002,29.22870597758423,0.08800000000000002,29.21717136509138,0.08800000000000002,29.20052997253058,0.08800000000000002,29.17638811754906,0.08800000000000002,29.14072846256942,0.08800000000000002,29.24517047420688,0.08800000000000002,29.24107518324882,0.08800000000000002,29.23445754442806,0.08800000000000002,29.22435251898854,0.08800000000000002,29.20909356663041,0.08800000000000002,29.18631704258806,0.08800000000000002,29.15203296857434,0.08800000000000002,29.2460440744713,0.08800000000000002,29.24248646400145,0.08800000000000002,29.23637316935256,0.08800000000000002,29.22674308748889,0.08800000000000002,29.2119430968484,0.08800000000000002,29.18961957782425,0.08800000000000002,29.1557916044108,0.08800000000000002,29.24648089175261,0.08800000000000002,29.24319203388777,0.08800000000000002,29.23733068267964,0.08800000000000002,29.22793778670546,0.08800000000000002,29.21336693775442,0.08800000000000002,29.19126954017169,0.08800000000000002,29.15766916859869
0.09600000000000003,29.2362982130415,0.09600000000000003,29.22839744957961,0.09600000000000003,29.21883386357752,0.09600000000000003,29.20694592744994,0.09600000000000003,29.19137020416967,0.09600000000000003,29.17024751917272,0.09600000000000003,29.14064172359276,0.09600000000000003,29.24231751121579,0.09600000000000003,29.23813648890919,0.09600000000000003,29.23208403167452,0.09600000000000003,29.22351787864759,0.09600000000000003,29.21116376000801,0.09600000000000003,29.19323199757667,0.09600000000000003,29.16685132202212,0.09600000000000003,29.24432439725331,0.09600000000000003,29.24137962781043,0.09600000000000003,29.23648881194942,0.09600000000000003,29.22901810517412,0.09600000000000003,29.21772383666058,0.09600000000000003,29.20083958253189,0.09600000000000003,29.17551513014237,0.09600000000000003,29.24499340626859,0.09600000000000003,29.24246032285458,0.09600000000000003,29.23795577303344,0.09600000000000003,29.23084896320078,0.09600000000000003,29.21990650782778,0.09600000000000003,29.20336975333674,0.09600000000000003,29.17839544640576,0.09600000000000003,29.24532792362793,0.09600000000000003,29.24300060632543,0.09600000000000003,29.23868901895476,0.09600000000000003,29.23176392065448,0.09600000000000003,29.22099710280102,0.09600000000000003,29.2046337896654,0.09600000000000003,29.1798342077794
0.104,29.23661613508908,0.104,29.23074198888881,0.104,29.22353987876861,0.104,29.2146288533903,0.104,29.20298882546868,0.104,29.1872272742729,0.104,29.16522321026585,0.104,29.24122530858779,0.104,29.23819863266814,0.104,29.23368559714686,0.104,29.22731975647082,0.104,29.21814915562666,0.104,29.20483466219359,0.104,29.18530479547692,0.104,29.24276192611726,0.104,29.24068145600279,0.104,29.23705790214272,0.104,29.23153118545737,0.104,29.22317273191782,0.104,29.21066127412543,0.104,29.19194141894773,0.104,29.24327415903655,0.104,29.2415087692583,0.104,29.2381809654589,0.104,29.23293296799222,0.104,29.22484407576965,0.104,29.21259898621224,0.104,29.19414762613289,0.104,29.24353027799594,0.104,29.24192236736986,0.104,29.23874230305395,0.104,29.23363348363863,0.104,29.22567915936043,0.104,29.21356701380933,0.104,29.19524962502598
0.112,29.23569887240341,0.112,29.23137584975234,0.112,29.22593968091125,0.112,29.21925355825147,0.112,29.21055374197707,0.112,29.19879566560383,0.112,29.18243458222914,0.112,29.23922699709222,0.112,29.23708212984582,0.112,29.23370437303797,0.112,29.22896759681163,0.112,29.22215981299739,0.112,29.21227713768245,0.112,29.1978123863922,0.112,29.24040314732418,0.112,29.23898199717372,0.112,29.23628502094421,0.112,29.23219082516297,0.112,29.22600517852803,0.112,29.21673781755163,0.112,29.20289376267452,0.112,29.24079520673463,0.112,29.23961504282011,0.112,29.2371444166441,0.112,29.23326364291937,0.112,29.22728447933847,0.112,29.21822120393713,0.112,29.20458287636258,0.112,29.24099124050347,0.112,29.23993151979195,0.112,29.23757395994786,0.112,29.23379975825034,0.112,29.22792366902731,0.112,29.21896225042199,0.112,29.20542657339042
0.1200000000000001,29.23350323859741,0.1200000000000001,29.2303808741657,0.1200000000000001,29.22626186993439,0.1200000000000001,29.22123666165971,0.1200000000000001,29.21473251749643,0.1200000000000001,29.20596338728237,0.1200000000000001,29.19379566050101,0.1200000000000001,29.23620229306461,0.1200000000000001,29.2347441538944,0.1200000000000001,29.23219965506235,0.1200000000000001,29.22866680070143,0.1200000000000001,29.22361183907226,0.1200000000000001,29.21627945264823,0.1200000000000001,29.20556432636502,0.1200000000000001,29.23710202030404,0.1200000000000001,29.23619681096412,0.1200000000000001,29.23417302233971,0.1200000000000001,29.23113207858129,0.1200000000000001,29.22655360870719,0.1200000000000001,29.21969257969787,0.1200000000000001,29.20945287775194,0.1200000000000001,29.23740193448738,0.1200000000000001,29.23668083469093,0.1200000000000001,29.23483017045721,0.1200000000000001,29.23195260882587,0.1200000000000001,29.22753227838733,0.1200000000000001,29.22082758305673,0.1200000000000001,29.21074545359363,0.1200000000000001,29.23755189294828,0.1200000000000001,29.23692281193476,0.1200000000000001,29.23515862641718,0.1200000000000001,29.23236264439451,0.1200000000000001,29.2280212581083,0.1200000000000001,29.2213945863625,0.1200000000000001,29.21139107911475
0.1280000000000001,29.22988886139842,0.1280000000000001,29.22771309079977,0.1280000000000001,29.22457203778241,0.1280000000000001,29.22078431429222,0.1280000000000001,29.21591909933975,0.1280000000000001,29.20938142503723,0.1280000000000001,29.20033306821836,0.1280000000000001,29.23195165177097,0.1280000000000001,29.23104498864073,0.1280000000000001,29.22910691949143,0.1280000000000001,29.22646107500029,0.1280000000000001,29.22270560243576,0.1280000000000001,29.21726845798475,0.1280000000000001,29.20933255840723,0.1280000000000001,29.23263926214364,0.1280000000000001,29.2321542481537,0.1280000000000001,29.23061403955712,0.1280000000000001,29.22834461158843,0.1280000000000001,29.22495405752113,0.1280000000000001,29.21987799925169,0.1280000000000001,29.21230622827511,0.1280000000000001,29.23286846822424,0.1280000000000001,29.23252385291788,0.1280000000000001,29.23111592454705,0.1280000000000001,29.22897152025323,0.1280000000000001,29.22570207879247,0.1280000000000001,29.22074578506371,0.1280000000000001,29.21329470293341,0.1280000000000001,29.2329830711719,0.1280000000000001,29.23270862622266,0.1280000000000001,29.23136677607631,0.1280000000000001,29.22928479994315,0.1280000000000001,29.22607581979131,0.1280000000000001,29.22117929922574,0.1280000000000001,29.21378843387801
0.1360000000000001,29.22461072934747,0.1360000000000001,29.22320308249351,0.1360000000000001,29.22078221676639,0.1360000000000001,29.21791339937498,0.1360000000000001,29.21427077444211,0.1360000000000001,29.20939940663385,0.1360000000000001,29.20267417325449,0.1360000000000001,29.22618464166102,0.1360000000000001,29.22574162609209,0.1360000000000001,29.22423816982336,0.1360000000000001,29.22224237857266,0.1360000000000001,29.21944944120539,0.1360000000000001,29.21542117290767,0.1360000000000001,29.20954803822768,0.1360000000000001,29.22670928143324,0.1360000000000001,29.22658677638601,0.1360000000000001,29.2253867847696,0.1360000000000001,29.22367885985482,0.1360000000000001,29.22116541006105,0.1360000000000001,29.21741384914988,0.1360000000000001,29.21181970482967,0.1360000000000001,29.22688416157836,0.1360000000000001,29.22686837991714,0.1360000000000001,29.22576929062689,0.1360000000000001,29.22415698594953,0.1360000000000001,29.22173630555348,0.1360000000000001,29.2180765312412,0.1360000000000001,29.21257486468533,0.1360000000000001,29.22697160134018,0.1360000000000001,29.22700916103529,0.1360000000000001,29.22596047596375,0.1360000000000001,29.22439591973555,0.1360000000000001,29.22202155077903,0.1360000000000001,29.21840758675201,0.1360000000000001,29.21295206514433
0.1440000000000001,29.21730377647224,0.1440000000000001,29.21654671162351,0.1440000000000001,29.2146484660712,0.1440000000000001,29.21245800033799,0.1440000000000001,29.20972652193754,0.1440000000000001,29.2061001868707,0.1440000000000001,29.2011076255293,0.1440000000000001,29.21850127996827,0.1440000000000001,29.2184733038486,0.1440000000000001,29.21727248134339,0.1440000000000001,29.21574866411518,0.1440000000000001,29.21366770508414,0.1440000000000001,29.21068756654472,0.1440000000000001,29.20634810744457,0.1440000000000001,29.21890044981185,0.1440000000000001,29.21911476194874,0.1440000000000001,29.21814472292089,0.1440000000000001,29.21684084142429,0.1440000000000001,29.21497398975491,0.1440000000000001,29.21220606778963,0.1440000000000001,29.20808057408256,0.1440000000000001,29.21903350672339,0.1440000000000001,29.21932850008671,0.1440000000000001,29.21843520700274,0.1440000000000001,29.21720439375206,0.1440000000000001,29.2154086240234,0.1440000000000001,29.21271110975339,0.1440000000000001,29.20865655316508,0.1440000000000001,29.21910003527195,0.1440000000000001,29.21943535453974,0.1440000000000001,29.21858039927784,0.1440000000000001,29.21738607611689,0.1440000000000001,29.21562579442642,0.1440000000000001,29.21296342335786,0.1440000000000001,29.20894426553502
0.1520000000000001,29.20745973672669,0.1520000000000001,29.20728653491126,0.1520000000000001,29.20575718466601,0.1520000000000001,29.20406223241301,0.1520000000000001,29.20200871016294,0.1520000000000001,29.19931375572152,0.1520000000000001,29.19561625355279,0.1520000000000001,29.20836641799994,0.1520000000000001,29.2087388859143,0.1520000000000001,29.20773686699698,0.1520000000000001,29.2065499331914,0.1520000000000001,29.20499444060739,0.1520000000000001,29.20279526434675,0.1520000000000001,29.19959903834352,0.1520000000000001,29.20866865268288,0.1520000000000001,29.20922251645493,0.1520000000000001,29.20839512016899,0.1520000000000001,29.20737595551516,0.1520000000000001,29.20598456678252,0.1520000000000001,29.20394839468469,0.1520000000000001,29.20091657299762,0.1520000000000001,29.20876939783608,0.1520000000000001,29.20938367364067,0.1520000000000001,29.20861435998884,0.1520000000000001,29.20765095160438,0.1520000000000001,29.20631406348393,0.1520000000000001,29.20433199174112,0.1520000000000001,29.20135469372674,0.1520000000000001,29.20881977115729,0.1520000000000001,29.20946424221094,0.1520000000000001,29.20872394693755,0.1520000000000001,29.20778838547313,0.1520000000000001,29.2064787110301,0.1520000000000001,29.20452364625727,0.1520000000000001,29.20157355948007
0.1600000000000001,29.19440263689119,0.1600000000000001,29.19479021212625,0.1600000000000001,29.19350640019406,0.1600000000000001,29.19216559337963,0.1600000000000001,29.19061438862941,0.1600000000000001,29.18861709588291,0.1600000000000001,29.18589034732297,0.1600000000000001,29.19508330664016,0.1600000000000001,29.19587212671186,0.1600000000000001,29.19498324737906,0.1600000000000001,29.19402819706191,0.1600000000000001,29.19285826828417,0.1600000000000001,29.19124202783252,0.1600000000000001,29.18890099159874,0.1600000000000001,29.19531021305214,0.1600000000000001,29.19623250359914,0.1600000000000001,29.19547457391664,0.1600000000000001,29.19464714370894,0.1600000000000001,29.19360309780547,0.1600000000000001,29.19211239167636,0.1600000000000001,29.18989809557911,0.1600000000000001,29.19538585074755,0.1600000000000001,29.19635260106705,0.1600000000000001,29.19563824640104,0.1600000000000001,29.19485325386803,0.1600000000000001,29.19385104184152,0.1600000000000001,29.19240202521483,0.1600000000000001,29.19022978683387,0.1600000000000001,29.19542366927922,0.1600000000000001,29.19641264418924,0.1600000000000001,29.19572006348712,0.1600000000000001,29.19495627096143,0.1600000000000001,29.1939749523943,0.1600000000000001,29.19254675236419,0.1600000000000001,29.19039550764094
