vsg,vsb,vsd,total_fins,length,gm,cdd,vth,gds,id,cds,cgg,cgd,cgs
520e-3,0,160e-3,20,14e-9,1.6028e-3,535.649e-18,-351.183e-3,591.285e-6,-218.401e-6,-158.825e-18,1.0832e-15,350.946e-18,641.065e-18
540e-3,0,160e-3,20,14e-9,1.6537e-3,549.694e-18,-351.183e-3,727.119e-6,-250.995e-6,-164.783e-18,1.1192e-15,371.553e-18,656.493e-18
560e-3,0,160e-3,20,14e-9,1.6882e-3,563.214e-18,-351.183e-3,875.541e-6,-284.44e-6,-169.758e-18,1.1527e-15,391.522e-18,669.985e-18
580e-3,0,160e-3,20,14e-9,1.7081e-3,576.146e-18,-351.183e-3,1.0346e-3,-318.427e-6,-173.925e-18,1.1837e-15,410.726e-18,681.854e-18
600e-3,0,160e-3,20,14e-9,1.7151e-3,588.468e-18,-351.183e-3,1.2023e-3,-352.68e-6,-177.438e-18,1.2126e-15,429.108e-18,692.378e-18
620e-3,0,160e-3,20,14e-9,1.7110e-3,600.18e-18,-351.183e-3,1.3769e-3,-386.96e-6,-180.429e-18,1.2396e-15,446.649e-18,701.792e-18
640e-3,0,160e-3,20,14e-9,1.6973e-3,611.298e-18,-351.183e-3,1.5566e-3,-421.059e-6,-183.003e-18,1.2648e-15,463.358e-18,710.289e-18
660e-3,0,160e-3,20,14e-9,1.6753e-3,621.845e-18,-351.183e-3,1.7398e-3,-454.798e-6,-185.248e-18,1.2884e-15,479.255e-18,718.03e-18
680e-3,0,160e-3,20,14e-9,1.6466e-3,631.848e-18,-351.183e-3,1.9250e-3,-488.029e-6,-187.232e-18,1.3107e-15,494.371e-18,725.141e-18
700e-3,0,160e-3,20,14e-9,1.6122e-3,641.336e-18,-351.183e-3,2.1111e-3,-520.625e-6,-189.008e-18,1.3316e-15,508.741e-18,731.728e-18
720e-3,0,160e-3,20,14e-9,1.5732e-3,650.338e-18,-351.183e-3,2.2969e-3,-552.487e-6,-190.62e-18,1.3514e-15,522.4e-18,737.874e-18
740e-3,0,160e-3,20,14e-9,1.5306e-3,658.882e-18,-351.183e-3,2.4813e-3,-583.531e-6,-192.101e-18,1.3702e-15,535.387e-18,743.647e-18
760e-3,0,160e-3,20,14e-9,1.4853e-3,666.996e-18,-351.183e-3,2.6637e-3,-613.695e-6,-193.478e-18,1.3880e-15,547.739e-18,749.101e-18
780e-3,0,160e-3,20,14e-9,1.4379e-3,674.707e-18,-351.183e-3,2.8433e-3,-642.93e-6,-194.771e-18,1.4049e-15,559.492e-18,754.282e-18
800e-3,0,160e-3,20,14e-9,1.3891e-3,682.04e-18,-351.183e-3,3.0195e-3,-671.203e-6,-195.997e-18,1.4211e-15,570.681e-18,759.227e-18
0,0,160e-3,40,14e-9,43.9092e-9,752.263e-18,-344.475e-3,2.3798e-9,-1.3262e-9,-7.4470e-21,832.325e-18,305.803e-18,344.122e-18
20e-3,0,160e-3,40,14e-9,85.1385e-9,756.012e-18,-344.475e-3,4.6145e-9,-2.5715e-9,-14.5765e-21,842.312e-18,309.551e-18,350.361e-18
40e-3,0,160e-3,40,14e-9,165.073e-9,760.027e-18,-344.475e-3,8.9473e-9,-4.9861e-9,-28.5303e-21,852.877e-18,313.566e-18,356.911e-18
60e-3,0,160e-3,40,14e-9,320.029e-9,764.327e-18,-344.475e-3,17.3473e-9,-9.6674e-9,-55.8365e-21,864.017e-18,317.866e-18,363.751e-18
80e-3,0,160e-3,40,14e-9,620.332e-9,768.93e-18,-344.475e-3,33.6295e-9,-18.7424e-9,-109.255e-21,875.736e-18,322.468e-18,370.867e-18
100e-3,0,160e-3,40,14e-9,1.2020e-6,773.851e-18,-344.475e-3,65.1798e-9,-36.3299e-9,-213.684e-21,888.058e-18,327.388e-18,378.27e-18
120e-3,0,160e-3,40,14e-9,2.3276e-6,779.104e-18,-344.475e-3,126.276e-9,-70.3981e-9,-417.559e-21,901.071e-18,332.639e-18,386.032e-18
140e-3,0,160e-3,40,14e-9,4.5015e-6,784.697e-18,-344.475e-3,244.439e-9,-136.327e-9,-814.511e-21,914.996e-18,338.228e-18,394.368e-18
160e-3,0,160e-3,40,14e-9,8.6848e-6,790.638e-18,-344.475e-3,472.43e-9,-263.678e-9,-1.5833e-18,930.322e-18,344.16e-18,403.762e-18
180e-3,0,160e-3,40,14e-9,16.6787e-6,796.928e-18,-344.475e-3,910.346e-9,-508.807e-9,-3.0576e-18,948.033e-18,350.435e-18,415.199e-18
200e-3,0,160e-3,40,14e-9,31.7574e-6,803.576e-18,-344.475e-3,1.7444e-6,-977.537e-9,-5.8321e-18,969.941e-18,357.055e-18,430.486e-18
220e-3,0,160e-3,40,14e-9,59.5465e-6,810.6e-18,-344.475e-3,3.3093e-6,-1.8631e-6,-10.8797e-18,999.01e-18,364.035e-18,452.575e-18
240e-3,0,160e-3,40,14e-9,108.793e-6,818.051e-18,-344.475e-3,6.1713e-6,-3.5017e-6,-19.5519e-18,1.0392e-15,371.433e-18,485.411e-18
260e-3,0,160e-3,40,14e-9,190.995e-6,826.029e-18,-344.475e-3,11.2053e-6,-6.4344e-6,-33.2045e-18,1.0943e-15,379.385e-18,532.537e-18
280e-3,0,160e-3,40,14e-9,317.66e-6,834.696e-18,-344.475e-3,19.6079e-6,-11.439e-6,-52.3543e-18,1.1649e-15,388.148e-18,594.409e-18
300e-3,0,160e-3,40,14e-9,495.858e-6,844.261e-18,-344.475e-3,32.8237e-6,-19.4862e-6,-76.0118e-18,1.2473e-15,398.089e-18,666.849e-18
320e-3,0,160e-3,40,14e-9,725.239e-6,854.962e-18,-344.475e-3,52.4659e-6,-31.6162e-6,-102.116e-18,1.3351e-15,409.63e-18,743.108e-18
340e-3,0,160e-3,40,14e-9,998.458e-6,867.079e-18,-344.475e-3,80.3797e-6,-48.7891e-6,-128.742e-18,1.4232e-15,423.263e-18,817.599e-18
360e-3,0,160e-3,40,14e-9,1.3034e-3,881.009e-18,-344.475e-3,118.92e-6,-71.7667e-6,-154.879e-18,1.5097e-15,439.652e-18,887.691e-18
380e-3,0,160e-3,40,14e-9,1.6252e-3,897.31e-18,-344.475e-3,171.367e-6,-101.039e-6,-180.364e-18,1.5952e-15,459.721e-18,953.14e-18
400e-3,0,160e-3,40,14e-9,1.9478e-3,916.591e-18,-344.475e-3,242.196e-6,-136.782e-6,-205.338e-18,1.6815e-15,484.5e-18,1.0146e-15
420e-3,0,160e-3,40,14e-9,2.2555e-3,939.183e-18,-344.475e-3,336.775e-6,-178.852e-6,-229.686e-18,1.7696e-15,514.628e-18,1.0726e-15
440e-3,0,160e-3,40,14e-9,2.5355e-3,964.817e-18,-344.475e-3,460.31e-6,-226.817e-6,-252.839e-18,1.8589e-15,549.822e-18,1.1266e-15
460e-3,0,160e-3,40,14e-9,2.7792e-3,992.64e-18,-344.475e-3,616.521e-6,-280.029e-6,-274.035e-18,1.9473e-15,588.862e-18,1.1760e-15
480e-3,0,160e-3,40,14e-9,2.9828e-3,1.0215e-15,-344.475e-3,806.864e-6,-337.718e-6,-292.723e-18,2.0327e-15,630.128e-18,1.2202e-15
500e-3,0,160e-3,40,14e-9,3.1461e-3,1.0507e-15,-344.475e-3,1.0305e-3,-399.075e-6,-308.738e-18,2.1136e-15,672.159e-18,1.2591e-15
520e-3,0,160e-3,40,14e-9,3.2711e-3,1.0793e-15,-344.475e-3,1.2853e-3,-463.31e-6,-322.225e-18,2.1893e-15,713.897e-18,1.2930e-15
540e-3,0,160e-3,40,14e-9,3.3608e-3,1.1071e-15,-344.475e-3,1.5677e-3,-529.686e-6,-333.496e-18,2.2597e-15,754.671e-18,1.3226e-15
560e-3,0,160e-3,40,14e-9,3.4186e-3,1.1337e-15,-344.475e-3,1.8740e-3,-597.53e-6,-342.905e-18,2.3250e-15,794.096e-18,1.3486e-15
580e-3,0,160e-3,40,14e-9,3.4483e-3,1.1592e-15,-344.475e-3,2.2003e-3,-666.244e-6,-350.792e-18,2.3858e-15,831.967e-18,1.3714e-15
600e-3,0,160e-3,40,14e-9,3.4532e-3,1.1835e-15,-344.475e-3,2.5426e-3,-735.299e-6,-357.453e-18,2.4423e-15,868.197e-18,1.3917e-15
620e-3,0,160e-3,40,14e-9,3.4368e-3,1.2066e-15,-344.475e-3,2.8974e-3,-804.233e-6,-363.136e-18,2.4951e-15,902.764e-18,1.4099e-15
640e-3,0,160e-3,40,14e-9,3.4020e-3,1.2285e-15,-344.475e-3,3.2613e-3,-872.65e-6,-368.042e-18,2.5445e-15,935.692e-18,1.4264e-15
660e-3,0,160e-3,40,14e-9,3.3519e-3,1.2493e-15,-344.475e-3,3.6311e-3,-940.214e-6,-372.332e-18,2.5909e-15,967.024e-18,1.4414e-15
680e-3,0,160e-3,40,14e-9,3.2889e-3,1.2690e-15,-344.475e-3,4.0041e-3,-1.0066e-3,-376.133e-18,2.6345e-15,996.822e-18,1.4553e-15
700e-3,0,160e-3,40,14e-9,3.2154e-3,1.2877e-15,-344.475e-3,4.3779e-3,-1.0717e-3,-379.549e-18,2.6757e-15,1.0251e-15,1.4681e-15
720e-3,0,160e-3,40,14e-9,3.1335e-3,1.3054e-15,-344.475e-3,4.7503e-3,-1.1352e-3,-382.658e-18,2.7146e-15,1.0520e-15,1.4801e-15
740e-3,0,160e-3,40,14e-9,3.0450e-3,1.3223e-15,-344.475e-3,5.1195e-3,-1.197e-3,-385.523e-18,2.7516e-15,1.0777e-15,1.4914e-15
760e-3,0,160e-3,40,14e-9,2.9516e-3,1.3383e-15,-344.475e-3,5.4839e-3,-1.2569e-3,-388.195e-18,2.7866e-15,1.1020e-15,1.5021e-15
780e-3,0,160e-3,40,14e-9,2.8546e-3,1.3535e-15,-344.475e-3,5.8423e-3,-1.3150e-3,-390.711e-18,2.8200e-15,1.1252e-15,1.5123e-15
800e-3,0,160e-3,40,14e-9,2.7554e-3,1.3680e-15,-344.475e-3,6.1935e-3,-1.3711e-3,-393.103e-18,2.8518e-15,1.1473e-15,1.5220e-15
0,0,180e-3,2,14e-9,1.1884e-9,38.299e-18,-360.306e-3,60.0473e-12,-35.8995e-12,-214.914e-24,41.3599e-18,15.0862e-18,17.1537e-18
20e-3,0,180e-3,2,14e-9,2.3044e-9,38.472e-18,-360.306e-3,116.433e-12,-69.6058e-12,-420.716e-24,41.8418e-18,15.2592e-18,17.4626e-18
40e-3,0,180e-3,2,14e-9,4.4682e-9,38.6572e-18,-360.306e-3,225.76e-12,-134.962e-12,-823.581e-24,42.3511e-18,15.4444e-18,17.7867e-18
60e-3,0,180e-3,2,14e-9,8.6631e-9,38.8556e-18,-360.306e-3,437.729e-12,-261.681e-12,-1.6121e-21,42.8877e-18,15.6428e-18,18.1249e-18
80e-3,0,180e-3,2,14e-9,16.7949e-9,39.0681e-18,-360.306e-3,848.659e-12,-507.357e-12,-3.1553e-21,43.4509e-18,15.8553e-18,18.4756e-18
100e-3,0,180e-3,2,14e-9,32.553e-9,39.2956e-18,-360.306e-3,1.6451e-9,-983.591e-12,-6.1743e-21,44.0406e-18,16.0827e-18,18.8379e-18
120e-3,0,180e-3,2,14e-9,63.0718e-9,39.5389e-18,-360.306e-3,3.1883e-9,-1.9064e-9,-12.0755e-21,44.658e-18,16.3259e-18,19.2121e-18
140e-3,0,180e-3,2,14e-9,122.111e-9,39.7987e-18,-360.306e-3,6.1759e-9,-3.6939e-9,-23.5927e-21,45.3082e-18,16.5854e-18,19.6028e-18
160e-3,0,180e-3,2,14e-9,236.073e-9,40.0754e-18,-360.306e-3,11.9519e-9,-7.1520e-9,-46.001e-21,46.0044e-18,16.8618e-18,20.0227e-18
180e-3,0,180e-3,2,14e-9,455.136e-9,40.3695e-18,-360.306e-3,23.0872e-9,-13.8282e-9,-89.339e-21,46.775e-18,17.1551e-18,20.5e-18
200e-3,0,180e-3,2,14e-9,872.909e-9,40.681e-18,-360.306e-3,44.443e-9,-26.6658e-9,-172.202e-21,47.6763e-18,17.4652e-18,21.0911e-18
220e-3,0,180e-3,2,14e-9,1.6580e-6,41.0104e-18,-360.306e-3,85.0058e-9,-51.1679e-9,-327.3e-21,48.8094e-18,17.7921e-18,21.8973e-18
240e-3,0,180e-3,2,14e-9,3.0960e-6,41.3585e-18,-360.306e-3,160.737e-9,-97.307e-9,-606.788e-21,50.3344e-18,18.136e-18,23.0784e-18
260e-3,0,180e-3,2,14e-9,5.6189e-6,41.7273e-18,-360.306e-3,298.152e-9,-182.214e-9,-1.0796e-18,52.4545e-18,18.4989e-18,24.8356e-18
280e-3,0,180e-3,2,14e-9,9.7712e-6,42.1211e-18,-360.306e-3,537.066e-9,-332.932e-9,-1.8079e-18,55.3319e-18,18.8868e-18,27.3252e-18
300e-3,0,180e-3,2,14e-9,16.0645e-6,42.5465e-18,-360.306e-3,929.978e-9,-587.392e-9,-2.8030e-18,58.9535e-18,19.3106e-18,30.5229e-18
320e-3,0,180e-3,2,14e-9,24.7777e-6,43.0111e-18,-360.306e-3,1.5375e-6,-991.725e-9,-4.0008e-18,63.0841e-18,19.7853e-18,34.1789e-18
340e-3,0,180e-3,2,14e-9,35.8568e-6,43.5227e-18,-360.306e-3,2.4236e-6,-1.5943e-6,-5.2946e-18,67.3987e-18,20.3262e-18,37.9525e-18
360e-3,0,180e-3,2,14e-9,48.9651e-6,44.0893e-18,-360.306e-3,3.6558e-6,-2.4395e-6,-6.5950e-18,71.6592e-18,20.949e-18,41.5903e-18
380e-3,0,180e-3,2,14e-9,63.5913e-6,44.7223e-18,-360.306e-3,5.3124e-6,-3.5630e-6,-7.8615e-18,75.783e-18,21.6736e-18,44.9894e-18
400e-3,0,180e-3,2,14e-9,79.1272e-6,45.4398e-18,-360.306e-3,7.4965e-6,-4.9892e-6,-9.0957e-18,79.8101e-18,22.5305e-18,48.1596e-18
420e-3,0,180e-3,2,14e-9,94.9125e-6,46.2658e-18,-360.306e-3,10.3499e-6,-6.7298e-6,-10.317e-18,83.8366e-18,23.5604e-18,51.1562e-18
440e-3,0,180e-3,2,14e-9,110.281e-6,47.2218e-18,-360.306e-3,14.056e-6,-8.783e-6,-11.5346e-18,87.9435e-18,24.8009e-18,54.0226e-18
460e-3,0,180e-3,2,14e-9,124.632e-6,48.3126e-18,-360.306e-3,18.8202e-6,-11.1343e-6,-12.7308e-18,92.1423e-18,26.2649e-18,56.7574e-18
480e-3,0,180e-3,2,14e-9,137.505e-6,49.5188e-18,-360.306e-3,24.8271e-6,-13.7584e-6,-13.8665e-18,96.3672e-18,27.9274e-18,59.3198e-18
500e-3,0,180e-3,2,14e-9,148.626e-6,50.8042e-18,-360.306e-3,32.2e-6,-16.6227e-6,-14.9011e-18,100.516e-18,29.7347e-18,61.6614e-18
520e-3,0,180e-3,2,14e-9,157.888e-6,52.1294e-18,-360.306e-3,40.9813e-6,-19.691e-6,-15.8096e-18,104.5e-18,31.6265e-18,63.7537e-18
540e-3,0,180e-3,2,14e-9,165.31e-6,53.4625e-18,-360.306e-3,51.1392e-6,-22.926e-6,-16.5866e-18,108.267e-18,33.5518e-18,65.5951e-18
560e-3,0,180e-3,2,14e-9,170.985e-6,54.7808e-18,-360.306e-3,62.5865e-6,-26.2917e-6,-17.2398e-18,111.796e-18,35.4735e-18,67.2028e-18
580e-3,0,180e-3,2,14e-9,175.046e-6,56.0698e-18,-360.306e-3,75.2012e-6,-29.7546e-6,-17.7838e-18,115.09e-18,37.3667e-18,68.6037e-18
600e-3,0,180e-3,2,14e-9,177.641e-6,57.3207e-18,-360.306e-3,88.8414e-6,-33.2838e-6,-18.235e-18,118.162e-18,39.2155e-18,69.827e-18
620e-3,0,180e-3,2,14e-9,178.923e-6,58.5284e-18,-360.306e-3,103.357e-6,-36.8515e-6,-18.6094e-18,121.03e-18,41.0099e-18,70.9003e-18
640e-3,0,180e-3,2,14e-9,179.045e-6,59.6902e-18,-360.306e-3,118.598e-6,-40.433e-6,-18.9211e-18,123.712e-18,42.744e-18,71.8482e-18
660e-3,0,180e-3,2,14e-9,178.152e-6,60.805e-18,-360.306e-3,134.416e-6,-44.0065e-6,-19.1821e-18,126.226e-18,44.4142e-18,72.6921e-18
680e-3,0,180e-3,2,14e-9,176.382e-6,61.8726e-18,-360.306e-3,150.673e-6,-47.5532e-6,-19.4024e-18,128.589e-18,46.0191e-18,73.4497e-18
700e-3,0,180e-3,2,14e-9,173.865e-6,62.8935e-18,-360.306e-3,167.24e-6,-51.0568e-6,-19.5904e-18,130.814e-18,47.5584e-18,74.1357e-18
720e-3,0,180e-3,2,14e-9,170.72e-6,63.8688e-18,-360.306e-3,183.998e-6,-54.5036e-6,-19.7528e-18,132.915e-18,49.0327e-18,74.7624e-18
740e-3,0,180e-3,2,14e-9,167.053e-6,64.7999e-18,-360.306e-3,200.842e-6,-57.8821e-6,-19.8949e-18,134.903e-18,50.4432e-18,75.3397e-18
760e-3,0,180e-3,2,14e-9,162.963e-6,65.6883e-18,-360.306e-3,217.676e-6,-61.1829e-6,-20.0211e-18,136.788e-18,51.7918e-18,75.8758e-18
780e-3,0,180e-3,2,14e-9,158.537e-6,66.5357e-18,-360.306e-3,234.418e-6,-64.3984e-6,-20.1349e-18,138.578e-18,53.0804e-18,76.3775e-18
800e-3,0,180e-3,2,14e-9,153.851e-6,67.3439e-18,-360.306e-3,250.994e-6,-67.5227e-6,-20.2391e-18,140.282e-18,54.3115e-18,76.8502e-18
0,0,180e-3,6,14e-9,3.3324e-9,111.515e-18,-363.406e-3,169.682e-12,-100.662e-12,-580.274e-24,124.214e-18,45.3067e-18,51.5472e-18
20e-3,0,180e-3,6,14e-9,6.4616e-9,112.037e-18,-363.406e-3,329.016e-12,-195.174e-12,-1.136e-21,125.667e-18,45.829e-18,52.4779e-18
40e-3,0,180e-3,6,14e-9,12.5288e-9,112.597e-18,-363.406e-3,637.957e-12,-378.431e-12,-2.2239e-21,127.202e-18,46.3883e-18,53.4539e-18
60e-3,0,180e-3,6,14e-9,24.2918e-9,113.196e-18,-363.406e-3,1.2369e-9,-733.753e-12,-4.3534e-21,128.818e-18,46.9874e-18,54.4709e-18
80e-3,0,180e-3,6,14e-9,47.0944e-9,113.838e-18,-363.406e-3,2.3982e-9,-1.4226e-9,-8.5214e-21,130.513e-18,47.6289e-18,55.5239e-18
100e-3,0,180e-3,6,14e-9,91.285e-9,114.524e-18,-363.406e-3,4.6491e-9,-2.7580e-9,-16.6762e-21,132.284e-18,48.3156e-18,56.6088e-18
120e-3,0,180e-3,6,14e-9,176.879e-9,115.259e-18,-363.406e-3,9.0105e-9,-5.3461e-9,-32.6199e-21,134.135e-18,49.0497e-18,57.7256e-18
140e-3,0,180e-3,6,14e-9,342.501e-9,116.043e-18,-363.406e-3,17.4558e-9,-10.3592e-9,-63.748e-21,136.078e-18,49.833e-18,58.885e-18
160e-3,0,180e-3,6,14e-9,662.336e-9,116.877e-18,-363.406e-3,33.7875e-9,-20.06e-9,-124.353e-21,138.147e-18,50.6666e-18,60.12e-18
180e-3,0,180e-3,6,14e-9,1.2776e-6,117.764e-18,-363.406e-3,65.2916e-9,-38.7961e-9,-241.711e-21,140.417e-18,51.5509e-18,61.5064e-18
200e-3,0,180e-3,6,14e-9,2.4529e-6,118.702e-18,-363.406e-3,125.777e-9,-74.8521e-9,-466.624e-21,143.043e-18,52.4852e-18,63.1977e-18
220e-3,0,180e-3,6,14e-9,4.6680e-6,119.692e-18,-363.406e-3,240.89e-9,-143.769e-9,-889.386e-21,146.302e-18,53.4684e-18,65.474e-18
240e-3,0,180e-3,6,14e-9,8.7447e-6,120.736e-18,-363.406e-3,456.552e-9,-273.881e-9,-1.6568e-18,150.649e-18,54.5008e-18,68.7879e-18
260e-3,0,180e-3,6,14e-9,15.9537e-6,121.839e-18,-363.406e-3,850.061e-9,-514.346e-9,-2.9705e-18,156.682e-18,55.5866e-18,73.7352e-18
280e-3,0,180e-3,6,14e-9,27.951e-6,123.011e-18,-363.406e-3,1.5397e-6,-943.948e-9,-5.0277e-18,164.933e-18,56.7408e-18,80.8326e-18
300e-3,0,180e-3,6,14e-9,46.3773e-6,124.271e-18,-363.406e-3,2.6852e-6,-1.6754e-6,-7.8944e-18,175.468e-18,57.9939e-18,90.114e-18
320e-3,0,180e-3,6,14e-9,72.2333e-6,125.643e-18,-363.406e-3,4.4751e-6,-2.8488e-6,-11.4122e-18,187.671e-18,59.3895e-18,100.921e-18
340e-3,0,180e-3,6,14e-9,105.492e-6,127.149e-18,-363.406e-3,7.1107e-6,-4.6142e-6,-15.2709e-18,200.573e-18,60.9745e-18,112.238e-18
360e-3,0,180e-3,6,14e-9,145.195e-6,128.813e-18,-363.406e-3,10.8033e-6,-7.1115e-6,-19.1881e-18,213.401e-18,62.7952e-18,123.246e-18
380e-3,0,180e-3,6,14e-9,189.786e-6,130.667e-18,-363.406e-3,15.7916e-6,-10.4548e-6,-23.0222e-18,225.842e-18,64.9084e-18,133.574e-18
400e-3,0,180e-3,6,14e-9,237.379e-6,132.762e-18,-363.406e-3,22.3801e-6,-14.7231e-6,-26.7662e-18,237.975e-18,67.3985e-18,143.217e-18
420e-3,0,180e-3,6,14e-9,285.915e-6,135.166e-18,-363.406e-3,30.9804e-6,-19.9562e-6,-30.4757e-18,250.073e-18,70.3799e-18,152.333e-18
440e-3,0,180e-3,6,14e-9,333.312e-6,137.942e-18,-363.406e-3,42.1255e-6,-26.152e-6,-34.1841e-18,262.386e-18,73.9644e-18,161.062e-18
460e-3,0,180e-3,6,14e-9,377.681e-6,141.112e-18,-363.406e-3,56.4177e-6,-33.2684e-6,-37.845e-18,274.971e-18,78.1996e-18,169.411e-18
480e-3,0,180e-3,6,14e-9,417.562e-6,144.627e-18,-363.406e-3,74.4123e-6,-41.2292e-6,-41.3404e-18,287.648e-18,83.0267e-18,177.261e-18
500e-3,0,180e-3,6,14e-9,452.061e-6,148.388e-18,-363.406e-3,96.4933e-6,-49.9349e-6,-44.541e-18,300.118e-18,88.3005e-18,184.458e-18
520e-3,0,180e-3,6,14e-9,480.82e-6,152.284e-18,-363.406e-3,122.81e-6,-59.2733e-6,-47.3629e-18,312.112e-18,93.8497e-18,190.902e-18
540e-3,0,180e-3,6,14e-9,503.875e-6,156.22e-18,-363.406e-3,153.289e-6,-69.1296e-6,-49.7812e-18,323.464e-18,99.5248e-18,196.579e-18
560e-3,0,180e-3,6,14e-9,521.506e-6,160.128e-18,-363.406e-3,187.687e-6,-79.3921e-6,-51.8152e-18,334.107e-18,105.215e-18,201.533e-18
580e-3,0,180e-3,6,14e-9,534.121e-6,163.964e-18,-363.406e-3,225.646e-6,-89.9564e-6,-53.5072e-18,344.046e-18,110.843e-18,205.843e-18
600e-3,0,180e-3,6,14e-9,542.182e-6,167.699e-18,-363.406e-3,266.746e-6,-100.727e-6,-54.907e-18,353.317e-18,116.359e-18,209.598e-18
620e-3,0,180e-3,6,14e-9,546.17e-6,171.317e-18,-363.406e-3,310.537e-6,-111.617e-6,-56.0638e-18,361.973e-18,121.731e-18,212.882e-18
640e-3,0,180e-3,6,14e-9,546.559e-6,174.806e-18,-363.406e-3,356.564e-6,-122.549e-6,-57.0214e-18,370.07e-18,126.937e-18,215.773e-18
660e-3,0,180e-3,6,14e-9,543.808e-6,178.163e-18,-363.406e-3,404.38e-6,-133.458e-6,-57.818e-18,377.66e-18,131.964e-18,218.337e-18
680e-3,0,180e-3,6,14e-9,538.348e-6,181.384e-18,-363.406e-3,453.564e-6,-144.284e-6,-58.4854e-18,384.794e-18,136.805e-18,220.629e-18
700e-3,0,180e-3,6,14e-9,530.585e-6,184.47e-18,-363.406e-3,503.719e-6,-154.977e-6,-59.0499e-18,391.513e-18,141.456e-18,222.697e-18
720e-3,0,180e-3,6,14e-9,520.887e-6,187.423e-18,-363.406e-3,554.486e-6,-165.494e-6,-59.5331e-18,397.858e-18,145.918e-18,224.58e-18
740e-3,0,180e-3,6,14e-9,509.593e-6,190.245e-18,-363.406e-3,605.538e-6,-175.801e-6,-59.9523e-18,403.861e-18,150.192e-18,226.309e-18
760e-3,0,180e-3,6,14e-9,497.006e-6,192.94e-18,-363.406e-3,656.586e-6,-185.869e-6,-60.3215e-18,409.552e-18,154.283e-18,227.909e-18
780e-3,0,180e-3,6,14e-9,483.396e-6,195.513e-18,-363.406e-3,707.375e-6,-195.675e-6,-60.6519e-18,414.959e-18,158.195e-18,229.404e-18
800e-3,0,180e-3,6,14e-9,469.002e-6,197.968e-18,-363.406e-3,757.683e-6,-205.2e-6,-60.9523e-18,420.103e-18,161.935e-18,230.809e-18
0,0,180e-3,10,14e-9,6.0029e-9,185.923e-18,-361.037e-3,305.614e-12,-181.329e-12,-1.0463e-21,207.203e-18,75.5756e-18,86.0277e-18
20e-3,0,180e-3,10,14e-9,11.6397e-9,186.798e-18,-361.037e-3,592.589e-12,-351.579e-12,-2.0485e-21,209.636e-18,76.4507e-18,87.585e-18
40e-3,0,180e-3,10,14e-9,22.569e-9,187.735e-18,-361.037e-3,1.1490e-9,-681.693e-12,-4.0103e-21,212.205e-18,77.3878e-18,89.2174e-18
60e-3,0,180e-3,10,14e-9,43.758e-9,188.739e-18,-361.037e-3,2.2278e-9,-1.3217e-9,-7.8504e-21,214.909e-18,78.3914e-18,90.9176e-18
80e-3,0,180e-3,10,14e-9,84.832e-9,189.814e-18,-361.037e-3,4.3193e-9,-2.5626e-9,-15.3662e-21,217.744e-18,79.4663e-18,92.6776e-18
100e-3,0,180e-3,10,14e-9,164.428e-9,190.965e-18,-361.037e-3,8.3731e-9,-4.9681e-9,-30.07e-21,220.708e-18,80.6167e-18,94.491e-18
120e-3,0,180e-3,10,14e-9,318.588e-9,192.195e-18,-361.037e-3,16.2276e-9,-9.6298e-9,-58.8146e-21,223.806e-18,81.8463e-18,96.3595e-18
140e-3,0,180e-3,10,14e-9,616.828e-9,193.508e-18,-361.037e-3,31.4348e-9,-18.6587e-9,-114.922e-21,227.062e-18,83.1582e-18,98.304e-18
160e-3,0,180e-3,10,14e-9,1.1925e-6,194.906e-18,-361.037e-3,60.8366e-9,-36.1274e-9,-224.108e-21,230.54e-18,84.5541e-18,100.386e-18
180e-3,0,180e-3,10,14e-9,2.2995e-6,196.39e-18,-361.037e-3,117.529e-9,-69.8558e-9,-435.351e-21,234.377e-18,86.0344e-18,102.743e-18
200e-3,0,180e-3,10,14e-9,4.4113e-6,197.96e-18,-361.037e-3,226.289e-9,-134.724e-9,-839.496e-21,238.849e-18,87.5982e-18,105.651e-18
220e-3,0,180e-3,10,14e-9,8.3829e-6,199.618e-18,-361.037e-3,432.98e-9,-258.575e-9,-1.5967e-18,244.451e-18,89.2438e-18,109.607e-18
240e-3,0,180e-3,10,14e-9,15.6649e-6,201.367e-18,-361.037e-3,819.248e-9,-491.935e-9,-2.9638e-18,251.973e-18,90.9719e-18,115.401e-18
260e-3,0,180e-3,10,14e-9,28.4639e-6,203.215e-18,-361.037e-3,1.5212e-6,-921.801e-9,-5.2834e-18,262.429e-18,92.7918e-18,124.037e-18
280e-3,0,180e-3,10,14e-9,49.582e-6,205.184e-18,-361.037e-3,2.7444e-6,-1.6859e-6,-8.8706e-18,276.648e-18,94.731e-18,136.317e-18
300e-3,0,180e-3,10,14e-9,81.6804e-6,207.305e-18,-361.037e-3,4.7620e-6,-2.9785e-6,-13.7953e-18,294.607e-18,96.8438e-18,152.164e-18
320e-3,0,180e-3,10,14e-9,126.241e-6,209.616e-18,-361.037e-3,7.8914e-6,-5.0366e-6,-19.7516e-18,315.169e-18,99.2042e-18,170.364e-18
340e-3,0,180e-3,10,14e-9,183.015e-6,212.157e-18,-361.037e-3,12.4697e-6,-8.1099e-6,-26.2125e-18,336.712e-18,101.89e-18,189.222e-18
