vgs,vsb,vds,total_fins,length,gm,cdd,vth,gds,id,cds,cgg,cgd,cgs
620e-3,0,60e-3,2,14e-9,67.1319e-6,41.4273e-18,359.341e-3,251.437e-6,17.5191e-6,-15.7083e-18,128.143e-18,49.3277e-18,57.2148e-18
640e-3,0,60e-3,2,14e-9,65.8057e-6,42.3853e-18,359.341e-3,273.684e-6,18.8488e-6,-16.1629e-18,130.916e-18,50.8355e-18,58.4808e-18
660e-3,0,60e-3,2,14e-9,64.3149e-6,43.2907e-18,359.341e-3,295.576e-6,20.1502e-6,-16.5873e-18,133.528e-18,52.2564e-18,59.6712e-18
680e-3,0,60e-3,2,14e-9,62.7076e-6,44.1461e-18,359.341e-3,317.042e-6,21.4206e-6,-16.9825e-18,135.983e-18,53.5942e-18,60.7888e-18
700e-3,0,60e-3,2,14e-9,61.0231e-6,44.9538e-18,359.341e-3,338.027e-6,22.658e-6,-17.3495e-18,138.289e-18,54.8527e-18,61.8364e-18
720e-3,0,60e-3,2,14e-9,59.293e-6,45.7162e-18,359.341e-3,358.493e-6,23.8612e-6,-17.6895e-18,140.453e-18,56.0358e-18,62.817e-18
740e-3,0,60e-3,2,14e-9,57.5423e-6,46.4355e-18,359.341e-3,378.412e-6,25.0296e-6,-18.0038e-18,142.481e-18,57.1472e-18,63.7339e-18
760e-3,0,60e-3,2,14e-9,55.7908e-6,47.114e-18,359.341e-3,397.77e-6,26.1629e-6,-18.2939e-18,144.381e-18,58.1905e-18,64.5903e-18
780e-3,0,60e-3,2,14e-9,54.0535e-6,47.7537e-18,359.341e-3,416.557e-6,27.2613e-6,-18.561e-18,146.159e-18,59.1695e-18,65.3895e-18
800e-3,0,60e-3,2,14e-9,52.342e-6,48.3568e-18,359.341e-3,434.772e-6,28.3252e-6,-18.8066e-18,147.823e-18,60.0878e-18,66.1348e-18
0,0,60e-3,6,14e-9,2.3865e-9,41.1847e-18,359.23e-3,388.881e-12,71.6284e-12,-612.296e-24,123.127e-18,27.8584e-18,30.4687e-18
20e-3,0,60e-3,6,14e-9,4.6475e-9,42.018e-18,359.23e-3,757.317e-12,139.47e-12,-1.1977e-21,124.894e-18,28.6918e-18,31.4021e-18
40e-3,0,60e-3,6,14e-9,9.0503e-9,42.8893e-18,359.23e-3,1.4748e-9,271.59e-12,-2.3433e-21,126.719e-18,29.5632e-18,32.3558e-18
60e-3,0,60e-3,6,14e-9,17.6232e-9,43.7944e-18,359.23e-3,2.8720e-9,528.871e-12,-4.5846e-21,128.59e-18,30.4686e-18,33.3213e-18
80e-3,0,60e-3,6,14e-9,34.3134e-9,44.7272e-18,359.23e-3,5.5929e-9,1.0298e-9,-8.9697e-21,130.492e-18,31.402e-18,34.2899e-18
100e-3,0,60e-3,6,14e-9,66.798e-9,45.6798e-18,359.23e-3,10.8912e-9,2.0051e-9,-17.5464e-21,132.411e-18,32.3556e-18,35.2553e-18
120e-3,0,60e-3,6,14e-9,129.99e-9,46.643e-18,359.23e-3,21.2074e-9,3.9035e-9,-34.311e-21,134.338e-18,33.3209e-18,36.2168e-18
140e-3,0,60e-3,6,14e-9,252.788e-9,47.6072e-18,359.23e-3,41.2901e-9,7.5964e-9,-67.0352e-21,136.275e-18,34.2893e-18,37.1861e-18
160e-3,0,60e-3,6,14e-9,490.934e-9,48.5639e-18,359.23e-3,80.3724e-9,14.7732e-9,-130.735e-21,138.252e-18,35.2541e-18,38.198e-18
180e-3,0,60e-3,6,14e-9,950.986e-9,49.5085e-18,359.23e-3,156.379e-9,28.6931e-9,-254.057e-21,140.344e-18,36.2144e-18,39.3301e-18
200e-3,0,60e-3,6,14e-9,1.8331e-6,50.4444e-18,359.23e-3,304.007e-9,55.5911e-9,-490.307e-21,142.716e-18,37.181e-18,40.7347e-18
220e-3,0,60e-3,6,14e-9,3.5013e-6,51.3909e-18,359.23e-3,590.048e-9,107.202e-9,-934.033e-21,145.673e-18,38.1867e-18,42.6858e-18
240e-3,0,60e-3,6,14e-9,6.5775e-6,52.3939e-18,359.23e-3,1.1417e-6,204.955e-9,-1.7382e-18,149.724e-18,39.3028e-18,45.6211e-18
260e-3,0,60e-3,6,14e-9,12.0112e-6,53.5437e-18,359.23e-3,2.1969e-6,385.958e-9,-3.1100e-18,155.577e-18,40.6637e-18,50.1129e-18
280e-3,0,60e-3,6,14e-9,20.9847e-6,54.9937e-18,359.23e-3,4.1856e-6,709.036e-9,-5.2435e-18,163.942e-18,42.4951e-18,56.6472e-18
300e-3,0,60e-3,6,14e-9,34.4898e-6,56.9678e-18,359.23e-3,7.8415e-6,1.2557e-6,-8.1785e-18,175.149e-18,45.1241e-18,65.2244e-18
320e-3,0,60e-3,6,14e-9,52.6751e-6,59.7223e-18,359.23e-3,14.3049e-6,2.1201e-6,-11.7038e-18,188.889e-18,48.9293e-18,75.1597e-18
340e-3,0,60e-3,6,14e-9,74.4809e-6,63.434e-18,359.23e-3,25.1022e-6,3.3871e-6,-15.4467e-18,204.418e-18,54.187e-18,85.4312e-18
360e-3,0,60e-3,6,14e-9,97.9614e-6,68.0566e-18,359.23e-3,41.8731e-6,5.1105e-6,-19.0747e-18,220.897e-18,60.8644e-18,95.2326e-18
380e-3,0,60e-3,6,14e-9,121.054e-6,73.2937e-18,359.23e-3,65.8994e-6,7.3028e-6,-22.4112e-18,237.563e-18,68.5634e-18,104.2e-18
400e-3,0,60e-3,6,14e-9,142.201e-6,78.7547e-18,359.23e-3,97.744e-6,9.9395e-6,-25.4219e-18,253.829e-18,76.7238e-18,112.305e-18
420e-3,0,60e-3,6,14e-9,160.515e-6,84.135e-18,359.23e-3,137.23e-6,12.9719e-6,-28.1478e-18,269.356e-18,84.8829e-18,119.673e-18
440e-3,0,60e-3,6,14e-9,175.649e-6,89.2731e-18,359.23e-3,183.662e-6,16.3389e-6,-30.6486e-18,284.028e-18,92.773e-18,126.455e-18
460e-3,0,60e-3,6,14e-9,187.593e-6,94.1144e-18,359.23e-3,236.07e-6,19.9765e-6,-32.9752e-18,297.858e-18,100.282e-18,132.775e-18
480e-3,0,60e-3,6,14e-9,196.532e-6,98.6591e-18,359.23e-3,293.394e-6,23.8226e-6,-35.1624e-18,310.904e-18,107.385e-18,138.719e-18
500e-3,0,60e-3,6,14e-9,202.75e-6,102.928e-18,359.23e-3,354.585e-6,27.8197e-6,-37.2312e-18,323.234e-18,114.093e-18,144.341e-18
520e-3,0,60e-3,6,14e-9,206.581e-6,106.945e-18,359.23e-3,418.662e-6,31.9167e-6,-39.1928e-18,334.902e-18,120.429e-18,149.673e-18
540e-3,0,60e-3,6,14e-9,208.368e-6,110.734e-18,359.23e-3,484.743e-6,36.0693e-6,-41.0527e-18,345.949e-18,126.415e-18,154.734e-18
560e-3,0,60e-3,6,14e-9,208.447e-6,114.312e-18,359.23e-3,552.06e-6,40.24e-6,-42.8137e-18,356.406e-18,132.072e-18,159.534e-18
580e-3,0,60e-3,6,14e-9,207.128e-6,117.693e-18,359.23e-3,619.954e-6,44.3978e-6,-44.4768e-18,366.299e-18,137.418e-18,164.081e-18
600e-3,0,60e-3,6,14e-9,204.69e-6,120.891e-18,359.23e-3,687.876e-6,48.5177e-6,-46.0432e-18,375.648e-18,142.467e-18,168.381e-18
620e-3,0,60e-3,6,14e-9,201.375e-6,123.915e-18,359.23e-3,755.378e-6,52.5796e-6,-47.5141e-18,384.473e-18,147.233e-18,172.44e-18
640e-3,0,60e-3,6,14e-9,197.394e-6,126.775e-18,359.23e-3,822.098e-6,56.5682e-6,-48.8912e-18,392.791e-18,151.727e-18,176.264e-18
660e-3,0,60e-3,6,14e-9,192.919e-6,129.477e-18,359.23e-3,887.754e-6,60.4721e-6,-50.177e-18,400.623e-18,155.963e-18,179.859e-18
680e-3,0,60e-3,6,14e-9,188.095e-6,132.031e-18,359.23e-3,952.127e-6,64.2827e-6,-51.3741e-18,407.986e-18,159.952e-18,183.235e-18
700e-3,0,60e-3,6,14e-9,183.041e-6,134.442e-18,359.23e-3,1.0150e-3,67.9943e-6,-52.4861e-18,414.903e-18,163.704e-18,186.399e-18
720e-3,0,60e-3,6,14e-9,177.85e-6,136.717e-18,359.23e-3,1.0764e-3,71.6034e-6,-53.5165e-18,421.392e-18,167.23e-18,189.361e-18
740e-3,0,60e-3,6,14e-9,172.598e-6,138.865e-18,359.23e-3,1.1361e-3,75.1079e-6,-54.4692e-18,427.474e-18,170.544e-18,192.131e-18
760e-3,0,60e-3,6,14e-9,167.343e-6,140.89e-18,359.23e-3,1.1942e-3,78.5073e-6,-55.3485e-18,433.171e-18,173.654e-18,194.717e-18
780e-3,0,60e-3,6,14e-9,162.132e-6,142.8e-18,359.23e-3,1.2505e-3,81.8019e-6,-56.1584e-18,438.504e-18,176.573e-18,197.132e-18
800e-3,0,60e-3,6,14e-9,156.998e-6,144.6e-18,359.23e-3,1.3051e-3,84.9931e-6,-56.9031e-18,443.493e-18,179.31e-18,199.383e-18
0,0,60e-3,10,14e-9,3.9805e-9,68.6412e-18,359.207e-3,651.352e-12,119.469e-12,-1.0221e-21,205.212e-18,46.4307e-18,50.7812e-18
20e-3,0,60e-3,10,14e-9,7.7516e-9,70.03e-18,359.207e-3,1.2684e-9,232.623e-12,-1.9995e-21,208.156e-18,47.8196e-18,52.3368e-18
40e-3,0,60e-3,10,14e-9,15.0951e-9,71.4822e-18,359.207e-3,2.4702e-9,452.986e-12,-3.9118e-21,211.198e-18,49.2721e-18,53.9264e-18
60e-3,0,60e-3,10,14e-9,29.3937e-9,72.9907e-18,359.207e-3,4.8105e-9,882.105e-12,-7.6534e-21,214.317e-18,50.7811e-18,55.5355e-18
80e-3,0,60e-3,10,14e-9,57.2313e-9,74.5454e-18,359.207e-3,9.3678e-9,1.7176e-9,-14.9736e-21,217.486e-18,52.3366e-18,57.1499e-18
100e-3,0,60e-3,10,14e-9,111.412e-9,76.133e-18,359.207e-3,18.2421e-9,3.3444e-9,-29.2911e-21,220.685e-18,53.926e-18,58.7589e-18
120e-3,0,60e-3,10,14e-9,216.81e-9,77.7383e-18,359.207e-3,35.5209e-9,6.5106e-9,-57.2769e-21,223.896e-18,55.5348e-18,60.3616e-18
140e-3,0,60e-3,10,14e-9,421.624e-9,79.3452e-18,359.207e-3,69.1577e-9,12.6701e-9,-111.905e-21,227.126e-18,57.1486e-18,61.9773e-18
160e-3,0,60e-3,10,14e-9,818.826e-9,80.9397e-18,359.207e-3,134.616e-9,24.6402e-9,-218.241e-21,230.421e-18,58.7563e-18,63.6644e-18
180e-3,0,60e-3,10,14e-9,1.5861e-6,82.5138e-18,359.207e-3,261.915e-9,47.8571e-9,-424.105e-21,233.908e-18,60.3564e-18,65.552e-18
200e-3,0,60e-3,10,14e-9,3.0574e-6,84.0735e-18,359.207e-3,509.155e-9,92.7198e-9,-818.476e-21,237.862e-18,61.9668e-18,67.8949e-18
220e-3,0,60e-3,10,14e-9,5.8397e-6,85.6505e-18,359.207e-3,988.153e-9,178.799e-9,-1.5591e-18,242.791e-18,63.6414e-18,71.1498e-18
240e-3,0,60e-3,10,14e-9,10.9701e-6,87.3212e-18,359.207e-3,1.9118e-6,341.835e-9,-2.9014e-18,249.546e-18,65.4988e-18,76.0475e-18
260e-3,0,60e-3,10,14e-9,20.0316e-6,89.2359e-18,359.207e-3,3.6780e-6,643.708e-9,-5.1912e-18,259.305e-18,67.7625e-18,83.5426e-18
280e-3,0,60e-3,10,14e-9,34.9951e-6,91.6502e-18,359.207e-3,7.0050e-6,1.1825e-6,-8.7517e-18,273.253e-18,70.8078e-18,94.4455e-18
300e-3,0,60e-3,10,14e-9,57.5124e-6,94.9368e-18,359.207e-3,13.1178e-6,2.0942e-6,-13.6498e-18,291.936e-18,75.1798e-18,108.756e-18
320e-3,0,60e-3,10,14e-9,87.8294e-6,99.5228e-18,359.207e-3,23.9174e-6,3.5354e-6,-19.5325e-18,314.841e-18,81.5097e-18,125.331e-18
340e-3,0,60e-3,10,14e-9,124.177e-6,105.703e-18,359.207e-3,41.9474e-6,5.6479e-6,-25.7786e-18,340.725e-18,90.2586e-18,142.466e-18
360e-3,0,60e-3,10,14e-9,163.313e-6,113.4e-18,359.207e-3,69.9383e-6,8.5211e-6,-31.8336e-18,368.191e-18,101.372e-18,158.819e-18
380e-3,0,60e-3,10,14e-9,201.799e-6,122.12e-18,359.207e-3,110.023e-6,12.1759e-6,-37.4031e-18,395.968e-18,114.187e-18,173.78e-18
400e-3,0,60e-3,10,14e-9,237.038e-6,131.213e-18,359.207e-3,163.136e-6,16.5712e-6,-42.4296e-18,423.076e-18,127.771e-18,187.305e-18
420e-3,0,60e-3,10,14e-9,267.556e-6,140.171e-18,359.207e-3,228.981e-6,21.6257e-6,-46.981e-18,448.953e-18,141.352e-18,199.601e-18
440e-3,0,60e-3,10,14e-9,292.773e-6,148.725e-18,359.207e-3,306.396e-6,27.238e-6,-51.1568e-18,473.405e-18,154.485e-18,210.92e-18
460e-3,0,60e-3,10,14e-9,312.675e-6,156.786e-18,359.207e-3,393.767e-6,33.3012e-6,-55.042e-18,496.453e-18,166.985e-18,221.467e-18
480e-3,0,60e-3,10,14e-9,327.567e-6,164.353e-18,359.207e-3,489.326e-6,39.7116e-6,-58.6944e-18,518.196e-18,178.809e-18,231.387e-18
500e-3,0,60e-3,10,14e-9,337.927e-6,171.46e-18,359.207e-3,591.323e-6,46.3736e-6,-62.149e-18,538.745e-18,189.975e-18,240.77e-18
520e-3,0,60e-3,10,14e-9,344.306e-6,178.149e-18,359.207e-3,698.127e-6,53.2021e-6,-65.4246e-18,558.19e-18,200.521e-18,249.669e-18
540e-3,0,60e-3,10,14e-9,347.282e-6,184.457e-18,359.207e-3,808.268e-6,60.1232e-6,-68.5305e-18,576.6e-18,210.485e-18,258.115e-18
560e-3,0,60e-3,10,14e-9,347.41e-6,190.413e-18,359.207e-3,920.464e-6,67.0744e-6,-71.471e-18,594.028e-18,219.902e-18,266.126e-18
580e-3,0,60e-3,10,14e-9,345.21e-6,196.044e-18,359.207e-3,1.0336e-3,74.0041e-6,-74.2482e-18,610.515e-18,228.8e-18,273.715e-18
600e-3,0,60e-3,10,14e-9,341.144e-6,201.368e-18,359.207e-3,1.1468e-3,80.8704e-6,-76.8638e-18,626.096e-18,237.204e-18,280.892e-18
620e-3,0,60e-3,10,14e-9,335.619e-6,206.404e-18,359.207e-3,1.2593e-3,87.6401e-6,-79.32e-18,640.803e-18,245.137e-18,287.665e-18
640e-3,0,60e-3,10,14e-9,328.981e-6,211.164e-18,359.207e-3,1.3705e-3,94.2877e-6,-81.6196e-18,654.666e-18,252.619e-18,294.047e-18
660e-3,0,60e-3,10,14e-9,321.523e-6,215.664e-18,359.207e-3,1.4799e-3,100.794e-6,-83.7666e-18,667.718e-18,259.67e-18,300.047e-18
680e-3,0,60e-3,10,14e-9,313.483e-6,219.915e-18,359.207e-3,1.5872e-3,107.145e-6,-85.7658e-18,679.99e-18,266.309e-18,305.681e-18
700e-3,0,60e-3,10,14e-9,305.059e-6,223.929e-18,359.207e-3,1.6920e-3,113.331e-6,-87.6227e-18,691.516e-18,272.554e-18,310.962e-18
720e-3,0,60e-3,10,14e-9,296.407e-6,227.718e-18,359.207e-3,1.7943e-3,119.346e-6,-89.3435e-18,702.33e-18,278.425e-18,315.905e-18
740e-3,0,60e-3,10,14e-9,287.653e-6,231.294e-18,359.207e-3,1.8939e-3,125.186e-6,-90.9346e-18,712.467e-18,283.94e-18,320.527e-18
760e-3,0,60e-3,10,14e-9,278.896e-6,234.666e-18,359.207e-3,1.9906e-3,130.852e-6,-92.4031e-18,721.962e-18,289.118e-18,324.845e-18
780e-3,0,60e-3,10,14e-9,270.21e-6,237.845e-18,359.207e-3,2.0845e-3,136.343e-6,-93.7558e-18,730.849e-18,293.976e-18,328.874e-18
800e-3,0,60e-3,10,14e-9,261.653e-6,240.843e-18,359.207e-3,2.1755e-3,141.661e-6,-94.9997e-18,739.164e-18,298.533e-18,332.631e-18
0,0,60e-3,20,14e-9,7.9655e-9,137.282e-18,359.191e-3,1.3075e-9,239.071e-12,-2.0467e-21,410.424e-18,92.8614e-18,101.562e-18
20e-3,0,60e-3,20,14e-9,15.5119e-9,140.06e-18,359.191e-3,2.5463e-9,465.504e-12,-4.0038e-21,416.313e-18,95.6392e-18,104.674e-18
40e-3,0,60e-3,20,14e-9,30.2069e-9,142.964e-18,359.191e-3,4.9587e-9,906.474e-12,-7.8331e-21,422.397e-18,98.5441e-18,107.853e-18
60e-3,0,60e-3,20,14e-9,58.8201e-9,145.981e-18,359.191e-3,9.6567e-9,1.7651e-9,-15.3253e-21,428.633e-18,101.562e-18,111.071e-18
80e-3,0,60e-3,20,14e-9,114.526e-9,149.091e-18,359.191e-3,18.8052e-9,3.4372e-9,-29.9832e-21,434.973e-18,104.673e-18,114.3e-18
100e-3,0,60e-3,20,14e-9,222.948e-9,152.266e-18,359.191e-3,36.6195e-9,6.6925e-9,-58.6528e-21,441.37e-18,107.852e-18,117.518e-18
120e-3,0,60e-3,20,14e-9,433.86e-9,155.477e-18,359.191e-3,71.3049e-9,13.0286e-9,-114.692e-21,447.793e-18,111.069e-18,120.724e-18
140e-3,0,60e-3,20,14e-9,843.715e-9,158.69e-18,359.191e-3,138.827e-9,25.3543e-9,-224.078e-21,454.252e-18,114.297e-18,123.955e-18
160e-3,0,60e-3,20,14e-9,1.6385e-6,161.879e-18,359.191e-3,270.227e-9,49.3077e-9,-437.007e-21,460.842e-18,117.512e-18,127.33e-18
180e-3,0,60e-3,20,14e-9,3.1740e-6,165.027e-18,359.191e-3,525.758e-9,95.7671e-9,-849.226e-21,467.819e-18,120.712e-18,131.107e-18
200e-3,0,60e-3,20,14e-9,6.1182e-6,168.146e-18,359.191e-3,1.0220e-6,185.541e-9,-1.6389e-18,475.726e-18,123.931e-18,135.795e-18
220e-3,0,60e-3,20,14e-9,11.6857e-6,171.299e-18,359.191e-3,1.9834e-6,357.793e-9,-3.1220e-18,485.588e-18,127.278e-18,142.31e-18
240e-3,0,60e-3,20,14e-9,21.9515e-6,174.64e-18,359.191e-3,3.8371e-6,684.035e-9,-5.8096e-18,499.102e-18,130.989e-18,152.114e-18
260e-3,0,60e-3,20,14e-9,40.0827e-6,178.467e-18,359.191e-3,7.3807e-6,1.2880e-6,-10.3941e-18,518.626e-18,135.509e-18,167.117e-18
280e-3,0,60e-3,20,14e-9,70.0212e-6,183.291e-18,359.191e-3,14.0536e-6,2.3661e-6,-17.5225e-18,546.531e-18,141.59e-18,188.941e-18
300e-3,0,60e-3,20,14e-9,115.069e-6,189.859e-18,359.191e-3,26.3084e-6,4.1903e-6,-27.328e-18,583.904e-18,150.319e-18,217.585e-18
320e-3,0,60e-3,20,14e-9,175.715e-6,199.024e-18,359.191e-3,47.9488e-6,7.0738e-6,-39.1043e-18,629.72e-18,162.961e-18,250.759e-18
340e-3,0,60e-3,20,14e-9,248.419e-6,211.375e-18,359.191e-3,84.0605e-6,11.3e-6,-51.6084e-18,681.492e-18,180.438e-18,285.055e-18
360e-3,0,60e-3,20,14e-9,326.691e-6,226.758e-18,359.191e-3,140.101e-6,17.0478e-6,-63.7311e-18,736.426e-18,202.642e-18,317.784e-18
380e-3,0,60e-3,20,14e-9,403.659e-6,244.186e-18,359.191e-3,220.331e-6,24.3585e-6,-74.883e-18,791.979e-18,228.246e-18,347.732e-18
400e-3,0,60e-3,20,14e-9,474.131e-6,262.357e-18,359.191e-3,326.616e-6,33.1504e-6,-84.9488e-18,846.194e-18,255.387e-18,374.807e-18
420e-3,0,60e-3,20,14e-9,535.158e-6,280.26e-18,359.191e-3,458.358e-6,43.2604e-6,-94.064e-18,897.946e-18,282.524e-18,399.422e-18
440e-3,0,60e-3,20,14e-9,585.584e-6,297.356e-18,359.191e-3,613.232e-6,54.4858e-6,-102.428e-18,946.848e-18,308.767e-18,422.081e-18
460e-3,0,60e-3,20,14e-9,625.379e-6,313.465e-18,359.191e-3,788.01e-6,66.6127e-6,-110.209e-18,992.941e-18,333.743e-18,443.198e-18
480e-3,0,60e-3,20,14e-9,655.156e-6,328.587e-18,359.191e-3,979.155e-6,79.434e-6,-117.524e-18,1.0364e-15,357.368e-18,463.058e-18
500e-3,0,60e-3,20,14e-9,675.867e-6,342.791e-18,359.191e-3,1.1831e-3,92.7585e-6,-124.443e-18,1.0775e-15,379.679e-18,481.842e-18
520e-3,0,60e-3,20,14e-9,688.621e-6,356.159e-18,359.191e-3,1.3967e-3,106.416e-6,-131.004e-18,1.1164e-15,400.751e-18,499.658e-18
540e-3,0,60e-3,20,14e-9,694.566e-6,368.764e-18,359.191e-3,1.6170e-3,120.258e-6,-137.225e-18,1.1532e-15,420.66e-18,516.567e-18
560e-3,0,60e-3,20,14e-9,694.819e-6,380.668e-18,359.191e-3,1.8414e-3,134.16e-6,-143.114e-18,1.1880e-15,439.476e-18,532.606e-18
580e-3,0,60e-3,20,14e-9,690.414e-6,391.921e-18,359.191e-3,2.0677e-3,148.02e-6,-148.676e-18,1.2210e-15,457.255e-18,547.8e-18
600e-3,0,60e-3,20,14e-9,682.28e-6,402.561e-18,359.191e-3,2.2941e-3,161.752e-6,-153.915e-18,1.2522e-15,474.048e-18,562.167e-18
620e-3,0,60e-3,20,14e-9,671.228e-6,412.624e-18,359.191e-3,2.5191e-3,175.291e-6,-158.835e-18,1.2816e-15,489.899e-18,575.728e-18
640e-3,0,60e-3,20,14e-9,657.951e-6,422.138e-18,359.191e-3,2.7415e-3,188.586e-6,-163.44e-18,1.3093e-15,504.849e-18,588.504e-18
660e-3,0,60e-3,20,14e-9,643.032e-6,431.131e-18,359.191e-3,2.9603e-3,201.599e-6,-167.741e-18,1.3354e-15,518.938e-18,600.518e-18
680e-3,0,60e-3,20,14e-9,626.952e-6,439.626e-18,359.191e-3,3.1749e-3,214.3e-6,-171.745e-18,1.36e-15,532.202e-18,611.796e-18
700e-3,0,60e-3,20,14e-9,610.103e-6,447.649e-18,359.191e-3,3.3846e-3,226.671e-6,-175.464e-18,1.3830e-15,544.681e-18,622.369e-18
720e-3,0,60e-3,20,14e-9,592.799e-6,455.221e-18,359.191e-3,3.5892e-3,238.701e-6,-178.911e-18,1.4046e-15,556.411e-18,632.266e-18
740e-3,0,60e-3,20,14e-9,575.292e-6,462.366e-18,359.191e-3,3.7882e-3,250.382e-6,-182.098e-18,1.4249e-15,567.431e-18,641.519e-18
760e-3,0,60e-3,20,14e-9,557.777e-6,469.105e-18,359.191e-3,3.9817e-3,261.713e-6,-185.04e-18,1.4439e-15,577.776e-18,650.163e-18
780e-3,0,60e-3,20,14e-9,540.405e-6,475.46e-18,359.191e-3,4.1694e-3,272.694e-6,-187.749e-18,1.4617e-15,587.484e-18,658.229e-18
800e-3,0,60e-3,20,14e-9,523.293e-6,481.452e-18,359.191e-3,4.3514e-3,283.331e-6,-190.241e-18,1.4783e-15,596.589e-18,665.751e-18
0,0,60e-3,40,14e-9,15.9354e-9,274.565e-18,359.182e-3,2.6199e-9,478.274e-12,-4.0959e-21,820.847e-18,185.723e-18,203.125e-18
20e-3,0,60e-3,40,14e-9,31.0324e-9,280.12e-18,359.182e-3,5.1020e-9,931.267e-12,-8.0125e-21,832.625e-18,191.278e-18,209.347e-18
40e-3,0,60e-3,40,14e-9,60.4305e-9,285.929e-18,359.182e-3,9.9358e-9,1.8134e-9,-15.6757e-21,844.794e-18,197.088e-18,215.705e-18
60e-3,0,60e-3,40,14e-9,117.673e-9,291.963e-18,359.182e-3,19.3491e-9,3.5313e-9,-30.669e-21,857.266e-18,203.124e-18,222.142e-18
80e-3,0,60e-3,40,14e-9,229.116e-9,298.181e-18,359.182e-3,37.6799e-9,6.8764e-9,-60.0026e-21,869.946e-18,209.346e-18,228.6e-18
100e-3,0,60e-3,40,14e-9,446.021e-9,304.532e-18,359.182e-3,73.3743e-9,13.3888e-9,-117.376e-21,882.74e-18,215.704e-18,235.036e-18
120e-3,0,60e-3,40,14e-9,867.961e-9,310.953e-18,359.182e-3,142.873e-9,26.0644e-9,-229.522e-21,895.586e-18,222.139e-18,241.448e-18
140e-3,0,60e-3,40,14e-9,1.6879e-6,317.381e-18,359.182e-3,278.167e-9,50.7226e-9,-448.426e-21,908.505e-18,228.593e-18,247.912e-18
160e-3,0,60e-3,40,14e-9,3.2780e-6,323.758e-18,359.182e-3,541.449e-9,98.6427e-9,-874.538e-21,921.685e-18,235.023e-18,254.662e-18
180e-3,0,60e-3,40,14e-9,6.3497e-6,330.054e-18,359.182e-3,1.0534e-6,191.587e-9,-1.6994e-18,935.639e-18,241.422e-18,262.217e-18
200e-3,0,60e-3,40,14e-9,12.2398e-6,336.292e-18,359.182e-3,2.0477e-6,371.185e-9,-3.2797e-18,951.455e-18,247.86e-18,271.596e-18
220e-3,0,60e-3,40,14e-9,23.3776e-6,342.597e-18,359.182e-3,3.9739e-6,715.78e-9,-6.2477e-18,971.181e-18,254.552e-18,284.63e-18
240e-3,0,60e-3,40,14e-9,43.9144e-6,349.276e-18,359.182e-3,7.6876e-6,1.3684e-6,-11.626e-18,998.215e-18,261.969e-18,304.246e-18
260e-3,0,60e-3,40,14e-9,80.1849e-6,356.928e-18,359.182e-3,14.7861e-6,2.5768e-6,-20.7999e-18,1.0372e-15,271.003e-18,334.266e-18
280e-3,0,60e-3,40,14e-9,140.073e-6,366.574e-18,359.182e-3,28.1507e-6,4.7335e-6,-35.064e-18,1.0930e-15,283.153e-18,377.933e-18
300e-3,0,60e-3,40,14e-9,230.182e-6,379.704e-18,359.182e-3,52.6897e-6,8.3825e-6,-54.6843e-18,1.1678e-15,300.597e-18,435.242e-18
320e-3,0,60e-3,40,14e-9,351.486e-6,398.026e-18,359.182e-3,96.0115e-6,14.1507e-6,-78.2479e-18,1.2594e-15,325.863e-18,501.615e-18
340e-3,0,60e-3,40,14e-9,496.901e-6,422.72e-18,359.182e-3,168.287e-6,22.6041e-6,-103.268e-18,1.3630e-15,360.795e-18,570.232e-18
360e-3,0,60e-3,40,14e-9,653.448e-6,453.475e-18,359.182e-3,280.428e-6,34.1011e-6,-127.526e-18,1.4729e-15,405.18e-18,635.715e-18
380e-3,0,60e-3,40,14e-9,807.38e-6,488.317e-18,359.182e-3,440.949e-6,48.7238e-6,-149.843e-18,1.584e-15,456.365e-18,695.636e-18
400e-3,0,60e-3,40,14e-9,948.317e-6,524.647e-18,359.182e-3,653.575e-6,66.3086e-6,-169.987e-18,1.6924e-15,510.621e-18,749.809e-18
420e-3,0,60e-3,40,14e-9,1.0703e-3,560.438e-18,359.182e-3,917.112e-6,86.5297e-6,-188.23e-18,1.7959e-15,564.869e-18,799.063e-18
440e-3,0,60e-3,40,14e-9,1.1712e-3,594.618e-18,359.182e-3,1.2269e-3,108.981e-6,-204.969e-18,1.8937e-15,617.329e-18,844.404e-18
460e-3,0,60e-3,40,14e-9,1.2507e-3,626.823e-18,359.182e-3,1.5765e-3,133.236e-6,-220.543e-18,1.9859e-15,667.258e-18,886.658e-18
480e-3,0,60e-3,40,14e-9,1.3103e-3,657.056e-18,359.182e-3,1.9588e-3,158.879e-6,-235.184e-18,2.0728e-15,714.486e-18,926.399e-18
500e-3,0,60e-3,40,14e-9,1.3517e-3,685.452e-18,359.182e-3,2.3668e-3,185.528e-6,-249.033e-18,2.1550e-15,759.087e-18,963.987e-18
520e-3,0,60e-3,40,14e-9,1.3772e-3,712.177e-18,359.182e-3,2.7941e-3,212.843e-6,-262.163e-18,2.2328e-15,801.211e-18,999.637e-18
540e-3,0,60e-3,40,14e-9,1.3891e-3,737.379e-18,359.182e-3,3.2347e-3,240.527e-6,-274.613e-18,2.3064e-15,841.011e-18,1.0334e-15
