vgs,vds,vsb,fins,length,id,gm,gds,cdd,cgg
0.44,0.28,0.0,5.0,4.0,5.563e-06,7.665074816730662e-05,1.524e-06,4.295591914050255e-17,3.8957946970034143e-16
0.46,0.28,0.0,5.0,4.0,7.23e-06,9.008956445067545e-05,1.982e-06,4.394267978767231e-17,3.9427454052155235e-16
0.48,0.28,0.0,5.0,4.0,9.168e-06,0.00010374135475107206,2.572e-06,4.5009017906388e-17,3.98778625411053e-16
0.5,0.28,0.0,5.0,4.0,1.138e-05,0.0001174448963046796,3.362e-06,4.625042646250479e-17,4.0323496381762603e-16
0.52,0.28,0.0,5.0,4.0,1.386e-05,0.0001302780981073267,4.466e-06,4.773056743325941e-17,4.077708796957451e-16
0.54,0.28,0.0,5.0,4.0,1.659e-05,0.00014294198982385097,6.05e-06,4.956084927881621e-17,4.1248186601126516e-16
0.56,0.28,0.0,5.0,4.0,1.957e-05,0.00015445233939246183,8.334e-06,5.178901848210275e-17,4.174634157300415e-16
0.58,0.28,0.0,5.0,4.0,2.276e-05,0.00016474664860029086,1.157e-05,5.4430990537428216e-17,4.2271552885207408e-16
0.6,0.28,0.0,5.0,4.0,2.615e-05,0.0001735586613991654,1.601e-05,5.743901896186503e-17,4.2819045889443523e-16
0.62,0.28,0.0,5.0,4.0,2.969e-05,0.0001805159001946383,2.181e-05,6.070169529524889e-17,4.3380862838557914e-16
0.64,0.28,0.0,5.0,4.0,3.336e-05,0.00018587493221388745,2.907e-05,6.410761107741545e-17,4.394267978767231e-16
0.66,0.28,0.0,5.0,4.0,3.711e-05,0.00018898116454022182,3.776e-05,6.757718883681876e-17,4.449813053906303e-16
0.68,0.28,0.0,5.0,4.0,4.091e-05,0.00019069800481803187,4.776e-05,7.099902011329451e-17,4.503766579614455e-16
0.7,0.28,0.0,5.0,4.0,4.473e-05,0.0001912248121816835,5.89e-05,7.435718941253351e-17,4.555810246005504e-16
0.72,0.28,0.0,5.0,4.0,4.855e-05,0.0001904007424492504,7.099e-05,7.760395025160817e-17,4.605466588250176e-16
0.74,0.28,0.0,5.0,4.0,5.234e-05,0.00018867061481649524,8.381e-05,8.072338713620931e-17,4.652894761291561e-16
0.76,0.28,0.0,5.0,4.0,5.609e-05,0.00018591519507996389,9.717e-05,8.368366907771858e-17,4.697776455243475e-16
0.78,0.28,0.0,5.0,4.0,5.977e-05,0.00018216740246000665,0.0001109,8.650071157044512e-17,4.740270825049012e-16
0.8,0.28,0.0,5.0,4.0,6.338e-05,0.00017897572549192034,0.0001248,8.917451461438897e-17,4.7803778707081685e-16
0.0,0.3,0.0,5.0,4.0,1.655e-11,6.039861473602891e-10,6.613e-12,2.804310097279196e-17,3.0487720898683473e-16
0.02,0.3,0.0,5.0,4.0,3.212e-11,1.0543450414151468e-09,1.133e-11,2.837732635328494e-17,3.064369274291353e-16
0.04,0.3,0.0,5.0,4.0,6.263e-11,2.0948798564783814e-09,2.071e-11,2.87433827223963e-17,3.0801256136574506e-16
0.06,0.3,0.0,5.0,4.0,1.223e-10,4.094830520952894e-09,3.922e-11,2.912535458581685e-17,3.096200262909732e-16
0.08,0.3,0.0,5.0,4.0,2.392e-10,8.014602264816103e-09,7.557e-11,2.952324194354659e-17,3.1124340671051055e-16
0.1,0.3,0.0,5.0,4.0,4.677e-10,1.5663216124737058e-08,1.468e-10,2.996887578420389e-17,3.1288270262435704e-16
0.12,0.3,0.0,5.0,4.0,9.145e-10,3.0640162482098504e-08,2.861e-10,3.0430425119170394e-17,3.1450608304389437e-16
0.14,0.3,0.0,5.0,4.0,1.788e-09,5.984571107655178e-08,5.586e-10,3.0907889948446076e-17,3.161453789577409e-16
0.16,0.3,0.0,5.0,4.0,3.493e-09,1.1679982081908088e-07,1.091e-09,3.1433101260649335e-17,3.1783242135451503e-16
0.18,0.3,0.0,5.0,4.0,6.818e-09,2.2754741036415248e-07,2.128e-09,3.1990143561470966e-17,3.1961495671714423e-16
0.2,0.3,0.0,5.0,4.0,1.328e-08,4.4123681009277136e-07,4.142e-09,3.2579016850910976e-17,3.2160439350579296e-16
0.22,0.3,0.0,5.0,4.0,2.576e-08,8.491349280928354e-07,8.031e-09,3.3215636623278556e-17,3.240076331464806e-16
0.24,0.3,0.0,5.0,4.0,4.96e-08,1.6108171442757101e-06,1.545e-08,3.386817188995533e-17,3.2715890101970007e-16
0.26,0.3,0.0,5.0,4.0,9.427e-08,2.9851025058203477e-06,2.93e-08,3.456845363955967e-17,3.3144016898887205e-16
0.28,0.3,0.0,5.0,4.0,1.754e-07,5.320321528285851e-06,5.429e-08,3.530056637778239e-17,3.3710608496294354e-16
0.3,0.3,0.0,5.0,4.0,3.16e-07,8.99523723060957e-06,9.717e-08,3.606451010462349e-17,3.4401340949313184e-16
0.32,0.3,0.0,5.0,4.0,5.461e-07,1.4306307903405566e-05,1.661e-07,3.6860284820082966e-17,3.515573537956876e-16
0.34,0.3,0.0,5.0,4.0,9e-07,2.138228065201069e-05,2.694e-07,3.768789052416082e-17,3.590694671096251e-16
0.36,0.3,0.0,5.0,4.0,1.412e-06,3.0052142632265448e-05,4.136e-07,3.854732721685705e-17,3.66120031088596e-16
0.38,0.3,0.0,5.0,4.0,2.112e-06,4.0211509538003945e-05,6.03e-07,3.9406763909553287e-17,3.725498907895087e-16
0.4,0.3,0.0,5.0,4.0,3.029e-06,5.16538232217252e-05,8.405e-07,4.02980315908679e-17,3.784067926952904e-16
0.42,0.3,0.0,5.0,4.0,4.184e-06,6.397468053954076e-05,1.129e-06,4.1189299272182514e-17,3.837543987831781e-16
0.44,0.3,0.0,5.0,4.0,5.593e-06,7.704861694359434e-05,1.476e-06,4.209648244780632e-17,3.8870411751333597e-16
0.46,0.3,0.0,5.0,4.0,7.269e-06,9.058157312824371e-05,1.893e-06,4.30354966120485e-17,3.933514418516193e-16
0.48,0.3,0.0,5.0,4.0,9.217e-06,0.00010422541118439441,2.404e-06,4.4038172753527445e-17,3.9777594926957403e-16
0.5,0.3,0.0,5.0,4.0,1.144e-05,0.00011816698253477696,3.053e-06,4.512042636655233e-17,4.020731327330552e-16
0.52,0.3,0.0,5.0,4.0,1.394e-05,0.00013155605747469193,3.909e-06,4.6377750416978303e-17,4.0633848520791804e-16
0.54,0.3,0.0,5.0,4.0,1.67e-05,0.00014460810620441178,5.084e-06,4.785789138773293e-17,4.106993306486359e-16
0.56,0.3,0.0,5.0,4.0,1.972e-05,0.00015701031530405103,6.735e-06,4.9656342244671346e-17,4.152193310324458e-16
0.58,0.3,0.0,5.0,4.0,2.297e-05,0.00016784862857337077,9.07e-06,5.1820849470721126e-17,4.1996214833658426e-16
0.6,0.3,0.0,5.0,4.0,2.643e-05,0.00017809356719766727,1.232e-05,5.435141306588227e-17,4.249596135496698e-16
0.62,0.3,0.0,5.0,4.0,3.008e-05,0.00018627429702755218,1.671e-05,5.718437105291799e-17,4.301480646944656e-16
0.64,0.3,0.0,5.0,4.0,3.387e-05,0.00019280643908371083,2.24e-05,6.028789244320996e-17,4.3546383979373484e-16
0.66,0.3,0.0,5.0,4.0,3.778e-05,0.00019749714102917885,2.949e-05,6.353465328228462e-17,4.408114458816225e-16
0.68,0.3,0.0,5.0,4.0,4.176e-05,0.00020070259199237166,3.795e-05,6.686099159290524e-17,4.461113054865826e-16
0.7,0.3,0.0,5.0,4.0,4.58e-05,0.00020269008619413226,4.771e-05,7.018732990352585e-17,4.512838411370692e-16
0.72,0.3,0.0,5.0,4.0,4.985e-05,0.00020203385682145906,5.859e-05,7.346592173121889e-17,4.563131373387731e-16
0.74,0.3,0.0,5.0,4.0,5.388e-05,0.00020117328411641485,7.043e-05,7.666493608736599e-17,4.611355321144576e-16
0.76,0.3,0.0,5.0,4.0,5.789e-05,0.000199271403508046,8.302e-05,7.975254198334875e-17,4.657669409584317e-16
0.78,0.3,0.0,5.0,4.0,6.184e-05,0.00019573909784537867,9.616e-05,8.269690843054881e-17,4.701596173877681e-16
0.8,0.3,0.0,5.0,4.0,6.572e-05,0.00019234061522768422,0.0001097,8.551395092327537e-17,4.743294768967758e-16
0.0,0.32,0.0,5.0,4.0,1.668e-11,6.094495154081885e-10,6.656e-12,2.76770446036806e-17,3.0455889910065095e-16
0.02,0.32,0.0,5.0,4.0,3.235e-11,1.06008036511353e-09,1.124e-11,2.7995354489864394e-17,3.060867865543331e-16
0.04,0.32,0.0,5.0,4.0,6.304e-11,2.108414419497242e-09,2.037e-11,2.834549536466656e-17,3.076465049966337e-16
0.06,0.32,0.0,5.0,4.0,1.231e-10,4.120466163606724e-09,3.842e-11,2.869563623946873e-17,3.0923805442755266e-16
0.08,0.32,0.0,5.0,4.0,2.407e-10,8.062044770440778e-09,7.386e-11,2.907760810288928e-17,3.108296038584716e-16
0.1,0.32,0.0,5.0,4.0,4.706e-10,1.576285414691534e-08,1.433e-10,2.949141095492821e-17,3.124370687836998e-16
0.12,0.32,0.0,5.0,4.0,9.202e-10,3.082424003197662e-08,2.792e-10,2.992112930127633e-17,3.140445337089279e-16
0.14,0.32,0.0,5.0,4.0,1.799e-09,6.022493519937732e-08,5.45e-10,3.038267863624282e-17,3.1565199863415607e-16
0.16,0.32,0.0,5.0,4.0,3.515e-09,1.1754410729868333e-07,1.064e-09,3.08760589598277e-17,3.1730721004231177e-16
0.18,0.32,0.0,5.0,4.0,6.86e-09,2.288415333083991e-07,2.076e-09,3.140127027203095e-17,3.1904199892201343e-16
0.2,0.32,0.0,5.0,4.0,1.336e-08,4.440173544801534e-07,4.041e-09,3.195831257285259e-17,3.2099960472204374e-16
0.22,0.32,0.0,5.0,4.0,2.592e-08,8.544207117653179e-07,7.835e-09,3.25471858622926e-17,3.23371013374113e-16
0.24,0.32,0.0,5.0,4.0,4.991e-08,1.6213965914477588e-06,1.507e-08,3.316789014035099e-17,3.2649045025871416e-16
0.26,0.32,0.0,5.0,4.0,9.485e-08,3.000502139869282e-06,2.86e-08,3.383634090133695e-17,3.307398872392677e-16
0.28,0.32,0.0,5.0,4.0,1.764e-07,5.351657973761405e-06,5.302e-08,3.4536622650941293e-17,3.363580567304116e-16
0.3,0.32,0.0,5.0,4.0,3.179e-07,9.052505842700562e-06,9.499e-08,3.526873538916401e-17,3.432176347776723e-16
0.32,0.32,0.0,5.0,4.0,5.494e-07,1.4390901819180809e-05,1.626e-07,3.6048594610314295e-17,3.50745663585919e-16
0.34,0.32,0.0,5.0,4.0,9.053e-07,2.149664439284367e-05,2.64e-07,3.6860284820082966e-17,3.5822594591123803e-16
0.36,0.32,0.0,5.0,4.0,1.42e-06,3.0215121809243503e-05,4.058e-07,3.768789052416082e-17,3.652605943958998e-16
0.38,0.32,0.0,5.0,4.0,2.124e-06,4.045024111329595e-05,5.921e-07,3.854732721685705e-17,3.716904540968124e-16
0.4,0.32,0.0,5.0,4.0,3.046e-06,5.1885865639422903e-05,8.251e-07,3.942267940386248e-17,3.7753144050828495e-16
0.42,0.32,0.0,5.0,4.0,4.206e-06,6.430785945369732e-05,1.106e-06,4.0329862579486285e-17,3.828790465961726e-16
0.44,0.32,0.0,5.0,4.0,5.623e-06,7.743381878914995e-05,1.439e-06,4.1237045755110084e-17,3.8782876532633056e-16
0.46,0.32,0.0,5.0,4.0,7.306e-06,9.095758683186392e-05,1.83e-06,4.216014442504308e-17,3.9244425867599557e-16
0.48,0.32,0.0,5.0,4.0,9.264e-06,0.00010488631484483751,2.294e-06,4.3130989577903645e-17,3.9683693510533183e-16
0.5,0.32,0.0,5.0,4.0,1.15e-05,0.00011859711370866404,2.857e-06,4.413366571938258e-17,4.010386256029579e-16
0.52,0.32,0.0,5.0,4.0,1.401e-05,0.0001326253104807449,3.564e-06,4.524775032102585e-17,4.05160738629038e-16
0.54,0.32,0.0,5.0,4.0,1.68e-05,0.0001459006824454705,4.487e-06,4.652098986576101e-17,4.0926693616080887e-16
0.56,0.32,0.0,5.0,4.0,1.984e-05,0.00015827075733376806,5.733e-06,4.800113083651563e-17,4.1346862665843494e-16
0.58,0.32,0.0,5.0,4.0,2.313e-05,0.0001705154866170557,7.453e-06,4.9767750704835673e-17,4.177976411105345e-16
0.6,0.32,0.0,5.0,4.0,2.665e-05,0.00018116529219200503,9.84e-06,5.18526804593395e-17,4.223335569886535e-16
0.62,0.32,0.0,5.0,4.0,3.037e-05,0.00019082134060891538,1.311e-05,5.425592010002712e-17,4.2709228978710117e-16
0.64,0.32,0.0,5.0,4.0,3.427e-05,0.00019854653976391414,1.746e-05,5.696155413258934e-17,4.319942620343316e-16
0.66,0.32,0.0,5.0,4.0,3.83e-05,0.00020448969472701919,2.305e-05,5.989000508548023e-17,4.370235582360354e-16
0.68,0.32,0.0,5.0,4.0,4.244e-05,0.0002089922765208266,2.996e-05,6.299352647577217e-17,4.421006009206669e-16
0.7,0.32,0.0,5.0,4.0,4.665e-05,0.00021203879438249848,3.821e-05,6.617662533761008e-17,4.4714581261668e-16
0.72,0.32,0.0,5.0,4.0,5.091e-05,0.00021334974034078365,4.771e-05,6.939155518806637e-17,4.521273623354563e-16
0.74,0.32,0.0,5.0,4.0,5.517e-05,0.00021255943864597438,5.833e-05,7.259056954421347e-17,4.569656726054499e-16
0.76,0.32,0.0,5.0,4.0,5.941e-05,0.0002114113026717224,6.99e-05,7.571000642881461e-17,4.616448279323516e-16
0.78,0.32,0.0,5.0,4.0,6.362e-05,0.0002092937474623385,8.224e-05,7.874986584186982e-17,4.661489128218523e-16
0.8,0.32,0.0,5.0,4.0,6.777e-05,0.0002055064916950568,9.515e-05,8.169423228906988e-17,4.704460962853335e-16
0.0,0.34,0.0,5.0,4.0,1.681e-11,6.14266544893243e-10,6.698e-12,2.7342819223187622e-17,3.0424058921446713e-16
0.02,0.34,0.0,5.0,4.0,3.257e-11,1.0656386441579733e-09,1.113e-11,2.764521361506222e-17,3.0575256117384013e-16
0.04,0.34,0.0,5.0,4.0,6.345e-11,2.123301869420349e-09,2e-11,2.796352350124601e-17,3.0729636412183156e-16
0.06,0.34,0.0,5.0,4.0,1.239e-10,4.142362493683046e-09,3.752e-11,2.8313664376048184e-17,3.0885608256413214e-16
0.08,0.34,0.0,5.0,4.0,2.421e-10,8.108096048284492e-09,7.195e-11,2.866380525085035e-17,3.1043171650074184e-16
0.1,0.34,0.0,5.0,4.0,4.734e-10,1.5856796392795186e-08,1.395e-10,2.90457771142709e-17,3.120232659316608e-16
0.12,0.34,0.0,5.0,4.0,9.257e-10,3.101749993085397e-08,2.716e-10,2.9459579966309825e-17,3.135988998682706e-16
0.14,0.34,0.0,5.0,4.0,1.81e-09,6.05880816143729e-08,5.299e-10,2.988929831265794e-17,3.1517453380488034e-16
0.16,0.34,0.0,5.0,4.0,3.536e-09,1.1822355031668841e-07,1.034e-09,3.0350847647624445e-17,3.1679791422441767e-16
0.18,0.34,0.0,5.0,4.0,6.901e-09,2.302611959831228e-07,2.018e-09,3.084422797120932e-17,3.1851678760981016e-16
0.2,0.34,0.0,5.0,4.0,1.344e-08,4.465101024457744e-07,3.929e-09,3.136943928341257e-17,3.2042664692691294e-16
0.22,0.34,0.0,5.0,4.0,2.607e-08,8.593821013142363e-07,7.618e-09,3.192648158423421e-17,3.2278214008467293e-16
0.24,0.34,0.0,5.0,4.0,5.02e-08,1.6305622532183546e-06,1.466e-08,3.251535487367422e-17,3.2585383048634656e-16
0.26,0.34,0.0,5.0,4.0,9.541e-08,3.0203861192619852e-06,2.782e-08,3.313605915173261e-17,3.3005552098397254e-16
0.28,0.34,0.0,5.0,4.0,1.775e-07,5.38446160483557e-06,5.16e-08,3.380450991271857e-17,3.356418594864981e-16
0.3,0.34,0.0,5.0,4.0,3.198e-07,9.102416557438766e-06,9.252e-08,3.450479166232291e-17,3.424696065451404e-16
0.32,0.34,0.0,5.0,4.0,5.526e-07,1.4473472964406589e-05,1.586e-07,3.525281989485482e-17,3.4994988887045947e-16
0.34,0.34,0.0,5.0,4.0,9.105e-07,2.1611461121237928e-05,2.579e-07,3.60326791160051e-17,3.573983402071602e-16
0.36,0.34,0.0,5.0,4.0,1.428e-06,3.0393303790500624e-05,3.97e-07,3.6844369325773773e-17,3.6441707319751273e-16
0.38,0.34,0.0,5.0,4.0,2.136e-06,4.064266439577711e-05,5.8e-07,3.768789052416082e-17,3.7081510190980693e-16
0.4,0.34,0.0,5.0,4.0,3.062e-06,5.2138022592338774e-05,8.086e-07,3.8563242711166244e-17,3.7665608832127954e-16
0.42,0.34,0.0,5.0,4.0,4.228e-06,6.460680835955224e-05,1.084e-06,3.945451039248086e-17,3.820036944091672e-16
0.44,0.34,0.0,5.0,4.0,5.651e-06,7.778586621281578e-05,1.406e-06,4.036169356810466e-17,3.86937497645016e-16
0.46,0.34,0.0,5.0,4.0,7.342e-06,9.135048831146961e-05,1.78e-06,4.1284792238037655e-17,3.9156890648899016e-16
0.48,0.34,0.0,5.0,4.0,9.309e-06,0.00010551282182322909,2.213e-06,4.223972189658903e-17,3.9592975192970805e-16
0.5,0.34,0.0,5.0,4.0,1.156e-05,0.00011929794383477036,2.722e-06,4.321056704944959e-17,4.000996114387157e-16
0.52,0.34,0.0,5.0,4.0,1.408e-05,0.00013294524251720286,3.336e-06,4.4245074179546914e-17,4.041262314989407e-16
0.54,0.34,0.0,5.0,4.0,1.688e-05,0.00014692112617653179,4.101e-06,4.537507427549937e-17,4.0808918958192885e-16
0.56,0.34,0.0,5.0,4.0,1.995e-05,0.00015986905037306448,5.089e-06,4.664831382023453e-17,4.1205214766491706e-16
0.58,0.34,0.0,5.0,4.0,2.327e-05,0.00017210146992760738,6.406e-06,4.812845479098915e-17,4.16078767725142e-16
0.6,0.34,0.0,5.0,4.0,2.683e-05,0.00018372386751289746,8.195e-06,4.9863243670690815e-17,4.2024862723414966e-16
0.62,0.34,0.0,5.0,4.0,3.061e-05,0.000194001056014782,1.063e-05,5.1868595953648697e-17,4.2459355718055843e-16
0.64,0.34,0.0,5.0,4.0,3.458e-05,0.00020276950362075537,1.392e-05,5.417634262848117e-17,4.29097642070059e-16
0.66,0.34,0.0,5.0,4.0,3.871e-05,0.00020991852469498233,1.823e-05,5.673873721226068e-17,4.3374496640834235e-16
0.68,0.34,0.0,5.0,4.0,4.297e-05,0.00021605439359329676,2.372e-05,5.952394871636886e-17,4.3851961470109927e-16
0.7,0.34,0.0,5.0,4.0,4.734e-05,0.00022036109532341843,3.048e-05,6.245239966925974e-17,4.4332609398247446e-16
0.72,0.34,0.0,5.0,4.0,5.177e-05,0.00022249801870340204,3.851e-05,6.550817457662413e-17,4.481325732638498e-16
0.74,0.34,0.0,5.0,4.0,5.623e-05,0.0002231444250557626,4.776e-05,6.859578047260689e-17,4.528913060622975e-16
0.76,0.34,0.0,5.0,4.0,6.069e-05,0.0002229226778687561,5.811e-05,7.169930186289885e-17,4.575545458948899e-16
0.78,0.34,0.0,5.0,4.0,6.514e-05,0.00022166285946321947,6.94e-05,7.475507677026325e-17,4.620745462786998e-16
0.8,0.34,0.0,5.0,4.0,6.954e-05,0.00021802201460349025,8.147e-05,7.776310519470007e-17,4.664513072137269e-16
0.0,0.36,0.0,5.0,4.0,1.695e-11,6.150160343280774e-10,6.747e-12,2.7024509337003832e-17,3.0395411031690173e-16
0.02,0.36,0.0,5.0,4.0,3.279e-11,1.0724673643218247e-09,1.102e-11,2.7310988234569243e-17,3.0545016678196557e-16
0.04,0.36,0.0,5.0,4.0,6.384e-11,2.132896433098695e-09,1.96e-11,2.761338262644384e-17,3.0696213874133858e-16
0.06,0.36,0.0,5.0,4.0,1.246e-10,4.169171550853985e-09,3.657e-11,2.793169251262763e-17,3.085218571836391e-16
0.08,0.36,0.0,5.0,4.0,2.436e-10,8.157779684765684e-09,6.993e-11,2.8265917893120614e-17,3.100656601316305e-16
0.1,0.36,0.0,5.0,4.0,4.762e-10,1.594628124658485e-08,1.353e-10,2.8631974262231974e-17,3.1162537857393107e-16
0.12,0.36,0.0,5.0,4.0,9.31e-10,3.117994501541824e-08,2.634e-10,2.901394612565252e-17,3.1318509701623165e-16
0.14,0.36,0.0,5.0,4.0,1.82e-09,6.092898075081766e-08,5.138e-10,2.942774897769145e-17,3.1474481545853224e-16
0.16,0.36,0.0,5.0,4.0,3.556e-09,1.18902821311281e-07,1.003e-09,2.9857467324039564e-17,3.163363648894512e-16
0.18,0.36,0.0,5.0,4.0,6.941e-09,2.317038020460731e-07,1.956e-09,3.0319016659006066e-17,3.180074917919161e-16
0.2,0.36,0.0,5.0,4.0,1.352e-08,4.490612088017801e-07,3.809e-09,3.081239698259094e-17,3.199014356147096e-16
0.22,0.36,0.0,5.0,4.0,2.622e-08,8.642370738332692e-07,7.386e-09,3.1337608294794194e-17,3.222091822895422e-16
0.24,0.36,0.0,5.0,4.0,5.049e-08,1.6400948639970523e-06,1.421e-08,3.1894650595615825e-17,3.2524904170259734e-16
0.26,0.36,0.0,5.0,4.0,9.596e-08,3.037405513242631e-06,2.698e-08,3.248352388505584e-17,3.29418901211605e-16
0.28,0.36,0.0,5.0,4.0,1.785e-07,5.413360636561937e-06,5.008e-08,3.310422816311423e-17,3.3495749323120294e-16
0.3,0.36,0.0,5.0,4.0,3.216e-07,9.157317469401833e-06,8.987e-08,3.3772678924100193e-17,3.417374938069177e-16
0.32,0.36,0.0,5.0,4.0,5.558e-07,1.4554976296845856e-05,1.542e-07,3.448887616801372e-17,3.491859451436184e-16
0.34,0.36,0.0,5.0,4.0,9.156e-07,2.1725562911565833e-05,2.512e-07,3.523690440054563e-17,3.5660256549170075e-16
0.36,0.36,0.0,5.0,4.0,1.436e-06,3.057541734482152e-05,3.874e-07,3.6016763621695916e-17,3.635894674934349e-16
0.38,0.36,0.0,5.0,4.0,2.148e-06,4.083506830804547e-05,5.668e-07,3.6844369325773773e-17,3.6997158071141994e-16
0.4,0.36,0.0,5.0,4.0,3.078e-06,5.238632946105198e-05,7.911e-07,3.770380601847001e-17,3.7579665162858335e-16
0.42,0.36,0.0,5.0,4.0,4.25e-06,6.49211769724322e-05,1.06e-06,3.859507369978462e-17,3.8112834222216175e-16
0.44,0.36,0.0,5.0,4.0,5.679e-06,7.808004481246336e-05,1.374e-06,3.9486341381099236e-17,3.8606214545801054e-16
0.46,0.36,0.0,5.0,4.0,7.377e-06,9.180948546023736e-05,1.735e-06,4.0409440051032234e-17,3.906776388076755e-16
0.48,0.36,0.0,5.0,4.0,9.353e-06,0.00010578249430803343,2.147e-06,4.1348454215274406e-17,3.9502256875408427e-16
0.5,0.36,0.0,5.0,4.0,1.161e-05,0.00012001073770823959,2.621e-06,4.2319299368134975e-17,3.9917651276878276e-16
0.52,0.36,0.0,5.0,4.0,1.415e-05,0.00013372411397769097,3.174e-06,4.3306060015304723e-17,4.031553863460801e-16
0.54,0.36,0.0,5.0,4.0,1.696e-05,0.00014759268614063882,3.837e-06,4.4356482639711235e-17,4.0702285146321316e-16
0.56,0.36,0.0,5.0,4.0,2.005e-05,0.000160904339857359,4.659e-06,4.5502398229972876e-17,4.108584855917279e-16
0.58,0.36,0.0,5.0,4.0,2.339e-05,0.0001732887520263232,5.712e-06,4.679155326901723e-17,4.1467820422593334e-16
0.6,0.36,0.0,5.0,4.0,2.698e-05,0.00018543985043495287,7.099e-06,4.8271694239771864e-17,4.1857750033168475e-16
0.62,0.36,0.0,5.0,4.0,3.08e-05,0.0001964502430290655,8.956e-06,4.995873663654595e-17,4.2257228940329133e-16
0.64,0.36,0.0,5.0,4.0,3.483e-05,0.00020625717344278645,1.145e-05,5.1900426942267075e-17,4.267103179236806e-16
0.66,0.36,0.0,5.0,4.0,3.904e-05,0.00021451865839258106,1.475e-05,5.409676515693523e-17,4.3099158589285263e-16
0.68,0.36,0.0,5.0,4.0,4.34e-05,0.00022116578817968095,1.903e-05,5.653183578624123e-17,4.3541609331080726e-16
0.7,0.36,0.0,5.0,4.0,4.788e-05,0.00022681618488271525,2.443e-05,5.915789234725749e-17,4.3992017820030794e-16
0.72,0.36,0.0,5.0,4.0,5.246e-05,0.00023056666668104238,3.102e-05,6.195901934567485e-17,4.444720095727361e-16
0.74,0.36,0.0,5.0,4.0,5.709e-05,0.00023241434278466297,3.884e-05,6.485563930994735e-17,4.490556719337827e-16
0.76,0.36,0.0,5.0,4.0,6.175e-05,0.0002332739581742638,4.784e-05,6.78318367457658e-17,4.535915878119017e-16
0.78,0.36,0.0,5.0,4.0,6.641e-05,0.0002324874197110666,5.791e-05,7.083986517020262e-17,4.58063841712784e-16
0.8,0.36,0.0,5.0,4.0,7.104e-05,0.0002303326115562314,6.893e-05,7.381606260602106e-17,4.624406026478111e-16
0.0,0.38,0.0,5.0,4.0,1.708e-11,6.183839707101036e-10,6.806e-12,2.6722114945129228e-17,3.0366763141933633e-16
0.02,0.38,0.0,5.0,4.0,3.301e-11,1.078549293485398e-09,1.092e-11,2.699267834838545e-17,3.0514777239009096e-16
0.04,0.38,0.0,5.0,4.0,6.423e-11,2.144234979578747e-09,1.92e-11,2.7279157245950862e-17,3.0665974434946397e-16
0.06,0.38,0.0,5.0,4.0,1.253e-10,4.189743852595397e-09,3.559e-11,2.7581551637825466e-17,3.0818763180314613e-16
0.08,0.38,0.0,5.0,4.0,2.449e-10,8.200674376187231e-09,6.785e-11,2.789986152400926e-17,3.0971551925682834e-16
0.1,0.38,0.0,5.0,4.0,4.788e-10,1.6039170660078618e-08,1.311e-10,2.8234086904502235e-17,3.112593222048197e-16
0.12,0.38,0.0,5.0,4.0,9.362e-10,3.135055279020204e-08,2.55e-10,2.8600143273613596e-17,3.1278720965850193e-16
0.14,0.38,0.0,5.0,4.0,1.83e-09,6.126381655065828e-08,4.972e-10,2.898211513703414e-17,3.1433101260649335e-16
0.16,0.38,0.0,5.0,4.0,3.576e-09,1.1961310280183323e-07,9.703e-10,2.9380002494763876e-17,3.158907310487939e-16
0.18,0.38,0.0,5.0,4.0,6.979e-09,2.3272819298908344e-07,1.893e-09,2.982563633542119e-17,3.1754594245694964e-16
0.2,0.38,0.0,5.0,4.0,1.359e-08,4.517549667440006e-07,3.685e-09,3.028718567038768e-17,3.194080552911248e-16
0.22,0.38,0.0,5.0,4.0,2.637e-08,8.692390940057102e-07,7.146e-09,3.0780565993972556e-17,3.216680554830297e-16
0.24,0.38,0.0,5.0,4.0,5.077e-08,1.64889591113371e-06,1.375e-08,3.1305777306175815e-17,3.246760839074665e-16
0.26,0.38,0.0,5.0,4.0,9.649e-08,3.054206118143972e-06,2.612e-08,3.1862819606997446e-17,3.2881411242785577e-16
0.28,0.38,0.0,5.0,4.0,1.795e-07,5.445365586645129e-06,4.85e-08,3.245169289643746e-17,3.3430495796452614e-16
0.3,0.38,0.0,5.0,4.0,3.234e-07,9.203004278589449e-06,8.711e-08,3.308831266880504e-17,3.4105312755162253e-16
0.32,0.38,0.0,5.0,4.0,5.588e-07,1.4640242947668704e-05,1.497e-07,3.375676342979101e-17,3.484538324053957e-16
0.34,0.38,0.0,5.0,4.0,9.206e-07,2.1818793467038693e-05,2.442e-07,3.447296067370453e-17,3.5583862176485957e-16
0.36,0.38,0.0,5.0,4.0,1.443e-06,3.071727656825145e-05,3.772e-07,3.522098890623644e-17,3.6277777728366624e-16
0.38,0.38,0.0,5.0,4.0,2.159e-06,4.1074440938972875e-05,5.528e-07,3.6016763621695916e-17,3.6914397500734207e-16
0.4,0.38,0.0,5.0,4.0,3.094e-06,5.263689955367305e-05,7.726e-07,3.6860284820082966e-17,3.7493721493588705e-16
0.42,0.38,0.0,5.0,4.0,4.271e-06,6.517952397102025e-05,1.036e-06,3.7719721512779195e-17,3.802529900351564e-16
0.44,0.38,0.0,5.0,4.0,5.706e-06,7.844616688572777e-05,1.343e-06,3.8610989194093814e-17,3.8518679327100513e-16
