vgs,vds,vsb,fins,length,id,gm,gds,cdd,cgg
0.42,0.08,0.0,2.0,3.0,1.704e-06,2.25445800335851e-05,1.085e-05,2.6308312093090302e-17,1.3480423679883535e-16
0.44,0.08,0.0,2.0,3.0,2.181e-06,2.5082065652565424e-05,1.536e-05,2.805901646710115e-17,1.3822606807531113e-16
0.46,0.08,0.0,2.0,3.0,2.704e-06,2.7126395833871083e-05,2.068e-05,2.9714227875256865e-17,1.4140916693714902e-16
0.48,0.08,0.0,2.0,3.0,3.263e-06,2.8711629569787917e-05,2.67e-05,3.122619983462987e-17,1.443535333843491e-16
0.5,0.08,0.0,2.0,3.0,3.85e-06,2.992644460505626e-05,3.329e-05,3.264267882814774e-17,1.470750829112205e-16
0.52,0.08,0.0,2.0,3.0,4.457e-06,3.068191064794417e-05,4.033e-05,3.394774936150128e-17,1.4962156200069083e-16
0.54,0.08,0.0,2.0,3.0,5.075e-06,3.109535168148339e-05,4.771e-05,3.515732692899969e-17,1.5199297065276005e-16
0.56,0.08,0.0,2.0,3.0,5.699e-06,3.123624174480189e-05,5.531e-05,3.628732702495214e-17,1.5422113985604658e-16
0.58,0.08,0.0,2.0,3.0,6.323e-06,3.1159320618228965e-05,6.306e-05,3.735366514366784e-17,1.5630606961055043e-16
0.6,0.08,0.0,2.0,3.0,6.944e-06,3.0876155141322797e-05,7.087e-05,3.8356341285146775e-17,1.5827959090488992e-16
0.62,0.08,0.0,2.0,3.0,7.557e-06,3.0435818335762332e-05,7.869e-05,3.9295355449388965e-17,1.601257882447559e-16
0.64,0.08,0.0,2.0,3.0,8.161e-06,2.993041119514901e-05,8.644e-05,4.0170707636394387e-17,1.6186057712445757e-16
0.66,0.08,0.0,2.0,3.0,8.753e-06,2.9242336483044063e-05,9.411e-05,4.101422883478143e-17,1.634998730383041e-16
0.68,0.08,0.0,2.0,3.0,9.331e-06,2.8600162712441083e-05,0.0001016,4.1794088055931716e-17,1.6504367598629545e-16
0.7,0.08,0.0,2.0,3.0,9.895e-06,2.765681226659898e-05,0.000109,4.2542116288463623e-17,1.6649198596843174e-16
0.72,0.08,0.0,2.0,3.0,1.044e-05,2.712294894224601e-05,0.0001162,4.3242398038067966e-17,1.6786071847902201e-16
0.74,0.08,0.0,2.0,3.0,1.098e-05,2.6601351884293274e-05,0.0001233,4.3910848799053925e-17,1.6914987351806636e-16
0.76,0.08,0.0,2.0,3.0,1.15e-05,2.5471042318772764e-05,0.0001301,4.453155307711232e-17,1.7035945108556478e-16
0.78,0.08,0.0,2.0,3.0,1.2e-05,2.4514478840615053e-05,0.0001368,4.512042636655233e-17,1.714894511815172e-16
0.8,0.08,0.0,2.0,3.0,1.248e-05,2.349273458217437e-05,0.0001432,4.567746866737396e-17,1.7255578930023295e-16
0.0,0.1,0.0,2.0,3.0,7.995e-12,2.960082700179419e-10,1.035e-11,1.3271930704433153e-17,9.614550112181398e-17
0.02,0.1,0.0,2.0,3.0,1.562e-11,5.160794305126924e-10,2.005e-11,1.3521803965087427e-17,9.681395188279993e-17
0.04,0.1,0.0,2.0,3.0,3.055e-11,1.024994896210325e-09,3.906e-11,1.3786001170619975e-17,9.751423363240428e-17
0.06,0.1,0.0,2.0,3.0,5.974e-11,2.002769240329109e-09,7.628e-11,1.406293077159987e-17,9.82304308763178e-17
0.08,0.1,0.0,2.0,3.0,1.169e-10,3.918042569713318e-09,1.491e-10,1.4354184317458042e-17,9.896254361454054e-17
0.1,0.1,0.0,2.0,3.0,2.286e-10,7.657215988677909e-09,2.916e-10,1.4654987159901723e-17,9.967874085845405e-17
0.12,0.1,0.0,2.0,3.0,4.47e-10,1.4974260202863e-08,5.703e-10,1.4966930848361837e-17,1.0041085359667678e-16
0.14,0.1,0.0,2.0,3.0,8.738e-10,2.9237755211882276e-08,1.115e-09,1.528364918511471e-17,1.0114296633489949e-16
0.16,0.1,0.0,2.0,3.0,1.707e-09,5.7098101691709586e-08,2.181e-09,1.560514217016034e-17,1.0187507907312221e-16
0.18,0.1,0.0,2.0,3.0,3.332e-09,1.1114495220453141e-07,4.265e-09,1.5931409803498723e-17,1.0263902279996332e-16
0.2,0.1,0.0,2.0,3.0,6.489e-09,2.1570834992477282e-07,8.337e-09,1.6249719689682513e-17,1.0348254399835035e-16
0.22,0.1,0.0,2.0,3.0,1.259e-08,4.1488224913786057e-07,1.628e-08,1.6552114081557114e-17,1.044693046455201e-16
0.24,0.1,0.0,2.0,3.0,2.423e-08,7.862010700684574e-07,3.175e-08,1.6870423967740907e-17,1.0571071320163689e-16
0.26,0.1,0.0,2.0,3.0,4.601e-08,1.45380048412837e-06,6.176e-08,1.7188733853924698e-17,1.0741367109272018e-16
0.28,0.1,0.0,2.0,3.0,8.548e-08,2.586842884454255e-06,1.196e-07,1.7522959234417677e-17,1.096418402960067e-16
0.3,0.1,0.0,2.0,3.0,1.537e-07,4.353329580257502e-06,2.302e-07,1.7889015603529038e-17,1.124111363058057e-16
0.32,0.1,0.0,2.0,3.0,2.646e-07,6.8690071300185086e-06,4.385e-07,1.8366480432804723e-17,1.1553057319040682e-16
0.34,0.1,0.0,2.0,3.0,4.334e-07,1.0126784984695422e-05,8.233e-07,1.9003100205172306e-17,1.187932495237907e-16
0.36,0.1,0.0,2.0,3.0,6.734e-07,1.3944746717879332e-05,1.511e-06,1.9878452392177728e-17,1.221355033287205e-16
0.38,0.1,0.0,2.0,3.0,9.936e-07,1.8124749185349122e-05,2.676e-06,2.1072114465366942e-17,1.2557325009950543e-16
0.4,0.1,0.0,2.0,3.0,1.398e-06,2.224623249265246e-05,4.515e-06,2.256817093043076e-17,1.2909057434183633e-16
0.42,0.1,0.0,2.0,3.0,1.882e-06,2.614995210693603e-05,7.19e-06,2.427112882151404e-17,1.326397295727856e-16
0.44,0.1,0.0,2.0,3.0,2.441e-06,2.960325366948851e-05,1.077e-05,2.605366418414327e-17,1.360933918378797e-16
0.46,0.1,0.0,2.0,3.0,3.062e-06,3.24361113723464e-05,1.525e-05,2.780436855815412e-17,1.3937198366557275e-16
0.48,0.1,0.0,2.0,3.0,3.735e-06,3.4751419078482305e-05,2.054e-05,2.944366447200064e-17,1.4245958956155552e-16
0.5,0.1,0.0,2.0,3.0,4.448e-06,3.6457290470961886e-05,2.653e-05,3.097155192568283e-17,1.4532437853720964e-16
0.52,0.1,0.0,2.0,3.0,5.19e-06,3.7668617435266854e-05,3.309e-05,3.23880309192007e-17,1.479822660868443e-16
0.54,0.1,0.0,2.0,3.0,5.952e-06,3.8467558425929375e-05,4.01e-05,3.3693101452554244e-17,1.5046508319907787e-16
0.56,0.1,0.0,2.0,3.0,6.726e-06,3.886050757909408e-05,4.745e-05,3.491859451436184e-17,1.5278874536821953e-16
0.58,0.1,0.0,2.0,3.0,7.504e-06,3.888985013601167e-05,5.502e-05,3.606451010462349e-17,1.549691680885785e-16
0.6,0.1,0.0,2.0,3.0,8.28e-06,3.86796910756612e-05,6.274e-05,3.7130848223339185e-17,1.5702226685446395e-16
0.62,0.1,0.0,2.0,3.0,9.05e-06,3.829102484026368e-05,7.053e-05,3.814943985912731e-17,1.589480416658759e-16
0.64,0.1,0.0,2.0,3.0,9.809e-06,3.750572860183698e-05,7.831e-05,3.9088454023369496e-17,1.607464925228143e-16
0.66,0.1,0.0,2.0,3.0,1.055e-05,3.668606075238347e-05,8.605e-05,3.997972170468411e-17,1.6244945041389757e-16
0.68,0.1,0.0,2.0,3.0,1.128e-05,3.64003490295903e-05,9.368e-05,4.082324290307116e-17,1.6405691533912572e-16
0.7,0.1,0.0,2.0,3.0,1.2e-05,3.521178160697864e-05,0.0001012,4.161901761853064e-17,1.6555297180418953e-16
0.72,0.1,0.0,2.0,3.0,1.269e-05,3.425252454249669e-05,0.0001086,4.236704585106254e-17,1.6698536629201658e-16
0.74,0.1,0.0,2.0,3.0,1.337e-05,3.3278120223035e-05,0.0001157,4.306732760066688e-17,1.6830635231967935e-16
0.76,0.1,0.0,2.0,3.0,1.402e-05,3.2134994565361424e-05,0.0001228,4.373577836165284e-17,1.695636763701053e-16
0.78,0.1,0.0,2.0,3.0,1.466e-05,3.1682302316718506e-05,0.0001296,4.4356482639711235e-17,1.7074142294898532e-16
0.8,0.1,0.0,2.0,3.0,1.528e-05,3.01764705145955e-05,0.0001362,4.496127142346043e-17,1.7185550755062862e-16
0.0,0.12,0.0,2.0,3.0,8.156e-12,3.0262544570673577e-10,6.311e-12,1.3015691246055202e-17,9.590676870717614e-17
0.02,0.12,0.0,2.0,3.0,1.593e-11,5.257007405765272e-10,1.213e-11,1.3251240561831206e-17,9.655930397385291e-17
0.04,0.12,0.0,2.0,3.0,3.115e-11,1.045733648821764e-09,2.354e-11,1.3502705371916401e-17,9.724367022914805e-17
0.06,0.12,0.0,2.0,3.0,6.093e-11,2.042208110185052e-09,4.59e-11,1.3766902577448946e-17,9.794395197875239e-17
0.08,0.12,0.0,2.0,3.0,1.192e-10,3.9945800009729584e-09,8.965e-11,1.4043832178428845e-17,9.866014922266593e-17
0.1,0.12,0.0,2.0,3.0,2.331e-10,7.808190720373084e-09,1.753e-10,1.4335085724287013e-17,9.937634646657945e-17
0.12,0.12,0.0,2.0,3.0,4.558e-10,1.5268948493996205e-08,3.427e-10,1.4635888566730697e-17,1.0009254371049298e-16
0.14,0.12,0.0,2.0,3.0,8.911e-10,2.982827180438716e-08,6.702e-10,1.494783225519081e-17,1.0082465644871569e-16
0.16,0.12,0.0,2.0,3.0,1.741e-09,5.822179191989075e-08,1.31e-09,1.526455059194368e-17,1.0155676918693843e-16
0.18,0.12,0.0,2.0,3.0,3.398e-09,1.1336558852604288e-07,2.561e-09,1.558604357698931e-17,1.0232071291377952e-16
0.2,0.12,0.0,2.0,3.0,6.618e-09,2.1995382583167898e-07,5.001e-09,1.5915494309189537e-17,1.0314831861785737e-16
0.22,0.12,0.0,2.0,3.0,1.284e-08,4.2328323623930036e-07,9.753e-09,1.6233804195373324e-17,1.0413507926502712e-16
0.24,0.12,0.0,2.0,3.0,2.472e-08,8.025081387352607e-07,1.897e-08,1.6536198587247928e-17,1.0539240331545311e-16
0.26,0.12,0.0,2.0,3.0,4.696e-08,1.485183286475883e-06,3.671e-08,1.6854508473431715e-17,1.0707944571222718e-16
0.28,0.12,0.0,2.0,3.0,8.731e-08,2.646027452065878e-06,7.054e-08,1.7172818359615508e-17,1.0929169942120453e-16
0.3,0.12,0.0,2.0,3.0,1.572e-07,4.46775299639682e-06,1.342e-07,1.7507043740108488e-17,1.1201324894807595e-16
0.32,0.12,0.0,2.0,3.0,2.713e-07,7.082701442867023e-06,2.524e-07,1.7889015603529038e-17,1.1502127737251277e-16
0.34,0.12,0.0,2.0,3.0,4.459e-07,1.050771137114292e-05,4.692e-07,1.8350564938495534e-17,1.1810888326849554e-16
0.36,0.12,0.0,2.0,3.0,6.964e-07,1.4652559283877762e-05,8.606e-07,1.8971269216553925e-17,1.2116465817585991e-16
0.38,0.12,0.0,2.0,3.0,1.035e-06,1.9247792975569093e-05,1.549e-06,1.983070590925016e-17,1.242363485775335e-16
0.4,0.12,0.0,2.0,3.0,1.468e-06,2.4096625526915602e-05,2.704e-06,2.0976621499511807e-17,1.2738761645075304e-16
0.42,0.12,0.0,2.0,3.0,1.998e-06,2.88155285642398e-05,4.521e-06,2.2409015987338866e-17,1.3065029278413689e-16
0.44,0.12,0.0,2.0,3.0,2.618e-06,3.31406590143223e-05,7.159e-06,2.4064227395494576e-17,1.339766310947575e-16
0.46,0.12,0.0,2.0,3.0,3.32e-06,3.692095361582673e-05,1.07e-05,2.5799016275196236e-17,1.3727113841675974e-16
0.48,0.12,0.0,2.0,3.0,4.09e-06,3.9974444359125966e-05,1.513e-05,2.7517889660588706e-17,1.4042240628997926e-16
0.5,0.12,0.0,2.0,3.0,4.915e-06,4.243026694466489e-05,2.037e-05,2.914127008012604e-17,1.433986037257977e-16
0.52,0.12,0.0,2.0,3.0,5.783e-06,4.425348585921317e-05,2.631e-05,3.0669157533808235e-17,1.4618381522990586e-16
0.54,0.12,0.0,2.0,3.0,6.681e-06,4.5454827695600605e-05,3.283e-05,3.20856365273261e-17,1.4879395629661295e-16
0.56,0.12,0.0,2.0,3.0,7.598e-06,4.617640175598251e-05,3.98e-05,3.3422538049298025e-17,1.5122902692591897e-16
0.58,0.12,0.0,2.0,3.0,8.525e-06,4.643888391842753e-05,4.71e-05,3.464803111110562e-17,1.5350494261213305e-16
0.6,0.12,0.0,2.0,3.0,9.454e-06,4.646754152874906e-05,5.464e-05,3.579394670136726e-17,1.5563761884956446e-16
0.62,0.12,0.0,2.0,3.0,1.038e-05,4.594022852441285e-05,6.233e-05,3.687620031439215e-17,1.5764297113252236e-16
0.64,0.12,0.0,2.0,3.0,1.129e-05,4.5171263812755914e-05,7.007e-05,3.7894791950180285e-17,1.5952099946100671e-16
0.66,0.12,0.0,2.0,3.0,1.219e-05,4.4874956705285215e-05,7.782e-05,3.8849721608731655e-17,1.6130353482363595e-16
0.68,0.12,0.0,2.0,3.0,1.308e-05,4.3828107763703276e-05,8.552e-05,3.9756904784355455e-17,1.6297466172610084e-16
0.7,0.12,0.0,2.0,3.0,1.394e-05,4.231221143870467e-05,9.313e-05,4.0600425982742504e-17,1.6453438016840142e-16
0.72,0.12,0.0,2.0,3.0,1.478e-05,4.192384808387366e-05,0.0001006,4.139620069820198e-17,1.6601452113915603e-16
0.74,0.12,0.0,2.0,3.0,1.561e-05,4.0491594623386245e-05,0.0001079,4.2144228930733884e-17,1.6739916914405554e-16
0.76,0.12,0.0,2.0,3.0,1.64e-05,3.9109773422579075e-05,0.0001151,4.2860426174647413e-17,1.6870423967740907e-16
0.78,0.12,0.0,2.0,3.0,1.718e-05,3.856971248751229e-05,0.0001221,4.352887693563338e-17,1.6992973273921668e-16
0.8,0.12,0.0,2.0,3.0,1.793e-05,3.617753046261266e-05,0.0001289,4.4165496708000965e-17,1.7109156382378749e-16
0.0,0.14,0.0,2.0,3.0,8.263e-12,3.064186660763084e-10,4.611e-12,1.2773775732555521e-17,9.56680362925383e-17
0.02,0.14,0.0,2.0,3.0,1.614e-11,5.326377694424616e-10,8.771e-12,1.2996592652884173e-17,9.632057155921506e-17
0.04,0.14,0.0,2.0,3.0,3.155e-11,1.0581879177398705e-09,1.694e-11,1.323214196866018e-17,9.698902232020104e-17
0.06,0.14,0.0,2.0,3.0,6.169e-11,2.0679657491219223e-09,3.296e-11,1.3483606778745374e-17,9.767338857549618e-17
0.08,0.14,0.0,2.0,3.0,1.207e-10,4.044114815566358e-09,6.432e-11,1.374780398427792e-17,9.837367032510051e-17
0.1,0.14,0.0,2.0,3.0,2.36e-10,7.905334704785322e-09,1.257e-10,1.402473358525782e-17,9.907395207470486e-17
0.12,0.14,0.0,2.0,3.0,4.615e-10,1.5460919505199093e-08,2.457e-10,1.4315987131115987e-17,9.979014931861839e-17
0.14,0.14,0.0,2.0,3.0,9.023e-10,3.0208400087631696e-08,4.804e-10,1.4616789973559668e-17,1.0050634656253191e-16
0.16,0.14,0.0,2.0,3.0,1.763e-09,5.8954608376610093e-08,9.389e-10,1.4928733662019782e-17,1.0123845930075463e-16
0.18,0.14,0.0,2.0,3.0,3.441e-09,1.1482478359368594e-07,1.834e-09,1.5245451998772656e-17,1.0200240302759574e-16
0.2,0.14,0.0,2.0,3.0,6.702e-09,2.2268522309136473e-07,3.577e-09,1.5566944983818282e-17,1.0283000873167359e-16
0.22,0.14,0.0,2.0,3.0,1.3e-08,4.28450616459398e-07,6.959e-09,1.5890029518294832e-17,1.0381676937884334e-16
0.24,0.14,0.0,2.0,3.0,2.503e-08,8.130118298090014e-07,1.347e-08,1.6217888701064138e-17,1.0507409342926931e-16
0.26,0.14,0.0,2.0,3.0,4.757e-08,1.5055085968631815e-06,2.588e-08,1.6536198587247928e-17,1.067611358260434e-16
0.28,0.14,0.0,2.0,3.0,8.848e-08,2.6832353450813844e-06,4.906e-08,1.683859297912253e-17,1.0897338953502074e-16
0.3,0.14,0.0,2.0,3.0,1.594e-07,4.537120562820754e-06,9.14e-08,1.7172818359615508e-17,1.1166310807327378e-16
0.32,0.14,0.0,2.0,3.0,2.754e-07,7.207564566679532e-06,1.67e-07,1.7507043740108488e-17,1.1462339001478301e-16
0.34,0.14,0.0,2.0,3.0,4.534e-07,1.0733960648076805e-05,3.001e-07,1.7889015603529038e-17,1.1761550294491067e-16
0.36,0.14,0.0,2.0,3.0,7.099e-07,1.5032819292690287e-05,5.329e-07,1.8366480432804723e-17,1.2051212290918316e-16
0.38,0.14,0.0,2.0,3.0,1.059e-06,1.9975740136093795e-05,9.382e-07,1.8971269216553925e-17,1.2331324990760053e-16
0.4,0.14,0.0,2.0,3.0,1.511e-06,2.5229757236543884e-05,1.633e-06,1.9798874920631782e-17,1.2613029240032707e-16
0.42,0.14,0.0,2.0,3.0,2.069e-06,3.060539524622324e-05,2.783e-06,2.0897044027965858e-17,1.2904282785890874e-16
0.44,0.14,0.0,2.0,3.0,2.734e-06,3.5798341137602296e-05,4.574e-06,2.2281692032865352e-17,1.3208268727196396e-16
0.46,0.14,0.0,2.0,3.0,3.497e-06,4.04003985208443e-05,7.169e-06,2.3857325969475113e-17,1.3521803965087429e-16
0.48,0.14,0.0,2.0,3.0,4.346e-06,4.439906277601742e-05,1.065e-05,2.5544368366249205e-17,1.3835339202978462e-16
0.5,0.14,0.0,2.0,3.0,5.268e-06,4.76521880516021e-05,1.502e-05,2.7215495268714108e-17,1.4137733594853065e-16
0.52,0.14,0.0,2.0,3.0,6.247e-06,5.014098261396929e-05,2.019e-05,2.882296019394225e-17,1.4425804041849395e-16
0.54,0.14,0.0,2.0,3.0,7.269e-06,5.193275924915484e-05,2.607e-05,3.0350847647624445e-17,1.4697958994536534e-16
0.56,0.14,0.0,2.0,3.0,8.32e-06,5.307701846652629e-05,3.253e-05,3.176732664114231e-17,1.495101535405265e-16
0.58,0.14,0.0,2.0,3.0,9.39e-06,5.3908405362450407e-05,3.944e-05,3.308831266880504e-17,1.5189747768690494e-16
0.6,0.14,0.0,2.0,3.0,1.047e-05,5.378819776018399e-05,4.669e-05,3.4329721224921824e-17,1.5412564689019146e-16
0.62,0.14,0.0,2.0,3.0,1.154e-05,5.3438402795613174e-05,5.418e-05,3.5491552309492664e-17,1.5622649213900447e-16
0.64,0.14,0.0,2.0,3.0,1.261e-05,5.345819105735865e-05,6.181e-05,3.6573805922517554e-17,1.5818409793903478e-16
0.66,0.14,0.0,2.0,3.0,1.367e-05,5.222763057133983e-05,6.951e-05,3.7608313052614873e-17,1.6004621077320998e-16
0.68,0.14,0.0,2.0,3.0,1.47e-05,5.1131286657281925e-05,7.722e-05,3.8563242711166244e-17,1.617809996529116e-16
0.7,0.14,0.0,2.0,3.0,1.572e-05,5.07476236007387e-05,8.488e-05,3.9470425886790043e-17,1.6342029556675813e-16
0.72,0.14,0.0,2.0,3.0,1.672e-05,4.887701653615543e-05,9.245e-05,4.0329862579486285e-17,1.6494818302044034e-16
0.74,0.14,0.0,2.0,3.0,1.768e-05,4.7744711055837144e-05,9.989e-05,4.114155278925495e-17,1.663964930025766e-16
0.76,0.14,0.0,2.0,3.0,1.863e-05,4.664413924050167e-05,0.0001072,4.190549651609604e-17,1.677652255131669e-16
0.78,0.14,0.0,2.0,3.0,1.954e-05,4.467833118094882e-05,0.0001143,4.262169376000957e-17,1.6903846505790206e-16
0.8,0.14,0.0,2.0,3.0,2.043e-05,4.462620630269316e-05,0.0001213,4.329014452099554e-17,1.7024804262540047e-16
0.0,0.16,0.0,2.0,3.0,8.348e-12,3.1033972925030907e-10,3.987e-12,1.254618416393411e-17,9.546113486651883e-17
0.02,0.16,0.0,2.0,3.0,1.63e-11,5.372168773920067e-10,7.515e-12,1.2756268688815412e-17,9.60977546388864e-17
0.04,0.16,0.0,2.0,3.0,3.186e-11,1.0696577078497843e-09,1.445e-11,1.2977494059713147e-17,9.675028990556318e-17
0.06,0.16,0.0,2.0,3.0,6.23e-11,2.085012089946516e-09,2.806e-11,1.3214634924920071e-17,9.743465616085832e-17
0.08,0.16,0.0,2.0,3.0,1.218e-10,4.082982107025337e-09,5.471e-11,1.3464508185574345e-17,9.810310692184429e-17
0.1,0.16,0.0,2.0,3.0,2.383e-10,7.986351663022139e-09,1.069e-10,1.3728705391106893e-17,9.880338867144864e-17
0.12,0.16,0.0,2.0,3.0,4.66e-10,1.5608036084147808e-08,2.088e-10,1.400722654151771e-17,9.950367042105296e-17
0.14,0.16,0.0,2.0,3.0,9.11e-10,3.049904106197278e-08,4.082e-10,1.4296888537944958e-17,1.0020395217065732e-16
0.16,0.16,0.0,2.0,3.0,1.78e-09,5.952015635698222e-08,7.976e-10,1.4599282929819562e-17,1.0092014941457083e-16
0.18,0.16,0.0,2.0,3.0,3.474e-09,1.1591742765128648e-07,1.557e-09,1.4909635068848756e-17,1.0166817764710275e-16
0.2,0.16,0.0,2.0,3.0,6.767e-09,2.2495011290763225e-07,3.034e-09,1.5227944955032546e-17,1.0251169884548979e-16
0.22,0.16,0.0,2.0,3.0,1.313e-08,4.32849976261416e-07,5.89e-09,1.5551029489509096e-17,1.0349845949265954e-16
0.24,0.16,0.0,2.0,3.0,2.528e-08,8.209021861527107e-07,1.136e-08,1.5874114023985643e-17,1.0475578354308551e-16
0.26,0.16,0.0,2.0,3.0,4.804e-08,1.5205532225025424e-06,2.167e-08,1.6201973206754946e-17,1.0642691044555041e-16
0.28,0.16,0.0,2.0,3.0,8.936e-08,2.709674903005465e-06,4.057e-08,1.652028309293874e-17,1.0863916415452777e-16
0.3,0.16,0.0,2.0,3.0,1.61e-07,4.585833336731987e-06,7.404e-08,1.683859297912253e-17,1.113288826927808e-16
0.32,0.16,0.0,2.0,3.0,2.783e-07,7.28929756038149e-06,1.312e-07,1.7172818359615508e-17,1.1427324913998085e-16
0.34,0.16,0.0,2.0,3.0,4.585e-07,1.0883360789092335e-05,2.259e-07,1.7522959234417677e-17,1.1723353108149013e-16
0.36,0.16,0.0,2.0,3.0,7.189e-07,1.5268533831070305e-05,3.813e-07,1.7920846592147416e-17,1.2003465807990748e-16
0.38,0.16,0.0,2.0,3.0,1.074e-06,2.036861410595509e-05,6.378e-07,1.8382395927113912e-17,1.2269254562954213e-16
0.4,0.16,0.0,2.0,3.0,1.537e-06,2.597278329142815e-05,1.065e-06,1.8987184710863117e-17,1.2527085570763084e-16
0.42,0.16,0.0,2.0,3.0,2.114e-06,3.1740577377306106e-05,1.775e-06,1.9798874920631782e-17,1.2786508128002872e-16
0.44,0.16,0.0,2.0,3.0,2.807e-06,3.75649071993484e-05,2.924e-06,2.086521303934748e-17,1.3057071531259095e-16
0.46,0.16,0.0,2.0,3.0,3.614e-06,4.299923270361813e-05,4.693e-06,2.2170283572701024e-17,1.3343550428824507e-16
0.48,0.16,0.0,2.0,3.0,4.523e-06,4.783724014341468e-05,7.24e-06,2.3682255532074026e-17,1.363957862297543e-16
0.5,0.16,0.0,2.0,3.0,5.523e-06,5.2000684479356946e-05,1.065e-05,2.530563595161136e-17,1.3937198366557275e-16
0.52,0.16,0.0,2.0,3.0,6.597e-06,5.525865921506723e-05,1.494e-05,2.692901637114869e-17,1.4226860362984526e-16
0.54,0.16,0.0,2.0,3.0,7.728e-06,5.771347625676501e-05,2.003e-05,2.850465030775846e-17,1.4505381513395343e-16
0.56,0.16,0.0,2.0,3.0,8.903e-06,5.978643375486744e-05,2.582e-05,3.000070677282227e-17,1.4767987169496968e-16
0.58,0.16,0.0,2.0,3.0,1.011e-05,6.0439145438838106e-05,3.22e-05,3.141718576634014e-17,1.5016268880720326e-16
0.6,0.16,0.0,2.0,3.0,1.132e-05,6.100650352833891e-05,3.903e-05,3.2738171794002874e-17,1.5248635097634492e-16
0.62,0.16,0.0,2.0,3.0,1.255e-05,6.153431940623739e-05,4.621e-05,3.3979580350119656e-17,1.546826891910131e-16
0.64,0.16,0.0,2.0,3.0,1.377e-05,6.035461564189762e-05,5.364e-05,3.5141411434690495e-17,1.5673578795689855e-16
0.66,0.16,0.0,2.0,3.0,1.497e-05,6.0047618827367356e-05,6.121e-05,3.623958054202457e-17,1.5866156276831047e-16
0.68,0.16,0.0,2.0,3.0,1.617e-05,5.9454508247432906e-05,6.886e-05,3.727408767212189e-17,1.6047592911955808e-16
0.7,0.16,0.0,2.0,3.0,1.734e-05,5.763314577930156e-05,7.651e-05,3.8244932824982454e-17,1.6217888701064134e-16
0.72,0.16,0.0,2.0,3.0,1.848e-05,5.6513309436560826e-05,8.412e-05,3.9168031494915445e-17,1.6378635193586948e-16
0.74,0.16,0.0,2.0,3.0,1.96e-05,5.5313616474447794e-05,9.164e-05,4.002746818761168e-17,1.652983238952425e-16
0.76,0.16,0.0,2.0,3.0,2.069e-05,5.3731823864441625e-05,9.904e-05,4.0839158397380345e-17,1.6673071838306958e-16
0.78,0.16,0.0,2.0,3.0,2.175e-05,5.2259088067778285e-05,0.0001063,4.161901761853064e-17,1.680676199050415e-16
0.8,0.16,0.0,2.0,3.0,2.278e-05,5.07629035269417e-05,0.0001134,4.2335214862444167e-17,1.6932494395546748e-16
0.0,0.18,0.0,2.0,3.0,8.425e-12,3.11667671303993e-10,3.817e-12,1.233291654019097e-17,9.527014893480856e-17
0.02,0.18,0.0,2.0,3.0,1.644e-11,5.42278152309935e-10,7.143e-12,1.2528677120194002e-17,9.589085321286695e-17
0.04,0.18,0.0,2.0,3.0,3.214e-11,1.0786118814590967e-09,1.369e-11,1.2738761645075303e-17,9.652747298523453e-17
0.06,0.18,0.0,2.0,3.0,6.284e-11,2.104143058458149e-09,2.653e-11,1.2959987015973038e-17,9.71959237462205e-17
0.08,0.18,0.0,2.0,3.0,1.229e-10,4.1205168850078866e-09,5.169e-11,1.319712788117996e-17,9.786437450720645e-17
0.1,0.18,0.0,2.0,3.0,2.404e-10,8.051105630652244e-09,1.009e-10,1.3447001141834238e-17,9.853282526819241e-17
0.12,0.18,0.0,2.0,3.0,4.7e-10,1.57465479606322e-08,1.972e-10,1.3711198347366785e-17,9.921719152348755e-17
0.14,0.18,0.0,2.0,3.0,9.189e-10,3.075033177268157e-08,3.854e-10,1.39897194977776e-17,9.990155777878271e-17
0.16,0.18,0.0,2.0,3.0,1.795e-09,6.002671811037223e-08,7.528e-10,1.427938149420485e-17,1.0061775502269624e-16
0.18,0.18,0.0,2.0,3.0,3.504e-09,1.169552827121957e-07,1.469e-09,1.458177588607945e-17,1.0136578325522814e-16
0.2,0.18,0.0,2.0,3.0,6.825e-09,2.2674277620053988e-07,2.861e-09,1.4893719574539567e-17,1.0219338895930601e-16
0.22,0.18,0.0,2.0,3.0,1.324e-08,4.3664327163428403e-07,5.548e-09,1.5212029460723357e-17,1.0316423411216657e-16
0.24,0.18,0.0,2.0,3.0,2.55e-08,8.282389866562627e-07,1.068e-08,1.5535113995199904e-17,1.0442155816259254e-16
0.26,0.18,0.0,2.0,3.0,4.846e-08,1.533916813287725e-06,2.027e-08,1.586138162853829e-17,1.0610860055936662e-16
0.28,0.18,0.0,2.0,3.0,9.014e-08,2.7328905529816334e-06,3.766e-08,1.6186057712445757e-17,1.0832085426834397e-16
0.3,0.18,0.0,2.0,3.0,1.624e-07,4.626619971680592e-06,6.782e-08,1.652028309293874e-17,1.11010572806597e-16
0.32,0.18,0.0,2.0,3.0,2.808e-07,7.360948997851759e-06,1.175e-07,1.683859297912253e-17,1.139390237594879e-16
0.34,0.18,0.0,2.0,3.0,4.627e-07,1.0975985237913227e-05,1.959e-07,1.7188733853924698e-17,1.1688339020668796e-16
0.36,0.18,0.0,2.0,3.0,7.257e-07,1.5471464758556728e-05,3.161e-07,1.753887472872687e-17,1.1965268621648694e-16
