vsg,vsd,vsb,fins,length,id,gm,gds,cdd,cgg
0.52,0.62,0.0,2.0,2.0,-1.24e-05,0.00011208824556538652,2.778e-06,3.5061833963144546e-17,1.214988835563529e-16
0.54,0.62,0.0,2.0,2.0,-1.475e-05,0.00012258201124166544,3.247e-06,3.5332397366400766e-17,1.2329733441329135e-16
0.56,0.62,0.0,2.0,2.0,-1.73e-05,0.00013258290786554838,3.758e-06,3.5634791758275363e-17,1.250162077986838e-16
0.58,0.62,0.0,2.0,2.0,-2.005e-05,0.00014208555569373725,4.312e-06,3.593718615014997e-17,1.266555037125303e-16
0.6,0.62,0.0,2.0,2.0,-2.298e-05,0.00015107406775709446,4.912e-06,3.6255496036333764e-17,1.2823113764914008e-16
0.62,0.62,0.0,2.0,2.0,-2.609e-05,0.00015961737167548816,5.56e-06,3.660563691113593e-17,1.297431096085131e-16
0.64,0.62,0.0,2.0,2.0,-2.936e-05,0.0001674552431373541,6.258e-06,3.69557777859381e-17,1.3117550409634015e-16
0.66,0.62,0.0,2.0,2.0,-3.278e-05,0.00017406005257030049,7.01e-06,3.733774964935865e-17,1.3257606759554882e-16
0.68,0.62,0.0,2.0,2.0,-3.632e-05,0.00018030374497905835,7.818e-06,3.7735637007088387e-17,1.3389705362321157e-16
0.7,0.62,0.0,2.0,2.0,-3.999e-05,0.000186224165911095,8.686e-06,3.8133524364818126e-17,1.3518620866225591e-16
0.72,0.62,0.0,2.0,2.0,-4.376e-05,0.00019079798817176307,9.619e-06,3.854732721685705e-17,1.3642761721837268e-16
0.74,0.62,0.0,2.0,2.0,-4.762e-05,0.00019508307979944307,1.062e-05,3.897704556320517e-17,1.3760536379725272e-16
0.76,0.62,0.0,2.0,2.0,-5.156e-05,0.0001988688910280485,1.17e-05,3.93908484152441e-17,1.3875127938751437e-16
0.78,0.62,0.0,2.0,2.0,-5.557e-05,0.00020194015368477664,1.285e-05,3.982056676159221e-17,1.3984944849484846e-16
0.8,0.62,0.0,2.0,2.0,-5.963e-05,0.0002038416045074169,1.41e-05,4.023436961363115e-17,1.4088395562494575e-16
0.0,0.64,0.0,2.0,2.0,-1.918e-11,7.085330169667003e-10,6.749e-12,3.171958015821474e-17,6.853211849537014e-17
0.02,0.64,0.0,2.0,2.0,-3.73e-11,1.2211308131043369e-09,1.24e-11,3.176732664114231e-17,6.908916079619177e-17
0.04,0.64,0.0,2.0,2.0,-7.257e-11,2.4201420805511497e-09,2.364e-11,3.1830988618379074e-17,6.967803408563178e-17
0.06,0.64,0.0,2.0,2.0,-1.413e-10,4.700217496037121e-09,4.568e-11,3.187873510130664e-17,7.029873836369018e-17
0.08,0.64,0.0,2.0,2.0,-2.75e-10,9.147220997691976e-09,8.869e-11,3.1942397078543395e-17,7.093535813605776e-17
0.1,0.64,0.0,2.0,2.0,-5.353e-10,1.781817024939563e-08,1.725e-10,3.1990143561470966e-17,7.158789340273452e-17
0.12,0.64,0.0,2.0,2.0,-1.042e-09,3.4644194182986206e-08,3.355e-10,3.205380553870772e-17,7.225634416372049e-17
0.14,0.64,0.0,2.0,2.0,-2.027e-09,6.738745178880109e-08,6.526e-10,3.211746751594448e-17,7.295662591332482e-17
0.16,0.64,0.0,2.0,2.0,-3.942e-09,1.308588923963847e-07,1.269e-09,3.2181129493181237e-17,7.367282315723835e-17
0.18,0.64,0.0,2.0,2.0,-7.655e-09,2.5347846148990564e-07,2.462e-09,3.2260706964727186e-17,7.446859787269783e-17
0.2,0.64,0.0,2.0,2.0,-1.483e-08,4.886191251791969e-07,4.765e-09,3.2340284436273135e-17,7.537578104832164e-17
0.22,0.64,0.0,2.0,2.0,-2.859e-08,9.326488650940798e-07,9.172e-09,3.2419861907819084e-17,7.652169663858328e-17
0.24,0.64,0.0,2.0,2.0,-5.464e-08,1.7529116663219862e-06,1.748e-08,3.2499439379365027e-17,7.808141508088385e-17
0.26,0.64,0.0,2.0,2.0,-1.029e-07,3.203232524700084e-06,3.273e-08,3.2579016850910976e-17,8.029366878986119e-17
0.28,0.64,0.0,2.0,2.0,-1.891e-07,5.6046808786425865e-06,5.957e-08,3.267450981676612e-17,8.333352820291639e-17
0.3,0.64,0.0,2.0,2.0,-3.355e-07,9.27003433949676e-06,1.041e-07,3.278591827693044e-17,8.720099332004947e-17
0.32,0.64,0.0,2.0,2.0,-5.695e-07,1.4377430258111387e-05,1.728e-07,3.2897326737094766e-17,9.157775425507659e-17
0.34,0.64,0.0,2.0,2.0,-9.198e-07,2.086746105870271e-05,2.71e-07,3.3008735197259093e-17,9.601817716734045e-17
0.36,0.64,0.0,2.0,2.0,-1.413e-06,2.867978963326618e-05,4.02e-07,3.3151974646041805e-17,1.0020395217065732e-16
0.38,0.64,0.0,2.0,2.0,-2.074e-06,3.7545067781291654e-05,5.675e-07,3.3295214094824505e-17,1.0396000882762604e-16
0.4,0.64,0.0,2.0,2.0,-2.92e-06,4.719122982143625e-05,7.678e-07,3.3454369037916403e-17,1.0728634713824666e-16
0.42,0.64,0.0,2.0,2.0,-3.966e-06,5.7491055016086924e-05,1.003e-06,3.362943947531749e-17,1.1021479809113752e-16
0.44,0.64,0.0,2.0,2.0,-5.223e-06,6.829531163649814e-05,1.274e-06,3.380450991271857e-17,1.1282493915784461e-16
0.46,0.64,0.0,2.0,2.0,-6.699e-06,7.927809923912296e-05,1.58e-06,3.4011411338738034e-17,1.1518043231560468e-16
0.48,0.64,0.0,2.0,2.0,-8.396e-06,9.054261204797221e-05,1.921e-06,3.42183127647575e-17,1.1734493954165443e-16
0.5,0.64,0.0,2.0,2.0,-1.032e-05,0.00010170125216839112,2.299e-06,3.444112968508615e-17,1.1935029182461233e-16
0.52,0.64,0.0,2.0,2.0,-1.246e-05,0.00011225169791642171,2.714e-06,3.4679862099724e-17,1.2124423564740587e-16
0.54,0.64,0.0,2.0,2.0,-1.481e-05,0.00012279171568519941,3.167e-06,3.4934510008671026e-17,1.230267710100351e-16
0.56,0.64,0.0,2.0,2.0,-1.737e-05,0.00013308103854157562,3.659e-06,3.520507341192725e-17,1.2472972890111837e-16
0.58,0.64,0.0,2.0,2.0,-2.013e-05,0.00014288332854609268,4.191e-06,3.5491552309492664e-17,1.2635310932065572e-16
0.6,0.64,0.0,2.0,2.0,-2.308e-05,0.00015188444487044582,4.765e-06,3.579394670136726e-17,1.278969122686471e-16
0.62,0.64,0.0,2.0,2.0,-2.62e-05,0.0001600776895685271,5.383e-06,3.6128172081860244e-17,1.293929687337109e-16
0.64,0.64,0.0,2.0,2.0,-2.948e-05,0.00016780399525305353,6.046e-06,3.6462397462353226e-17,1.3080944772722877e-16
0.66,0.64,0.0,2.0,2.0,-3.291e-05,0.00017520552781685598,6.758e-06,3.6812538337155395e-17,1.321781802378191e-16
0.68,0.64,0.0,2.0,2.0,-3.648e-05,0.00018137229027472023,7.521e-06,3.719451020057594e-17,1.3349916626548182e-16
0.7,0.64,0.0,2.0,2.0,-4.016e-05,0.0001868041086806693,8.337e-06,3.7576482063996495e-17,1.3477240581021698e-16
0.72,0.64,0.0,2.0,2.0,-4.395e-05,0.00019191047340021624,9.21e-06,3.799028491603542e-17,1.3599789887202458e-16
0.74,0.64,0.0,2.0,2.0,-4.783e-05,0.00019605279531486946,1.014e-05,3.8404087768074345e-17,1.371756454509046e-16
0.76,0.64,0.0,2.0,2.0,-5.179e-05,0.00019987754373792453,1.114e-05,3.881789062011328e-17,1.3830564554685706e-16
0.78,0.64,0.0,2.0,2.0,-5.582e-05,0.0002029358273298354,1.221e-05,3.92316934721522e-17,1.3940381465419115e-16
0.8,0.64,0.0,2.0,2.0,-5.99e-05,0.00020484975754202277,1.336e-05,3.966141181850032e-17,1.4045423727859763e-16
0.0,0.66,0.0,2.0,2.0,-1.932e-11,7.121042638714845e-10,6.981e-12,3.152859422650447e-17,6.848437201244256e-17
0.02,0.66,0.0,2.0,2.0,-3.755e-11,1.229003452976819e-09,1.245e-11,3.1576340709432035e-17,6.90414143132642e-17
0.04,0.66,0.0,2.0,2.0,-7.304e-11,2.4346508088181754e-09,2.347e-11,3.1624087192359605e-17,6.963028760270421e-17
0.06,0.66,0.0,2.0,2.0,-1.422e-10,4.7318243719397656e-09,4.517e-11,3.1671833675287176e-17,7.023507638645342e-17
0.08,0.66,0.0,2.0,2.0,-2.768e-10,9.205808413085329e-09,8.758e-11,3.171958015821474e-17,7.0871696158821e-17
0.1,0.66,0.0,2.0,2.0,-5.388e-10,1.79422670184795e-08,1.702e-10,3.17832421354515e-17,7.152423142549778e-17
0.12,0.66,0.0,2.0,2.0,-1.049e-09,3.4869287827461604e-08,3.311e-10,3.184690411268826e-17,7.219268218648373e-17
0.14,0.66,0.0,2.0,2.0,-2.04e-09,6.77881487783208e-08,6.441e-10,3.191056608992502e-17,7.287704844177887e-17
0.16,0.66,0.0,2.0,2.0,-3.967e-09,1.317313915549732e-07,1.252e-09,3.1974228067161774e-17,7.36091611800016e-17
0.18,0.66,0.0,2.0,2.0,-7.704e-09,2.5498820874735696e-07,2.43e-09,3.2037890044398537e-17,7.438902040115188e-17
0.2,0.66,0.0,2.0,2.0,-1.492e-08,4.91459119955252e-07,4.703e-09,3.210155202163529e-17,7.529620357677569e-17
0.22,0.66,0.0,2.0,2.0,-2.877e-08,9.394316637799804e-07,9.053e-09,3.2181129493181237e-17,7.644211916703734e-17
0.24,0.66,0.0,2.0,2.0,-5.499e-08,1.7619417192860715e-06,1.725e-08,3.2260706964727186e-17,7.798592211502872e-17
0.26,0.66,0.0,2.0,2.0,-1.035e-07,3.223340335790272e-06,3.23e-08,3.2340284436273135e-17,8.019817582400607e-17
0.28,0.66,0.0,2.0,2.0,-1.903e-07,5.642728398944121e-06,5.88e-08,3.2435777402128276e-17,8.322211974275208e-17
0.3,0.66,0.0,2.0,2.0,-3.376e-07,9.322738451206493e-06,1.028e-07,3.253127036798341e-17,8.708958485988514e-17
0.32,0.66,0.0,2.0,2.0,-5.729e-07,1.4458582323018935e-05,1.706e-07,3.264267882814774e-17,9.145043030060306e-17
0.34,0.66,0.0,2.0,2.0,-9.252e-07,2.0985156703386503e-05,2.674e-07,3.2754087288312066e-17,9.589085321286695e-17
0.36,0.66,0.0,2.0,2.0,-1.421e-06,2.8817842965586974e-05,3.966e-07,3.288141124278558e-17,1.0006071272187461e-16
0.38,0.66,0.0,2.0,2.0,-2.085e-06,3.771517483937236e-05,5.596e-07,3.3008735197259093e-17,1.0380085388453415e-16
0.4,0.66,0.0,2.0,2.0,-2.935e-06,4.7422772304865744e-05,7.567e-07,3.316789014035099e-17,1.0711127670084558e-16
0.42,0.66,0.0,2.0,2.0,-3.986e-06,5.77447379441694e-05,9.878e-07,3.3327045083442883e-17,1.1003972765373645e-16
0.44,0.66,0.0,2.0,2.0,-5.248e-06,6.854903744073889e-05,1.253e-06,3.350211552084397e-17,1.1263395322613433e-16
0.46,0.66,0.0,2.0,2.0,-6.73e-06,7.965955317419573e-05,1.552e-06,3.367718595824506e-17,1.149894463838944e-16
0.48,0.66,0.0,2.0,2.0,-8.434e-06,9.071283002271817e-05,1.885e-06,3.388408738426452e-17,1.1713803811563496e-16
0.5,0.66,0.0,2.0,2.0,-1.036e-05,0.00010198920689517127,2.253e-06,3.4090988810283983e-17,1.1912747490428367e-16
0.52,0.66,0.0,2.0,2.0,-1.251e-05,0.00011272986143515816,2.656e-06,3.431380573061264e-17,1.2100550323276803e-16
0.54,0.66,0.0,2.0,2.0,-1.487e-05,0.00012359118704371834,3.094e-06,3.455253814525048e-17,1.2277212310108806e-16
0.56,0.66,0.0,2.0,2.0,-1.745e-05,0.00013390458878756407,3.568e-06,3.480718605419751e-17,1.2445916549786215e-16
0.58,0.66,0.0,2.0,2.0,-2.022e-05,0.000143289255402425,4.081e-06,3.507774945745374e-17,1.260666304230903e-16
0.6,0.66,0.0,2.0,2.0,-2.318e-05,0.000152437588000337,4.631e-06,3.536422835501915e-17,1.2759451787677249e-16
0.62,0.66,0.0,2.0,2.0,-2.631e-05,0.00016045919019261185,5.222e-06,3.566662274689375e-17,1.2905874335321793e-16
0.64,0.66,0.0,2.0,2.0,-2.96e-05,0.00016872525042800962,5.855e-06,3.598493263307754e-17,1.3047522234673581e-16
0.66,0.66,0.0,2.0,2.0,-3.305e-05,0.00017563820489054657,6.532e-06,3.6319158013570514e-17,1.3181212386870774e-16
0.68,0.66,0.0,2.0,2.0,-3.662e-05,0.00018172072760620103,7.254e-06,3.668521438268188e-17,1.3311719440206128e-16
0.7,0.66,0.0,2.0,2.0,-4.032e-05,0.00018797848388346433,8.025e-06,3.7051270751793236e-17,1.3437451845248725e-16
0.72,0.66,0.0,2.0,2.0,-4.413e-05,0.00019286373365513248,8.846e-06,3.743324261521378e-17,1.3558409601998564e-16
0.74,0.66,0.0,2.0,2.0,-4.803e-05,0.00019706537909238713,9.722e-06,3.7847045467252714e-17,1.3674592710455647e-16
0.76,0.66,0.0,2.0,2.0,-5.201e-05,0.00020087394837292412,1.065e-05,3.8244932824982454e-17,1.3787592720050894e-16
0.78,0.66,0.0,2.0,2.0,-5.606e-05,0.00020393762501233936,1.165e-05,3.867465117133057e-17,1.3895818081353384e-16
0.8,0.66,0.0,2.0,2.0,-6.016e-05,0.00020584636980157143,1.271e-05,3.9088454023369496e-17,1.4000860343794034e-16
0.0,0.68,0.0,2.0,2.0,-1.947e-11,7.159921991418095e-10,7.392e-12,3.132169280048501e-17,6.842071003520581e-17
0.02,0.68,0.0,2.0,2.0,-3.78e-11,1.2360653733337863e-09,1.263e-11,3.136943928341257e-17,6.897775233602745e-17
0.04,0.68,0.0,2.0,2.0,-7.351e-11,2.4505305753150776e-09,2.339e-11,3.141718576634014e-17,6.956662562546745e-17
0.06,0.68,0.0,2.0,2.0,-1.431e-10,4.75875340562529e-09,4.474e-11,3.146493224926771e-17,7.017141440921666e-17
0.08,0.68,0.0,2.0,2.0,-2.785e-10,9.266736159117265e-09,8.656e-11,3.152859422650447e-17,7.080803418158424e-17
0.1,0.68,0.0,2.0,2.0,-5.421e-10,1.8031656259153805e-08,1.681e-10,3.1576340709432035e-17,7.146056944826101e-17
0.12,0.68,0.0,2.0,2.0,-1.055e-09,3.50959433991525e-08,3.27e-10,3.16400026866688e-17,7.212902020924697e-17
0.14,0.68,0.0,2.0,2.0,-2.053e-09,6.82472935633509e-08,6.359e-10,3.168774916959636e-17,7.281338646454213e-17
0.16,0.68,0.0,2.0,2.0,-3.992e-09,1.3251846546008557e-07,1.236e-09,3.1751411146833125e-17,7.352958370845565e-17
0.18,0.68,0.0,2.0,2.0,-7.753e-09,2.5678165010451884e-07,2.399e-09,3.181507312406988e-17,7.430944292960594e-17
0.2,0.68,0.0,2.0,2.0,-1.502e-08,4.947489619835343e-07,4.643e-09,3.1894650595615825e-17,7.521662610522975e-17
0.22,0.68,0.0,2.0,2.0,-2.895e-08,9.441309785560612e-07,8.938e-09,3.195831257285259e-17,7.63466262011822e-17
0.24,0.68,0.0,2.0,2.0,-5.533e-08,1.7758614718539984e-06,1.703e-08,3.2037890044398537e-17,7.790634464348277e-17
0.26,0.68,0.0,2.0,2.0,-1.042e-07,3.240960407537662e-06,3.19e-08,3.211746751594448e-17,8.010268285815092e-17
0.28,0.68,0.0,2.0,2.0,-1.914e-07,5.6723403834226605e-06,5.807e-08,3.219704498749043e-17,8.312662677689694e-17
0.3,0.68,0.0,2.0,2.0,-3.396e-07,9.38168887840018e-06,1.015e-07,3.2292537953345564e-17,8.69781763997208e-17
0.32,0.68,0.0,2.0,2.0,-5.763e-07,1.4538168629765781e-05,1.684e-07,3.23880309192007e-17,9.132310634612955e-17
0.34,0.68,0.0,2.0,2.0,-9.305e-07,2.110287307324178e-05,2.641e-07,3.2499439379365027e-17,9.574761376408425e-17
0.36,0.68,0.0,2.0,2.0,-1.429e-06,2.8957383163395805e-05,3.916e-07,3.2610847839529354e-17,9.99174732730919e-17
0.38,0.68,0.0,2.0,2.0,-2.096e-06,3.789430569430577e-05,5.522e-07,3.2738171794002874e-17,1.0365761443575144e-16
0.4,0.68,0.0,2.0,2.0,-2.95e-06,4.761669666328549e-05,7.462e-07,3.288141124278558e-17,1.0695212175775368e-16
0.42,0.68,0.0,2.0,2.0,-4.005e-06,5.798994973567547e-05,9.734e-07,3.304056618587748e-17,1.0986465721633537e-16
0.44,0.68,0.0,2.0,2.0,-5.273e-06,6.88742659162955e-05,1.233e-06,3.319972112896937e-17,1.1245888278873326e-16
0.46,0.68,0.0,2.0,2.0,-6.761e-06,7.991338740034453e-05,1.526e-06,3.3374791566370454e-17,1.147984604521841e-16
0.48,0.68,0.0,2.0,2.0,-8.472e-06,9.132246504316803e-05,1.852e-06,3.356577749808073e-17,1.169470521839247e-16
0.5,0.68,0.0,2.0,2.0,-1.041e-05,0.00010214631154565664,2.21e-06,3.375676342979101e-17,1.189205734782642e-16
0.52,0.68,0.0,2.0,2.0,-1.256e-05,0.00011329240901455925,2.602e-06,3.3979580350119656e-17,1.2078268631243937e-16
0.54,0.68,0.0,2.0,2.0,-1.494e-05,0.00012418357143465858,3.027e-06,3.420239727044831e-17,1.2253339068645024e-16
0.56,0.68,0.0,2.0,2.0,-1.752e-05,0.00013397210284319893,3.486e-06,3.444112968508615e-17,1.2420451758891513e-16
0.58,0.68,0.0,2.0,2.0,-2.03e-05,0.00014392761639134518,3.98e-06,3.4679862099724e-17,1.2579606701983408e-16
0.6,0.68,0.0,2.0,2.0,-2.327e-05,0.00015281622918780617,4.51e-06,3.495042550298022e-17,1.2730803897920709e-16
0.62,0.68,0.0,2.0,2.0,-2.641e-05,0.00016130666525502173,5.077e-06,3.523690440054563e-17,1.2875634896134334e-16
0.64,0.68,0.0,2.0,2.0,-2.972e-05,0.00016945630818970792,5.682e-06,3.552338329811104e-17,1.3014099696624283e-16
0.66,0.68,0.0,2.0,2.0,-3.318e-05,0.00017636649878134203,6.327e-06,3.584169318429483e-17,1.3147789848821474e-16
0.68,0.68,0.0,2.0,2.0,-3.677e-05,0.00018257649428131184,7.014e-06,3.6191834059097e-17,1.327511380329499e-16
0.7,0.68,0.0,2.0,2.0,-4.048e-05,0.00018832672249100685,7.744e-06,3.654197493389917e-17,1.3399254658906668e-16
0.72,0.68,0.0,2.0,2.0,-4.43e-05,0.0001936158141522689,8.52e-06,3.690803130301053e-17,1.3518620866225591e-16
0.74,0.68,0.0,2.0,2.0,-4.822e-05,0.0001982088184963127,9.344e-06,3.7290003166431083e-17,1.3633212425251756e-16
0.76,0.68,0.0,2.0,2.0,-5.222e-05,0.00020154730865768006,1.022e-05,3.768789052416082e-17,1.3744620885416084e-16
0.78,0.68,0.0,2.0,2.0,-5.628e-05,0.00020460154607176366,1.115e-05,3.810169337619975e-17,1.3852846246718571e-16
0.8,0.68,0.0,2.0,2.0,-6.041e-05,0.0002084596920006652,1.214e-05,3.851549622823867e-17,1.3957888509159222e-16
0.0,0.7,0.0,2.0,2.0,-1.962e-11,7.193919706811164e-10,8.064e-12,3.113070686877473e-17,6.837296355227824e-17
0.02,0.7,0.0,2.0,2.0,-3.805e-11,1.2433863346082753e-09,1.299e-11,3.1178453351702295e-17,6.893000585309987e-17
0.04,0.7,0.0,2.0,2.0,-7.398e-11,2.4658922599768966e-09,2.345e-11,3.122619983462987e-17,6.95188791425399e-17
0.06,0.7,0.0,2.0,2.0,-1.44e-10,4.787495725733559e-09,4.442e-11,3.1273946317557437e-17,7.012366792628909e-17
0.08,0.7,0.0,2.0,2.0,-2.802e-10,9.320932849305334e-09,8.564e-11,3.132169280048501e-17,7.074437220434749e-17
0.1,0.7,0.0,2.0,2.0,-5.455e-10,1.8161188500877088e-08,1.662e-10,3.136943928341257e-17,7.139690747102425e-17
0.12,0.7,0.0,2.0,2.0,-1.062e-09,3.5318677862251634e-08,3.23e-10,3.1433101260649335e-17,7.20653582320102e-17
0.14,0.7,0.0,2.0,2.0,-2.066e-09,6.866698779772361e-08,6.281e-10,3.14808477435769e-17,7.274972448730537e-17
0.16,0.7,0.0,2.0,2.0,-4.017e-09,1.3331725866840816e-07,1.221e-09,3.1544509720813656e-17,7.346592173121889e-17
0.18,0.7,0.0,2.0,2.0,-7.8e-09,2.582673842386575e-07,2.37e-09,3.160817169805041e-17,7.424578095236918e-17
0.2,0.7,0.0,2.0,2.0,-1.511e-08,4.977587152031066e-07,4.586e-09,3.1671833675287176e-17,7.513704863368379e-17
0.22,0.7,0.0,2.0,2.0,-2.913e-08,9.505581954695178e-07,8.828e-09,3.173549565252393e-17,7.626704872963625e-17
0.24,0.7,0.0,2.0,2.0,-5.567e-08,1.7846449752269574e-06,1.682e-08,3.181507312406988e-17,7.781085167762764e-17
0.26,0.7,0.0,2.0,2.0,-1.048e-07,3.2624099987647792e-06,3.151e-08,3.1894650595615825e-17,8.00071898922958e-17
0.28,0.7,0.0,2.0,2.0,-1.926e-07,5.70676252315324e-06,5.736e-08,3.1974228067161774e-17,8.30311338110418e-17
0.3,0.7,0.0,2.0,2.0,-3.416e-07,9.432557141070001e-06,1.003e-07,3.205380553870772e-17,8.686676793955647e-17
0.32,0.7,0.0,2.0,2.0,-5.796e-07,1.4615289471404056e-05,1.664e-07,3.2149298504562864e-17,9.121169788596523e-17
0.34,0.7,0.0,2.0,2.0,-9.357e-07,2.1223537476066813e-05,2.609e-07,3.2244791470418e-17,9.563620530391991e-17
0.36,0.7,0.0,2.0,2.0,-1.437e-06,2.9102588678409344e-05,3.868e-07,3.235619993058233e-17,9.979014931861839e-17
0.38,0.7,0.0,2.0,2.0,-2.107e-06,3.806282323943854e-05,5.453e-07,3.248352388505584e-17,1.0351437498696873e-16
0.4,0.7,0.0,2.0,2.0,-2.965e-06,4.784745303183723e-05,7.364e-07,3.2626763333838546e-17,1.0680888230897097e-16
0.42,0.7,0.0,2.0,2.0,-4.025e-06,5.8248366636216336e-05,9.599e-07,3.277000278262125e-17,1.0972141776755266e-16
0.44,0.7,0.0,2.0,2.0,-5.298e-06,6.910980186546051e-05,1.215e-06,3.291324223140396e-17,1.1229972784564135e-16
0.46,0.7,0.0,2.0,2.0,-6.791e-06,8.021286678326446e-05,1.502e-06,3.308831266880504e-17,1.1462339001478301e-16
0.48,0.7,0.0,2.0,2.0,-8.508e-06,9.153893140208578e-05,1.821e-06,3.3263383106206127e-17,1.1675606625221442e-16
0.5,0.7,0.0,2.0,2.0,-1.045e-05,0.00010248116712767358,2.171e-06,3.3454369037916403e-17,1.1872958754655392e-16
0.52,0.7,0.0,2.0,2.0,-1.261e-05,0.00011383660048782687,2.552e-06,3.364535496962668e-17,1.2057578488641993e-16
0.54,0.7,0.0,2.0,2.0,-1.5e-05,0.00012467170947885997,2.965e-06,3.385225639564614e-17,1.2231057376612156e-16
0.56,0.7,0.0,2.0,2.0,-1.759e-05,0.00013447535919312013,3.41e-06,3.40750733159748e-17,1.2396578517427729e-16
0.58,0.7,0.0,2.0,2.0,-2.038e-05,0.00014442645294745305,3.888e-06,3.431380573061264e-17,1.2554141911088703e-16
0.6,0.7,0.0,2.0,2.0,-2.336e-05,0.00015331762661346254,4.399e-06,3.455253814525048e-17,1.2703747557595087e-16
0.62,0.7,0.0,2.0,2.0,-2.651e-05,0.00016180223899629772,4.944e-06,3.48231015485067e-17,1.2846987006377792e-16
0.64,0.7,0.0,2.0,2.0,-2.983e-05,0.00016997261579895087,5.525e-06,3.5093664951762924e-17,1.2983860257436822e-16
0.66,0.7,0.0,2.0,2.0,-3.33e-05,0.00017680569460309993,6.142e-06,3.539605934363752e-17,1.3114367310772175e-16
0.68,0.7,0.0,2.0,2.0,-3.69e-05,0.00018330380418626356,6.796e-06,3.571436922982131e-17,1.3241691265245691e-16
0.7,0.7,0.0,2.0,2.0,-4.063e-05,0.0001894782870494752,7.491e-06,3.6048594610314295e-17,1.3362649021995533e-16
0.72,0.7,0.0,2.0,2.0,-4.447e-05,0.00019428144441103546,8.226e-06,3.6398735485116463e-17,1.3480423679883535e-16
0.74,0.7,0.0,2.0,2.0,-4.84e-05,0.00019889513370397913,9.005e-06,3.6764791854227824e-17,1.359342368947878e-16
0.76,0.7,0.0,2.0,2.0,-5.242e-05,0.00020263681836943677,9.83e-06,3.714676371764837e-17,1.370324060021219e-16
0.78,0.7,0.0,2.0,2.0,-5.65e-05,0.00020555679121588453,1.07e-05,3.754465107537811e-17,1.3811465961514678e-16
0.8,0.7,0.0,2.0,2.0,-6.065e-05,0.0002095440327203963,1.163e-05,3.795845392741704e-17,1.391491667452441e-16
0.0,0.72,0.0,2.0,2.0,-1.979e-11,7.204479835741343e-10,9.112e-12,3.0955636431373647e-17,6.832521706935068e-17
0.02,0.72,0.0,2.0,2.0,-3.832e-11,1.2517056944694432e-09,1.362e-11,3.0987467419992025e-17,6.88822593701723e-17
0.04,0.72,0.0,2.0,2.0,-7.445e-11,2.4767547426581604e-09,2.371e-11,3.1035213902919596e-17,6.947113265961231e-17
0.06,0.72,0.0,2.0,2.0,-1.448e-10,4.815245272803778e-09,4.424e-11,3.108296038584716e-17,7.007592144336152e-17
0.08,0.72,0.0,2.0,2.0,-2.819e-10,9.383595024011725e-09,8.485e-11,3.113070686877473e-17,7.069662572141992e-17
0.1,0.72,0.0,2.0,2.0,-5.488e-10,1.8257811497445297e-08,1.643e-10,3.1178453351702295e-17,7.13332454937875e-17
0.12,0.72,0.0,2.0,2.0,-1.068e-09,3.551462790958546e-08,3.192e-10,3.122619983462987e-17,7.200169625477346e-17
0.14,0.72,0.0,2.0,2.0,-2.078e-09,6.90917610044097e-08,6.206e-10,3.128986181186662e-17,7.26860625100686e-17
0.16,0.72,0.0,2.0,2.0,-4.041e-09,1.3412252441125804e-07,1.206e-09,3.1337608294794194e-17,7.340225975398213e-17
0.18,0.72,0.0,2.0,2.0,-7.847e-09,2.5987210918225516e-07,2.341e-09,3.140127027203095e-17,7.418211897513243e-17
0.2,0.72,0.0,2.0,2.0,-1.52e-08,5.004355917689885e-07,4.531e-09,3.146493224926771e-17,7.507338665644703e-17
0.22,0.72,0.0,2.0,2.0,-2.93e-08,9.566987698708117e-07,8.722e-09,3.152859422650447e-17,7.62033867523995e-17
0.24,0.72,0.0,2.0,2.0,-5.601e-08,1.7949079253022809e-06,1.662e-08,3.159225620374123e-17,7.773127420608168e-17
0.26,0.72,0.0,2.0,2.0,-1.054e-07,3.279723636080279e-06,3.113e-08,3.1671833675287176e-17,7.991169692644065e-17
0.28,0.72,0.0,2.0,2.0,-1.937e-07,5.741257448653255e-06,5.669e-08,3.1751411146833125e-17,8.293564084518666e-17
0.3,0.72,0.0,2.0,2.0,-3.436e-07,9.48727021457365e-06,9.91e-08,3.1830988618379074e-17,8.675535947939216e-17
0.32,0.72,0.0,2.0,2.0,-5.829e-07,1.469195026791347e-05,1.645e-07,3.191056608992502e-17,9.11002894258009e-17
0.34,0.72,0.0,2.0,2.0,-9.409e-07,2.1342201256585646e-05,2.579e-07,3.2021974550089345e-17,9.55088813494464e-17
0.36,0.72,0.0,2.0,2.0,-1.445e-06,2.9256256727775783e-05,3.823e-07,3.211746751594448e-17,9.966282536414486e-17
0.38,0.72,0.0,2.0,2.0,-2.118e-06,3.819945118934568e-05,5.388e-07,3.2244791470418e-17,1.0338705103249521e-16
0.4,0.72,0.0,2.0,2.0,-2.979e-06,4.804734532705882e-05,7.273e-07,3.235619993058233e-17,1.0666564286018827e-16
0.42,0.72,0.0,2.0,2.0,-4.044e-06,5.851216950542367e-05,9.473e-07,3.2499439379365027e-17,1.0956226282446076e-16
0.44,0.72,0.0,2.0,2.0,-5.322e-06,6.935465801328995e-05,1.198e-06,3.264267882814774e-17,1.1214057290254946e-16
0.46,0.72,0.0,2.0,2.0,-6.821e-06,8.061967940285618e-05,1.48e-06,3.280183377123963e-17,1.1446423507169113e-16
